"","country","prov","dataset.id","distance_m","within_distance_type","pair_id","site_role","origin","org.site","unique.id","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num"
"462","England","James Sinclair","ENG_062_MZB_LO",915.440894441778,"within_100m_to_1000m","ENG_062_MZB_LO_1031__ENG_062_MZB_LO_839","j","second data call; new data","35465","ENG_062_MZB_LO_1031","COVE BROOK",51.3155620659,-0.7644792766,2003,2018,16,5
"463","England","James Sinclair","ENG_062_MZB_LO",607.518703136312,"within_100m_to_1000m","ENG_062_MZB_LO_1040__ENG_062_MZB_LO_1048","i","second data call; new data","35505","ENG_062_MZB_LO_1040","WINDRUSH",51.9188216638,-1.8572648915,2002,2024,23,8
"464","England","James Sinclair","ENG_062_MZB_LO",607.518703136312,"within_100m_to_1000m","ENG_062_MZB_LO_1040__ENG_062_MZB_LO_1048","j","second data call; new data","35591","ENG_062_MZB_LO_1048","SLADE BARN STREAM",51.92349407,-1.8624122754,2002,2016,15,5
"465","England","James Sinclair","ENG_062_MZB_LO",828.824514629824,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1052","i","second data call; new data","35170","ENG_062_MZB_LO_1007","PETTYS BROOK",51.2922515958,-1.026337125,2006,2020,15,15
"466","England","James Sinclair","ENG_062_MZB_LO",828.824514629824,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1052","j","second data call; new data","35665","ENG_062_MZB_LO_1052","LODDON",51.2863280059,-1.0342196842,2002,2024,23,23
"467","England","James Sinclair","ENG_062_MZB_LO",740.055570221934,"within_100m_to_1000m","ENG_062_MZB_LO_1043__ENG_062_MZB_LO_1055","i","second data call; new data","35528","ENG_062_MZB_LO_1043","WYE (THAMES",51.6265784647,-0.7431618828,2002,2014,13,13
"468","England","James Sinclair","ENG_062_MZB_LO",740.055570221934,"within_100m_to_1000m","ENG_062_MZB_LO_1043__ENG_062_MZB_LO_1055","j","second data call; new data","35782","ENG_062_MZB_LO_1055","WYE (THAMES",51.6233354714,-0.7333991672,2002,2019,18,14
"469","England","James Sinclair","ENG_062_MZB_LO",862.845355502477,"within_100m_to_1000m","ENG_062_MZB_LO_1065__ENG_062_MZB_LO_1068","i","second data call; new data","35812","ENG_062_MZB_LO_1065","WEY (SOUTH)",51.1237978333,-0.8465216138,2002,2024,23,13
"470","England","James Sinclair","ENG_062_MZB_LO",862.845355502477,"within_100m_to_1000m","ENG_062_MZB_LO_1065__ENG_062_MZB_LO_1068","j","second data call; new data","35831","ENG_062_MZB_LO_1068","WEY (SOUTH)",51.1180857788,-0.8554937527,2002,2023,22,11
"471","England","James Sinclair","ENG_062_MZB_LO",884.256456031774,"within_100m_to_1000m","ENG_062_MZB_LO_1056__ENG_062_MZB_LO_1076","i","second data call; new data","35783","ENG_062_MZB_LO_1056","WYE (THAMES",51.5702008632,-0.7092939605,2002,2024,23,15
"472","England","James Sinclair","ENG_062_MZB_LO",884.256456031774,"within_100m_to_1000m","ENG_062_MZB_LO_1056__ENG_062_MZB_LO_1076","j","second data call; new data","35889","ENG_062_MZB_LO_1076","THAMES (SE AREA)",51.5621582218,-0.7064922081,2002,2014,13,10
"473","England","James Sinclair","ENG_062_MZB_LO",124.084577458495,"within_100m_to_1000m","ENG_062_MZB_LO_1084__ENG_062_MZB_LO_1085","i","second data call; new data","35935","ENG_062_MZB_LO_1084","SILCHESTER BROOK",51.3481347417,-1.1085631961,2002,2014,13,6
"474","England","James Sinclair","ENG_062_MZB_LO",124.084577458495,"within_100m_to_1000m","ENG_062_MZB_LO_1084__ENG_062_MZB_LO_1085","j","second data call; new data","35936","ENG_062_MZB_LO_1085","SILCHESTER BROOK",51.3469991998,-1.1082262614,2002,2014,13,5
"475","England","James Sinclair","ENG_062_MZB_LO",334.328545218521,"within_100m_to_1000m","ENG_062_MZB_LO_1090__ENG_062_MZB_LO_999","i","second data call; new data","35100","ENG_062_MZB_LO_999","LYDIARD BROOK",51.580868305,-1.8253461704,2002,2014,13,5
"476","England","James Sinclair","ENG_062_MZB_LO",334.328545218521,"within_100m_to_1000m","ENG_062_MZB_LO_1090__ENG_062_MZB_LO_999","j","second data call; new data","35956","ENG_062_MZB_LO_1090","RAY (WILTS)",51.5839791725,-1.8252331259,2002,2014,13,8
"477","England","James Sinclair","ENG_062_MZB_LO",503.478471617285,"within_100m_to_1000m","ENG_062_MZB_LO_1072__ENG_062_MZB_LO_1094","i","second data call; new data","35850","ENG_062_MZB_LO_1072","THAMES (W AREA)",51.4861872057,-1.0863009965,2002,2013,12,5
"478","England","James Sinclair","ENG_062_MZB_LO",503.478471617285,"within_100m_to_1000m","ENG_062_MZB_LO_1072__ENG_062_MZB_LO_1094","j","second data call; new data","35969","ENG_062_MZB_LO_1094","PANG",51.4815465378,-1.0873442125,2002,2012,11,11
"479","England","James Sinclair","ENG_062_MZB_LO",622.11206272209,"within_100m_to_1000m","ENG_062_MZB_LO_1002__ENG_062_MZB_LO_1098","i","second data call; new data","35135","ENG_062_MZB_LO_1002","BAGPUIZE BROOK",51.6632425445,-1.4202159978,2003,2024,22,5
"480","England","James Sinclair","ENG_062_MZB_LO",622.11206272209,"within_100m_to_1000m","ENG_062_MZB_LO_1002__ENG_062_MZB_LO_1098","j","second data call; new data","35983","ENG_062_MZB_LO_1098","OCK",51.6578003011,-1.4233935413,2002,2013,12,5
"481","England","James Sinclair","ENG_062_MZB_LO",682.934295908275,"within_100m_to_1000m","ENG_062_MZB_LO_1099__ENG_062_MZB_LO_841","i","second data call; new data","33236","ENG_062_MZB_LO_841","BURSTOW STREAM",51.1908822438,-0.1752450107,2002,2024,23,7
"482","England","James Sinclair","ENG_062_MZB_LO",682.934295908275,"within_100m_to_1000m","ENG_062_MZB_LO_1099__ENG_062_MZB_LO_841","j","second data call; new data","35989","ENG_062_MZB_LO_1099","MOLE (THAMES)",51.1901391424,-0.18529204,2003,2017,15,7
"483","England","James Sinclair","ENG_062_MZB_LO",674.874638276448,"within_100m_to_1000m","ENG_062_MZB_LO_1101__ENG_062_MZB_LO_990","i","second data call; new data","34758","ENG_062_MZB_LO_990","PIPP BROOK",51.2405711822,-0.3214469887,2002,2015,14,5
"484","England","James Sinclair","ENG_062_MZB_LO",674.874638276448,"within_100m_to_1000m","ENG_062_MZB_LO_1101__ENG_062_MZB_LO_990","j","second data call; new data","35992","ENG_062_MZB_LO_1101","MOLE (THAMES)",51.2390646298,-0.3117314226,2002,2016,15,10
"485","England","James Sinclair","ENG_062_MZB_LO",739.605471510895,"within_100m_to_1000m","ENG_062_MZB_LO_1088__ENG_062_MZB_LO_1104","i","second data call; new data","35943","ENG_062_MZB_LO_1088","SALFORDS STREAM",51.2047958707,-0.1897984502,2002,2024,23,9
"486","England","James Sinclair","ENG_062_MZB_LO",739.605471510895,"within_100m_to_1000m","ENG_062_MZB_LO_1088__ENG_062_MZB_LO_1104","j","second data call; new data","36007","ENG_062_MZB_LO_1104","MOLE (THAMES)",51.2087827642,-0.1987333568,2004,2024,21,6
"487","England","James Sinclair","ENG_062_MZB_LO",904.379532946139,"within_100m_to_1000m","ENG_062_MZB_LO_1105__ENG_062_MZB_LO_990","i","second data call; new data","34758","ENG_062_MZB_LO_990","PIPP BROOK",51.2405711822,-0.3214469887,2002,2015,14,5
"488","England","James Sinclair","ENG_062_MZB_LO",904.379532946139,"within_100m_to_1000m","ENG_062_MZB_LO_1105__ENG_062_MZB_LO_990","j","second data call; new data","36008","ENG_062_MZB_LO_1105","MOLE (THAMES)",51.248989313,-0.3215130806,2002,2020,19,18
"489","England","James Sinclair","ENG_062_MZB_LO",146.825542797293,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1108","i","second data call; new data","35170","ENG_062_MZB_LO_1007","PETTYS BROOK",51.2922515958,-1.026337125,2006,2020,15,15
"490","England","James Sinclair","ENG_062_MZB_LO",146.825542797293,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1108","j","second data call; new data","36020","ENG_062_MZB_LO_1108","LODDON",51.2922244542,-1.0241578361,2004,2023,20,20
"491","England","James Sinclair","ENG_062_MZB_LO",927.743496191519,"within_100m_to_1000m","ENG_062_MZB_LO_1052__ENG_062_MZB_LO_1108","i","second data call; new data","35665","ENG_062_MZB_LO_1052","LODDON",51.2863280059,-1.0342196842,2002,2024,23,23
"492","England","James Sinclair","ENG_062_MZB_LO",927.743496191519,"within_100m_to_1000m","ENG_062_MZB_LO_1052__ENG_062_MZB_LO_1108","j","second data call; new data","36020","ENG_062_MZB_LO_1108","LODDON",51.2922244542,-1.0241578361,2004,2023,20,20
"493","England","James Sinclair","ENG_062_MZB_LO",670.998024533008,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1111","i","second data call; new data","35170","ENG_062_MZB_LO_1007","PETTYS BROOK",51.2922515958,-1.026337125,2006,2020,15,15
"494","England","James Sinclair","ENG_062_MZB_LO",670.998024533008,"within_100m_to_1000m","ENG_062_MZB_LO_1007__ENG_062_MZB_LO_1111","j","second data call; new data","36034","ENG_062_MZB_LO_1111","LODDON",51.2926000584,-1.0163912069,2002,2023,22,22
"495","England","James Sinclair","ENG_062_MZB_LO",524.71096618298,"within_100m_to_1000m","ENG_062_MZB_LO_1108__ENG_062_MZB_LO_1111","i","second data call; new data","36020","ENG_062_MZB_LO_1108","LODDON",51.2922244542,-1.0241578361,2004,2023,20,20
"496","England","James Sinclair","ENG_062_MZB_LO",524.71096618298,"within_100m_to_1000m","ENG_062_MZB_LO_1108__ENG_062_MZB_LO_1111","j","second data call; new data","36034","ENG_062_MZB_LO_1111","LODDON",51.2926000584,-1.0163912069,2002,2023,22,22
"497","England","James Sinclair","ENG_062_MZB_LO",587.59131441158,"within_100m_to_1000m","ENG_062_MZB_LO_1020__ENG_062_MZB_LO_1112","i","second data call; new data","35360","ENG_062_MZB_LO_1020","BOW BROOK",51.3204880946,-1.0297428373,2002,2014,13,9
"498","England","James Sinclair","ENG_062_MZB_LO",587.59131441158,"within_100m_to_1000m","ENG_062_MZB_LO_1020__ENG_062_MZB_LO_1112","j","second data call; new data","36035","ENG_062_MZB_LO_1112","LODDON",51.3199393072,-1.0210584487,2002,2014,13,5
"499","England","James Sinclair","ENG_062_MZB_LO",822.475432139401,"within_100m_to_1000m","ENG_062_MZB_LO_1052__ENG_062_MZB_LO_1113","i","second data call; new data","35665","ENG_062_MZB_LO_1052","LODDON",51.2863280059,-1.0342196842,2002,2024,23,23
"500","England","James Sinclair","ENG_062_MZB_LO",822.475432139401,"within_100m_to_1000m","ENG_062_MZB_LO_1052__ENG_062_MZB_LO_1113","j","second data call; new data","36041","ENG_062_MZB_LO_1113","LODDON",51.2917600123,-1.025616115,2004,2023,20,20
"501","England","James Sinclair","ENG_062_MZB_LO",110.176032701541,"within_100m_to_1000m","ENG_062_MZB_LO_1108__ENG_062_MZB_LO_1113","i","second data call; new data","36020","ENG_062_MZB_LO_1108","LODDON",51.2922244542,-1.0241578361,2004,2023,20,20
"502","England","James Sinclair","ENG_062_MZB_LO",110.176032701541,"within_100m_to_1000m","ENG_062_MZB_LO_1108__ENG_062_MZB_LO_1113","j","second data call; new data","36041","ENG_062_MZB_LO_1113","LODDON",51.2917600123,-1.025616115,2004,2023,20,20
"503","England","James Sinclair","ENG_062_MZB_LO",627.908724551355,"within_100m_to_1000m","ENG_062_MZB_LO_1111__ENG_062_MZB_LO_1113","i","second data call; new data","36034","ENG_062_MZB_LO_1111","LODDON",51.2926000584,-1.0163912069,2002,2023,22,22
"504","England","James Sinclair","ENG_062_MZB_LO",627.908724551355,"within_100m_to_1000m","ENG_062_MZB_LO_1111__ENG_062_MZB_LO_1113","j","second data call; new data","36041","ENG_062_MZB_LO_1113","LODDON",51.2917600123,-1.025616115,2004,2023,20,20
"505","England","James Sinclair","ENG_062_MZB_LO",249.758126209101,"within_100m_to_1000m","ENG_062_MZB_LO_1054__ENG_062_MZB_LO_1117","i","second data call; new data","35779","ENG_062_MZB_LO_1054","WINTERBOURNE",51.4230162655,-1.3505134682,2002,2024,23,13
"506","England","James Sinclair","ENG_062_MZB_LO",249.758126209101,"within_100m_to_1000m","ENG_062_MZB_LO_1054__ENG_062_MZB_LO_1117","j","second data call; new data","36072","ENG_062_MZB_LO_1117","LAMBOURN",51.4207644278,-1.3514370174,2003,2024,22,22
"507","England","James Sinclair","ENG_062_MZB_LO",256.428568026052,"within_100m_to_1000m","ENG_062_MZB_LO_1122__ENG_062_MZB_LO_986","i","second data call; new data","34649","ENG_062_MZB_LO_986","LAMBOURN",51.403028794,-1.2991569892,2004,2017,14,5
"508","England","James Sinclair","ENG_062_MZB_LO",256.428568026052,"within_100m_to_1000m","ENG_062_MZB_LO_1122__ENG_062_MZB_LO_986","j","second data call; new data","36082","ENG_062_MZB_LO_1122","KENNET",51.4021802269,-1.2955903624,2002,2013,12,8
"509","England","James Sinclair","ENG_062_MZB_LO",906.143349040253,"within_100m_to_1000m","ENG_062_MZB_LO_1123__ENG_062_MZB_LO_982","i","second data call; new data","34379","ENG_062_MZB_LO_982","DUN (KENNET)",51.4169728428,-1.5226324214,2003,2016,14,10
"510","England","James Sinclair","ENG_062_MZB_LO",906.143349040253,"within_100m_to_1000m","ENG_062_MZB_LO_1123__ENG_062_MZB_LO_982","j","second data call; new data","36083","ENG_062_MZB_LO_1123","KENNET",51.4187347451,-1.5094411781,2002,2011,10,8
"511","England","James Sinclair","ENG_062_MZB_LO",576.251513990585,"within_100m_to_1000m","ENG_062_MZB_LO_1107__ENG_062_MZB_LO_1129","i","second data call; new data","36014","ENG_062_MZB_LO_1107","MOLE (THAMES)",51.1651964747,-0.1832665454,2002,2014,13,6
"512","England","James Sinclair","ENG_062_MZB_LO",576.251513990585,"within_100m_to_1000m","ENG_062_MZB_LO_1107__ENG_062_MZB_LO_1129","j","second data call; new data","36113","ENG_062_MZB_LO_1129","GATWICK STREAM",51.1663257716,-0.1749262294,2002,2016,15,9
"513","England","James Sinclair","ENG_062_MZB_LO",982.670742121014,"within_100m_to_1000m","ENG_062_MZB_LO_1127__ENG_062_MZB_LO_1133","i","second data call; new data","36106","ENG_062_MZB_LO_1127","HART",51.2994859174,-0.8838375239,2007,2017,11,5
"514","England","James Sinclair","ENG_062_MZB_LO",982.670742121014,"within_100m_to_1000m","ENG_062_MZB_LO_1127__ENG_062_MZB_LO_1133","j","second data call; new data","36124","ENG_062_MZB_LO_1133","FLEET BROOK",51.3050946798,-0.8723111708,2002,2023,22,5
"515","England","James Sinclair","ENG_062_MZB_LO",225.003652372676,"within_100m_to_1000m","ENG_062_MZB_LO_1024__ENG_062_MZB_LO_1145","i","second data call; new data","35407","ENG_062_MZB_LO_1024","COLLINS BROOK",51.1142820777,-0.468753938,2002,2021,20,18
"516","England","James Sinclair","ENG_062_MZB_LO",225.003652372676,"within_100m_to_1000m","ENG_062_MZB_LO_1024__ENG_062_MZB_LO_1145","j","second data call; new data","36177","ENG_062_MZB_LO_1145","CRANLEIGH WATERS",51.1163426006,-0.4681572052,2002,2024,23,19
"517","England","James Sinclair","ENG_062_MZB_LO",561.775273354939,"within_100m_to_1000m","ENG_062_MZB_LO_1024__ENG_062_MZB_LO_1146","i","second data call; new data","35407","ENG_062_MZB_LO_1024","COLLINS BROOK",51.1142820777,-0.468753938,2002,2021,20,18
"518","England","James Sinclair","ENG_062_MZB_LO",561.775273354939,"within_100m_to_1000m","ENG_062_MZB_LO_1024__ENG_062_MZB_LO_1146","j","second data call; new data","36178","ENG_062_MZB_LO_1146","CRANLEIGH WATERS",51.118666796,-0.4732814315,2002,2024,23,23
"519","England","James Sinclair","ENG_062_MZB_LO",427.061778649874,"within_100m_to_1000m","ENG_062_MZB_LO_1145__ENG_062_MZB_LO_1146","i","second data call; new data","36177","ENG_062_MZB_LO_1145","CRANLEIGH WATERS",51.1163426006,-0.4681572052,2002,2024,23,19
"520","England","James Sinclair","ENG_062_MZB_LO",427.061778649874,"within_100m_to_1000m","ENG_062_MZB_LO_1145__ENG_062_MZB_LO_1146","j","second data call; new data","36178","ENG_062_MZB_LO_1146","CRANLEIGH WATERS",51.118666796,-0.4732814315,2002,2024,23,23
"521","England","James Sinclair","ENG_062_MZB_LO",508.530500769037,"within_100m_to_1000m","ENG_062_MZB_LO_1079__ENG_062_MZB_LO_1165","i","second data call; new data","35907","ENG_062_MZB_LO_1079","THAMES (SE AREA)",51.4900827342,-0.6393955791,2002,2019,18,13
"522","England","James Sinclair","ENG_062_MZB_LO",508.530500769037,"within_100m_to_1000m","ENG_062_MZB_LO_1079__ENG_062_MZB_LO_1165","j","second data call; new data","36279","ENG_062_MZB_LO_1165","BOVENEY DITCH",51.4937221634,-0.634547989,2002,2016,15,7
"523","England","James Sinclair","ENG_062_MZB_LO",260.055452292664,"within_100m_to_1000m","ENG_062_MZB_LO_1180__ENG_062_MZB_LO_1181","i","second data call; new data","41993","ENG_062_MZB_LO_1180","COWFOLD STREAM",50.9571659099,-0.2708463248,2003,2018,16,6
"524","England","James Sinclair","ENG_062_MZB_LO",260.055452292664,"within_100m_to_1000m","ENG_062_MZB_LO_1180__ENG_062_MZB_LO_1181","j","second data call; new data","41994","ENG_062_MZB_LO_1181","ADUR EAST",50.9564818986,-0.2671695659,2003,2018,16,6
"525","England","James Sinclair","ENG_062_MZB_LO",496.475105431158,"within_100m_to_1000m","ENG_062_MZB_LO_1176__ENG_062_MZB_LO_1205","i","second data call; new data","41981","ENG_062_MZB_LO_1176","DOUR",51.1518958494,1.2696248081,2002,2014,13,13
"526","England","James Sinclair","ENG_062_MZB_LO",496.475105431158,"within_100m_to_1000m","ENG_062_MZB_LO_1176__ENG_062_MZB_LO_1205","j","second data call; new data","42088","ENG_062_MZB_LO_1205","DOUR",51.1475180909,1.267270217,2002,2019,18,13
"527","England","James Sinclair","ENG_062_MZB_LO",117.8675847454,"within_100m_to_1000m","ENG_062_MZB_LO_1238__ENG_062_MZB_LO_1242","i","second data call; new data","42309","ENG_062_MZB_LO_1238","LINE",50.9307803886,0.5257186507,2002,2013,12,9
"528","England","James Sinclair","ENG_062_MZB_LO",117.8675847454,"within_100m_to_1000m","ENG_062_MZB_LO_1238__ENG_062_MZB_LO_1242","j","second data call; new data","42349","ENG_062_MZB_LO_1242","VINEHALL STREAM",50.9314399948,0.5243311276,2002,2014,13,9
"529","England","James Sinclair","ENG_062_MZB_LO",320.984683602215,"within_100m_to_1000m","ENG_062_MZB_LO_1247__ENG_062_MZB_LO_1248","i","second data call; new data","42370","ENG_062_MZB_LO_1247","HAMMER ST.TRIB.(CLAYBR.ST.)",51.1305536372,0.6230857401,2003,2015,13,5
"530","England","James Sinclair","ENG_062_MZB_LO",320.984683602215,"within_100m_to_1000m","ENG_062_MZB_LO_1247__ENG_062_MZB_LO_1248","j","second data call; new data","42373","ENG_062_MZB_LO_1248","HAMMER STREAM",51.1334569568,0.6219637457,2004,2015,12,6
"531","England","James Sinclair","ENG_062_MZB_LO",811.651381942386,"within_100m_to_1000m","ENG_062_MZB_LO_1213__ENG_062_MZB_LO_1254","i","second data call; new data","42123","ENG_062_MZB_LO_1213","DUDWELL",51.0070350821,0.4362843762,2002,2023,22,18
"532","England","James Sinclair","ENG_062_MZB_LO",811.651381942386,"within_100m_to_1000m","ENG_062_MZB_LO_1213__ENG_062_MZB_LO_1254","j","second data call; new data","42509","ENG_062_MZB_LO_1254","KENT ROTHER",51.0095239204,0.4475920602,2002,2021,20,12
"533","England","James Sinclair","ENG_062_MZB_LO",945.813413479039,"within_100m_to_1000m","ENG_062_MZB_LO_1246__ENG_062_MZB_LO_1320","i","second data call; new data","42366","ENG_062_MZB_LO_1246","SISSINGHURST STREAM",51.1125116479,0.5729107842,2003,2015,13,5
"534","England","James Sinclair","ENG_062_MZB_LO",945.813413479039,"within_100m_to_1000m","ENG_062_MZB_LO_1246__ENG_062_MZB_LO_1320","j","second data call; new data","43072","ENG_062_MZB_LO_1320","CRANE BROOK",51.1048375038,0.5660557387,2002,2015,14,5
"535","England","James Sinclair","ENG_062_MZB_LO",185.807104633453,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1327","i","second data call; new data","42211","ENG_062_MZB_LO_1231","ALRE",51.0889521009,-1.1827936798,2002,2024,23,16
"536","England","James Sinclair","ENG_062_MZB_LO",185.807104633453,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1327","j","second data call; new data","43102","ENG_062_MZB_LO_1327","ITCHEN (SOUTHERN)",51.0874325465,-1.1841054781,2002,2023,22,22
"537","England","James Sinclair","ENG_062_MZB_LO",718.026751927502,"within_100m_to_1000m","ENG_062_MZB_LO_1211__ENG_062_MZB_LO_1334","i","second data call; new data","42119","ENG_062_MZB_LO_1211","BOURNE RIVULET",51.236761189,-1.384726197,2003,2017,15,8
"538","England","James Sinclair","ENG_062_MZB_LO",718.026751927502,"within_100m_to_1000m","ENG_062_MZB_LO_1211__ENG_062_MZB_LO_1334","j","second data call; new data","43192","ENG_062_MZB_LO_1334","BOURNE RIVULET",51.2303606321,-1.3816607156,2004,2017,14,7
"539","England","James Sinclair","ENG_062_MZB_LO",778.796227426369,"within_100m_to_1000m","ENG_062_MZB_LO_1179__ENG_062_MZB_LO_1336","i","second data call; new data","41987","ENG_062_MZB_LO_1179","DANES STREAM",50.757330317,-1.6302056188,2002,2019,18,7
"540","England","James Sinclair","ENG_062_MZB_LO",778.796227426369,"within_100m_to_1000m","ENG_062_MZB_LO_1179__ENG_062_MZB_LO_1336","j","second data call; new data","43211","ENG_062_MZB_LO_1336","ASHLEY STREAM",50.750140826,-1.6316797542,2003,2019,17,6
"541","England","James Sinclair","ENG_062_MZB_LO",554.295422295271,"within_100m_to_1000m","ENG_062_MZB_LO_1198__ENG_062_MZB_LO_1345","i","second data call; new data","42052","ENG_062_MZB_LO_1198","APPLEMORE STREAM",50.8602289687,-1.452925329,2002,2022,21,7
"542","England","James Sinclair","ENG_062_MZB_LO",554.295422295271,"within_100m_to_1000m","ENG_062_MZB_LO_1198__ENG_062_MZB_LO_1345","j","second data call; new data","43238","ENG_062_MZB_LO_1345","BEAULIEU",50.858285747,-1.4604778053,2002,2022,21,7
"543","England","James Sinclair","ENG_062_MZB_LO",188.38821869677,"within_100m_to_1000m","ENG_062_MZB_LO_1309__ENG_062_MZB_LO_1349","i","second data call; new data","42933","ENG_062_MZB_LO_1309","MOORS STREAM",50.9409101403,-1.22816282,2002,2023,22,13
"544","England","James Sinclair","ENG_062_MZB_LO",188.38821869677,"within_100m_to_1000m","ENG_062_MZB_LO_1309__ENG_062_MZB_LO_1349","j","second data call; new data","43296","ENG_062_MZB_LO_1349","HAMBLE",50.9409014485,-1.2309384818,2008,2023,16,8
"545","England","James Sinclair","ENG_062_MZB_LO",802.163628875606,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1353","i","second data call; new data","42211","ENG_062_MZB_LO_1231","ALRE",51.0889521009,-1.1827936798,2002,2024,23,16
"546","England","James Sinclair","ENG_062_MZB_LO",802.163628875606,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1353","j","second data call; new data","43312","ENG_062_MZB_LO_1353","ALRE",51.0934175044,-1.1732902978,2002,2024,23,17
"547","England","James Sinclair","ENG_062_MZB_LO",974.030226269586,"within_100m_to_1000m","ENG_062_MZB_LO_1327__ENG_062_MZB_LO_1353","i","second data call; new data","43102","ENG_062_MZB_LO_1327","ITCHEN (SOUTHERN)",51.0874325465,-1.1841054781,2002,2023,22,22
"548","England","James Sinclair","ENG_062_MZB_LO",974.030226269586,"within_100m_to_1000m","ENG_062_MZB_LO_1327__ENG_062_MZB_LO_1353","j","second data call; new data","43312","ENG_062_MZB_LO_1353","ALRE",51.0934175044,-1.1732902978,2002,2024,23,17
"549","England","James Sinclair","ENG_062_MZB_LO",757.568417040766,"within_100m_to_1000m","ENG_062_MZB_LO_1256__ENG_062_MZB_LO_1356","i","second data call; new data","42512","ENG_062_MZB_LO_1256","ANTON",51.1531449055,-1.45990533,2002,2018,17,8
"550","England","James Sinclair","ENG_062_MZB_LO",757.568417040766,"within_100m_to_1000m","ENG_062_MZB_LO_1256__ENG_062_MZB_LO_1356","j","second data call; new data","43380","ENG_062_MZB_LO_1356","TEST",51.1532635332,-1.4486939785,2002,2015,14,7
"551","England","James Sinclair","ENG_062_MZB_LO",944.079053722485,"within_100m_to_1000m","ENG_062_MZB_LO_1182__ENG_062_MZB_LO_1357","i","second data call; new data","41998","ENG_062_MZB_LO_1182","ITCHEN (SOUTHERN)",51.0859537502,-1.2044055442,2002,2023,22,20
"552","England","James Sinclair","ENG_062_MZB_LO",944.079053722485,"within_100m_to_1000m","ENG_062_MZB_LO_1182__ENG_062_MZB_LO_1357","j","second data call; new data","43407","ENG_062_MZB_LO_1357","CANDOVER BROOK",51.08730694,-1.190618418,2002,2023,22,22
"553","England","James Sinclair","ENG_062_MZB_LO",558.116542863951,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1357","i","second data call; new data","42211","ENG_062_MZB_LO_1231","ALRE",51.0889521009,-1.1827936798,2002,2024,23,16
"554","England","James Sinclair","ENG_062_MZB_LO",558.116542863951,"within_100m_to_1000m","ENG_062_MZB_LO_1231__ENG_062_MZB_LO_1357","j","second data call; new data","43407","ENG_062_MZB_LO_1357","CANDOVER BROOK",51.08730694,-1.190618418,2002,2023,22,22
"555","England","James Sinclair","ENG_062_MZB_LO",440.857087817918,"within_100m_to_1000m","ENG_062_MZB_LO_1327__ENG_062_MZB_LO_1357","i","second data call; new data","43102","ENG_062_MZB_LO_1327","ITCHEN (SOUTHERN)",51.0874325465,-1.1841054781,2002,2023,22,22
"556","England","James Sinclair","ENG_062_MZB_LO",440.857087817918,"within_100m_to_1000m","ENG_062_MZB_LO_1327__ENG_062_MZB_LO_1357","j","second data call; new data","43407","ENG_062_MZB_LO_1357","CANDOVER BROOK",51.08730694,-1.190618418,2002,2023,22,22
"557","England","James Sinclair","ENG_062_MZB_LO",766.359095456364,"within_100m_to_1000m","ENG_062_MZB_LO_1176__ENG_062_MZB_LO_1360","i","second data call; new data","41981","ENG_062_MZB_LO_1176","DOUR",51.1518958494,1.2696248081,2002,2014,13,13
"558","England","James Sinclair","ENG_062_MZB_LO",766.359095456364,"within_100m_to_1000m","ENG_062_MZB_LO_1176__ENG_062_MZB_LO_1360","j","second data call; new data","43418","ENG_062_MZB_LO_1360","DOUR",51.1453474725,1.2741240873,2002,2014,13,13
"559","England","James Sinclair","ENG_062_MZB_LO",518.520495124074,"within_100m_to_1000m","ENG_062_MZB_LO_1205__ENG_062_MZB_LO_1360","i","second data call; new data","42088","ENG_062_MZB_LO_1205","DOUR",51.1475180909,1.267270217,2002,2019,18,13
"560","England","James Sinclair","ENG_062_MZB_LO",518.520495124074,"within_100m_to_1000m","ENG_062_MZB_LO_1205__ENG_062_MZB_LO_1360","j","second data call; new data","43418","ENG_062_MZB_LO_1360","DOUR",51.1453474725,1.2741240873,2002,2014,13,13
"561","England","James Sinclair","ENG_062_MZB_LO",788.212163425978,"within_100m_to_1000m","ENG_062_MZB_LO_1208__ENG_062_MZB_LO_1361","i","second data call; new data","42108","ENG_062_MZB_LO_1208","EAST STOUR",51.1389155986,0.8756161169,2002,2014,13,10
"562","England","James Sinclair","ENG_062_MZB_LO",788.212163425978,"within_100m_to_1000m","ENG_062_MZB_LO_1208__ENG_062_MZB_LO_1361","j","second data call; new data","43422","ENG_062_MZB_LO_1361","AYLESFORD STREAM",51.1357159247,0.8861112322,2002,2014,13,5
