"Unique.ID","Samp.ID","Sampling.date","year","month","day","AESHNIDAE GEN. SP.","ASTACIDAE GEN. SP.","ATHERICIDAE GEN. SP.","BAETIDAE GEN. SP.","CAENIDAE GEN. SP.","CALAMOCERATIDAE GEN. SP.","CALOPTERYGIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","CHRYSOMELIDAE GEN. SP.","CORDULEGASTRIDAE GEN. SP.","CORIXIDAE GEN. SP.","CULICIDAE GEN. SP.","DIXIDAE GEN. SP.","DUGESIIDAE GEN. SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERELLIDAE GEN. SP.","ERPOBDELLIDAE GEN. SP.","GAMMARIDAE GEN. SP.","GERRIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRINIDAE GEN. SP.","HEPTAGENIIDAE GEN. SP.","HYDRACHNIDIA GEN. SP.","HYDRAENIDAE GEN. SP.","HYDROBIIDAE GEN. SP.","HYDROMETRIDAE GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHIDAE GEN. SP.","HYDROPTILIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LESTIDAE GEN. SP.","LEUCTRIDAE GEN. SP.","LIBELLULIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MUSCIDAE GEN. SP.","NEMOURIDAE GEN. SP.","NOTONECTIDAE GEN. SP.","OLIGOCHAETA GEN. SP.","PHILOPOTAMIDAE GEN. SP.","PHYSIDAE GEN. SP.","PLANARIIDAE GEN. SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIDIDAE GEN. SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHYACOPHILIDAE GEN. SP.","SCIRTIDAE GEN. SP.","SIMULIIDAE GEN. SP.","SISYRIDAE GEN. SP.","SPHAERIIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","TABANIDAE GEN. SP.","TIPULIDAE GEN. SP.","VELIIDAE GEN. SP."
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-18.06.2006","18.06.2006",2006,6,18,1,1,1,204,2,0,1,10,78,1,0,1,1,1,2,1,12,1,18,1,0,1,0,3,1,0,1,0,0,1,0,2,40,0,44,2,159,0,4,0,1,0,1,6,2,0,0,21,0,11,0,1,1,21,68,0,0,0,2,3,1
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-13.07.2008","13.07.2008",2008,7,13,7,1,10,115,1,0,0,0,86,0,0,2,0,1,2,2,13,0,2,0,0,7,0,15,1,0,2,2,0,1,1,15,23,3,11,1,99,0,2,0,0,5,2,5,0,1,0,0,0,3,0,1,2,14,6,0,0,7,0,14,3
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-01.07.2010","01.07.2010",2010,7,1,65,0,42,120,10,4,0,80,1226,0,0,0,0,13,11,0,1171,11,1,0,23,12,0,167,0,21,142,1,100,0,10,10,183,167,3,4,1068,1,42,168,0,0,3,0,0,0,0,4,1,13,2,10,0,2,46,1,40,42,2,12,0
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-28.06.2011","28.06.2011",2011,6,28,68,0,60,65,6,3,4,63,1007,0,0,0,0,3,13,1,1011,2,1,0,124,16,0,129,0,0,344,1,232,2,41,2,83,86,23,6,1348,0,80,27,0,0,0,1,0,0,0,8,0,17,221,4,0,11,0,0,5,5,2,0,0
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-09.07.2013","09.07.2013",2013,7,9,24,0,5,1781,1,0,1,80,2241,0,1,0,0,97,2,0,242,1,0,0,223,10,1,22,4,1,285,2,21,1,2,65,380,280,41,21,1926,0,0,5,0,0,6,1,2,40,0,11,0,23,1,1,1,5,35,0,0,5,0,127,0
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-02.07.2014","02.07.2014",2014,7,2,20,1,40,201,40,0,1,80,2122,0,0,0,0,0,3,0,366,0,2,0,44,3,0,4,41,10,321,0,43,4,1,163,525,161,166,14,443,0,80,2,0,0,3,1,0,0,0,86,0,129,0,0,0,2,0,0,0,1,3,20,3
"ESP_033_MZB_LO_27","ESP_033_MZB_LO_27-30.06.2015","30.06.2015",2015,6,30,284,12,22,641,1,0,0,1,1124,0,0,0,0,0,0,1,325,0,0,0,645,7,1,18,0,1,200,0,1,1,1,533,82,20,7,49,887,0,200,5,0,0,1,1,0,0,1,0,1,85,0,0,6,43,203,0,0,0,80,9,42
