"Unique.ID","Samp.ID","Sampling.date","year","month","day","AMPULLACEANA BALTHICA","ANACAENA GLOBULUS","ANCYLUS FLUVIATILIS","ANISUS LEUCOSTOMA","APHELOCHEIRUS AESTIVALIS","ASELLIDAE GEN. SP.","ATHERIX IBIS","ATRICHOPS CRASSIPES","BAETIDAE GEN. SP.","BITHYNIA TENTACULATA","BRACHYCENTRUS SP.","BRACHYPTERA SP.","BRYCHIUS ELEVATUS","BYTHINELLA DUNKERI","CAENIS SP.","CALOPTERYX SP.","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CHRYSOPS SP.","COENAGRIONIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER BOLTONII","CORIXIDAE GEN. SP.","CRANGONYX PSEUDOGRACILIS","CRUNOECIA IRRORATA SSP.","DENDROCOELUM LACTEUM","DICRANOTA SP.","DIXA SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","EPHEMERELLA MUCRONATA","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","GAMMARUS SP.","GLOSSIPHONIIDAE GEN. SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","GYRAULUS SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HETEROPTERA GEN. SP.","HYDRAENA SP.","HYDROCYPHON DEFLEXICOLLIS","HYDROPSYCHE SP.","HYDROPTILA SP.","IBISIA MARGINATA","ISOPERLA SP.","JAERA SARSI","LEPIDOPTERA GEN. SP.","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEBIUS TRUNCATELLUS","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYPE SP.","MICRASEMA SP.","NEMOURA SP.","NEMURELLA PICTETII","NIPHARGUS SP.","NOTIDOBIA CILIARIS","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OECISMUS MONEDULA SSP.","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PEDICIA SP.","PERLIDAE GEN. SP.","PERLODES SP.","PHILOPOTAMUS LUDIFICATUS","PHILOPOTAMUS MONTANUS SSP.","PISIDIUM SP.","PLATYCNEMIS PENNIPES","PLEA MINUTISSIMA SSP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","PTYCHOPTERA SP.","RADIX SP.","RHYACOPHILA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS AESTIVALIS","SIPHONOPERLA SP.","SPHAERIUM SP.","STENELMIS SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TIPULIDAE GEN. SP.","TORLEYA MAJOR","TURBELLARIA GEN. SP.","WORMALDIA SP.","ZYGOPTERA GEN. SP."
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-24.08.2012","24.08.2012",2012,8,24,0,0,0.8,0,80,12.8,0,0,487.2,0,0,0,0,0,5.6,0.8,0,23.2,192.8,0,0,0,0,0,0.8,0,0,4,0,0,0.8,80.8,0,0,4,0,0.8,108,88,0.8,0,0,0,0,0,0,18.4,0,3.2,0,99.2,0,4.8,0,0,0,0.8,1.6,12.8,0.8,200,0,0,57.6,0,0,0,1.6,0,0,3.2,0,0,0,0,41.6,1.6,55.2,0,0,0,0,0,5.6,0,0,0,0.8,0,0,0,0,0,0,0,4,0,68,0,28,0,0,0,3.2,0,0,0,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-11.07.2013","11.07.2013",2013,7,11,0,0,4.8,0,64,5.6,0,0,486.4,0,0,0,0,0,0,0,2.4,0,561.6,0,0,0,0,0,0,0,0,11.2,0,4,0,29.6,0,0,0.8,0,1.6,387.2,200,0,3.2,0,0,0,0,0,200,0,6.4,0,56,0.8,15.2,0,0,0,0,5.6,2.4,0,29.6,0,0.8,265.6,0,0,0,0.8,0,0,4.8,0,0,0,0,476.8,0,43.2,0,0,0,0,0,6.4,0,0,0,1.6,0,0,0,0,0,0,0,4,5.6,8.8,0,122.4,0,0,0,0.8,0,0,0,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-03.07.2014","03.07.2014",2014,7,3,0,0,17.6,0,25.6,17.6,6.4,0,70.4,0,0,0,0.8,0,0,0,0,0,39.2,0,0,0,0,0,0,0,0,2.4,0,2.4,3.2,20.8,0,0,16,0,0.8,34.4,32,0.8,0,0,0,0,0,0,17.6,0,2.4,0,12.8,2.4,0,0,0,0,0,8.8,18.4,0,48,0,0,76,0,0,0,0,0,0,0,0,0,0,0,12,0,7.2,0,0,0,0,0,8.8,0,0,0,1.6,0,0,0,0,0,0,0,0,4.8,64,0,152,0,0,0,24.8,0,0,0,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-25.08.2015","25.08.2015",2015,8,25,0,0,80,0,288,14.4,1.6,0,257.6,0,0,0,0,0,1.6,3.2,0,14.4,288.8,0,0,0,0,9.6,0,0,0,0.8,0,0,1.6,172,0,0,11.2,0,7.2,196,76,2.4,0.8,0,0,0,0,0,10.4,0,0.8,0,36,2.4,0,0,0,0,0,13.6,81.6,0,80.8,0,0,157.6,0.8,0,0,1.6,0,0,0,0,0,0,0,43.2,0.8,367.2,0,0,1.6,0,0,28,0.8,0,0,8,0,0,1.6,0,0,0,0,1.6,3.2,14.4,1.6,0.8,0,0,0,10.4,0,0,1.6,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-11.08.2016","11.08.2016",2016,8,11,0,0,44,0,60,5.6,8.8,0,133.6,0,0.8,0,0,0,0,0,0.8,4,32,0,0,0,0,0,0,0,0,0.8,0,2.4,0,74.4,0,2.4,12,0,10.4,150.4,108,3.2,0,0,0,0,0,0,24.8,0,1.6,0,38.4,2.4,0,0,0,0,0,6.4,34.4,0,184.8,0,0,113.6,0,0.8,0,40,0.8,0,2.4,0,0,0,0,36,0,139.2,0,0,0,0,0,25.6,0,0,0.8,4,0,0,1.6,0,0.8,0,0,4,0,52,0.8,18.4,0,0,0,12,0,0,0.8,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-16.07.2018","16.07.2018",2018,7,16,0,0,3.2,0,20,7.2,4,0,33.6,0,2.4,0,0,0,0,0,0,7.2,60.8,0,0,0,0,0,0,0,0,0,0,0,0.8,16.8,0,0,0,0,4,56,16,0.8,0,0,0,0,0,0,32.8,0,0.8,0,5.6,0,0,0,0,0,0,8.8,0,0,128.8,0,0,96,0,0,0,0,0,0,0,0,0,0,0,14.4,0,20.8,0,0,0,0,0,14.4,0,0,0,3.2,0,0,0,0,8.8,0,0,0,0.8,25.6,0.8,0,0,0,0,2.4,0,0,0,0,0,0,0
"GER_070_MZB_LO_130","GER_070_MZB_LO_130-13.06.2019","13.06.2019",2019,6,13,0,0,9.6,0,88,5.6,0,0,146.4,0.8,4.8,0,0,0,4.8,0,2.4,14.4,821.6,0,0,0.8,0,0,0,0,0,0.8,0,1.6,0.8,20.8,0,0,1.6,0,0.8,280.8,72,0,0,0.8,0,0,0,0,32.8,0,3.2,0,7.2,2.4,0,0,0,0,0,25.6,2.4,0,92.8,0,0,66.4,0,0,4,0,0,0,0,0,0,0,0,12.8,0,28,0,0,0,0,0,4,0,0,0.8,1.6,0,0,0,0,0.8,0,0,0.8,0,336,2.4,8,0,0,0,4,0,0,6.4,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-02.07.2008","02.07.2008",2008,7,2,0,0,0.8,0,3.2,0,22.4,3.2,250.4,0,0,0,0,0,0,0,0,0,685.6,0,0,0,0,0,0,0,0,1.6,0,15.2,0,22.4,1.6,17.6,0,0,0.8,159.2,0,0,3.2,0,0,0,0,0,2.4,0,5.6,0,51.2,32.8,0,0,0,0,0,32.8,15.2,0.8,585.6,0,4,71.2,0,0.8,0,0,0,0,0,0,0,0,0,28,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,19.2,0,132.8,0,42.4,0,0,5.6,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-03.07.2009","03.07.2009",2009,7,3,0,0,0,0,0.8,0,11.2,0,422.4,0,0,0,0,0,0,0,0.8,0,384.8,0,0,0,0,0,0,0,0,0,0,0.8,0,18.4,0,3.2,0,0,0,178.4,1.6,0,0,0,0,0,0,0,0,0,8,0,40.8,0,0,0,0,0,0,6.4,9.6,0,448,0,8,46.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,1.6,0,0,0,0,0,0,2.4,0,0,0,0,16.8,1.6,272,0,132.8,0,0,0,0,0,0,0.8,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-21.06.2010","21.06.2010",2010,6,21,0,0,4,0,7.2,1.6,0,0,489.6,0,0,0,0,0,4,0,0,28.8,60.8,0,0,0,0,0,0,0,0,0,0,16.8,0.8,20,0,0,0,0,4.8,84.8,0,3.2,0,0,0,0,0,0,0,0.8,16,0,240,0,0,0,0,0,0.8,19.2,8,0,152,0,10.4,52.8,0,0,0,0,0,0,0,0,0,0,0,44.8,0,8.8,0,0,0,0,0,4,0,0,0,2.4,0,0,0,0,4.8,0,0,7.2,9.6,680,0.8,480,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-13.07.2011","13.07.2011",2011,7,13,0,0,12.8,0,8,0.8,17.6,0.8,252,0,0,0,0,0,0,57.6,0.8,0,188,0,0,0,0,12,0,0,0,0.8,0,21.6,3.2,10.4,0,0,0,0,0.8,85.6,0,0,0,0,0,0,0.8,0,1.6,0,10.4,0,15.2,9.6,0,0,0,0,0,4,35.2,0.8,780,0,4.8,24,32,0,0,141.6,0,0,0,0.8,0,0,0,41.6,2.4,11.2,0,0,0.8,0,0,13.6,0,0,0,8,0,0,12,0,0,0,0,76.8,0.8,272,1.6,92,0,0,0,0,0,0,3.2,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-11.06.2013","11.06.2013",2013,6,11,0,0,1.6,0,13.6,4.8,0,0,728,0,0,0,0,0,8,0,0,0,484,0,0,0,1.6,0,0,0,0,3.2,0,1.6,0,4.8,1.6,4.8,0,0,13.6,23.2,0,1.6,1.6,0,0,0,0,0,9.6,0,6.4,0,80.8,0,0,0,0,0,0,1.6,8,0,597.6,0,14.4,48.8,0,0,0,0,0,0,0,0,0,0,0,196,1.6,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,3.2,8,0,0,16.8,3.2,364,0,252.8,0,0,0,0,0,0,13.6,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-21.07.2016","21.07.2016",2016,7,21,0,0,0.8,0,10.4,2.4,6.4,0,207.2,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,2.4,0,1.6,0.8,0,1.6,29.6,0,0,0,0,0,0,0,0,4.8,0,3.2,0,15.2,0,0,0,0,0,0,0,0,0,224,0,2.4,56,0,0,0,0,0,0,0,0,0,0,0,8,3.2,1.6,0,0,0,0,0,2.4,0,0,0,0.8,0,0,0,0,1.6,0,0,9.6,3.2,200,0,80,0,0,2.4,0,0,0,1.6,0,0,0,0
"GER_070_MZB_LO_139","GER_070_MZB_LO_139-07.08.2019","07.08.2019",2019,8,7,0,0,40,0,230.4,1.6,27.2,4.8,742.4,0,115.2,0,0,0,0,4.8,1.6,128,384,0,0,0,0,0,0,0,0,4.8,0,3.2,0,25.6,0,12.8,0,0,14.4,396.8,11.2,0,0,0,0,0,0,0,0,0,14.4,0,800,0,0,0,0,0,16,33.6,16,0,972.8,0,0,259.2,3.2,0,0,83.2,0,0,0,0,0,0,0,43.2,0,12.8,0,0,0,0,0,32,0,0,0,14.4,0,0,3.2,1.6,12.8,0,0,17.6,0,51.2,0,8,0,0,0,0,0,0,3.2,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-02.07.2008","02.07.2008",2008,7,2,0,0,3.2,0,0,15.2,6.4,12,280.8,0,0,0,0,0,0,4.8,0,0,382.4,0,0,0,0,0.8,0,0,0,4,0,16.8,0,8,0,1.6,0,0,7.2,141.6,7.2,0.8,0.8,0,0,0,0,0,2.4,3.2,1.6,0,32.8,42.4,0,0,0,0,0,32.8,12,2.4,384,0,5.6,23.2,0,1.6,0,0,0.8,0,0,0,0,0,0,128,0,16.8,0.8,0,0,0,0,4,0,0,0,0,0,0.8,0.8,0.8,0,0,0,8.8,8,81.6,1.6,24,0,0,34.4,0,0.8,0,0,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-03.07.2009","03.07.2009",2009,7,3,0,0,0,0,0,0,24,0,48,0,0,0,0,0,0,0,0,1.6,89.6,0,0,0,0,0,0,0,0,3.2,0,1.6,0,3.2,0,9.6,0,0,0,256.8,1.6,0,1.6,0,0,0,0,0,1.6,0,0.8,0,4.8,40,0,0,0,0,0,36.8,4.8,0,1184,0,0,89.6,0,16,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1.6,1.6,116,8,11.2,0,0,0,0,0,0,1.6,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-21.06.2010","21.06.2010",2010,6,21,0,0,0,0,16,10.4,0.8,4.8,117.6,0,0,0,0,0,3.2,16,0,1.6,165.6,0,0,0,0,0.8,0,0,0,1.6,0,9.6,0.8,6.4,0,2.4,0,0,8,92,0,0.8,18.4,0,0,0,0,0.8,0.8,0,4,0,186.4,0,0,0,0,0,0.8,102.4,25.6,0,180,0,21.6,36,0,0.8,0.8,0,0,0,0,0,0,0,0,28.8,0,38.4,0,0,0,0,0,24,0,0,1.6,6.4,0,0,0,0,3.2,0,0,2.4,25.6,200,0,82.4,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-15.07.2011","15.07.2011",2011,7,15,0,0,11.2,0,80,1.6,12,2.4,761.6,0,0,0,0,0,0,0,1.6,1.6,257.6,0,0,0,0,0,0,0,0,4,0,10.4,0.8,24,0,1.6,0,0,2.4,224,0.8,0,0,0,0,0,0,0,16,0,6.4,0,107.2,28.8,0,0,0,0,0,24,4.8,0,108,0,4,100.8,0,0,0,4,0,0,0,0,0,0,0,36.8,0,46.4,0,0,6.4,0,0,8,0.8,0,0,6.4,0,0,0,0,4,0,0,40,0,136,1.6,240,0,0,0,0,0,0,0.8,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-12.06.2013","12.06.2013",2013,6,12,0,0,0,0,40,1.6,0,3.2,97.6,0,0,0,0,0,1.6,10.4,1.6,3.2,219.2,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,15.2,24,18.4,0,0,0,0,0,0,0,0,0,1.6,0,9.6,1.6,0,0,0,0,0,8.8,18.4,0,200,0,3.2,16.8,0,0,0,0,0,0,0,0,0,0,0,41.6,0,6.4,0,0,0,0,0,1.6,0,0,0,6.4,0,0,0,0,4.8,0,0,1.6,3.2,136.8,0,433.6,0,0,0,0,0,1.6,4.8,0,0,0,0
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-15.08.2016","15.08.2016",2016,8,15,0,0,28,0,54.4,27.2,17.6,1.6,313.6,0,0.8,0,0,0,0,0,0,0,34.4,0,0,0,0,0,0,0,0,1.6,0,1.6,0.8,12.8,0,0,0,0,12.8,120,8,0,0,0,0,0,0,0,8,0,5.6,0,18.4,0,0,0,0,0,16.8,12,1.6,0,499.2,0,2.4,80.8,0,0,0,48.8,0,0,0,0,0,0,0,46.4,0.8,16,0,0,0.8,0,0,8.8,0,0,0.8,23.2,0,0,1.6,5.6,8.8,0,0,1.6,0.8,36,0,139.2,0,0,0,0,0,0,1.6,0,0,0,1.6
"GER_070_MZB_LO_140","GER_070_MZB_LO_140-12.08.2019","12.08.2019",2019,8,12,0,0,21.6,0,72,1.6,0.8,2.4,99.2,0,1.6,0,0,0,0,2.4,0.8,4.8,72.8,0,0,0,0,2.4,0,0,0,0.8,0,0,1.6,2.4,0,0.8,0,0,3.2,126.4,7.2,0,0,0,0,0,0,0,1.6,0,3.2,0,25.6,0,0,0,0,0,0.8,0,6.4,0,151.2,0,0,79.2,0,0,1.6,4.8,0,0,0.8,1.6,0,0,0,15.2,1.6,12.8,0,0,0,0,0,1.6,0,0,0,14.4,0,0,1.6,0.8,28.8,0,0,0.8,0,8,0,10.4,0,0,0,0,0,0,1.6,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-12.06.2006","12.06.2006",2006,6,12,0,0,0.8,0,2.4,1.6,0,0,291.2,0,12.8,0,0,0,10.4,0,1.6,25.6,192.8,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,0,2.4,0,28,8,240,3.2,0,0,0.8,0,0,0,8.8,0,2.4,0,39.2,0,0,0,0,0,0,4.8,9.6,1.6,14.4,0,0.8,25.6,0,4.8,0,0,0,0,0,0,0,0,0,64,0,9.6,0,0,0,0,0,2.4,0,0,0,1.6,0,0,0.8,0,4,0,0.8,8,1.6,60,0,617.6,0,0,68,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-06.07.2010","06.07.2010",2010,7,6,0,0,16,0,16,0,3.2,0,10.4,0,320,0,0,0,2.4,0,0,0,84,0,0,0,0,0,0,0,0,0.8,0,6.4,0,6.4,0,0,2.4,0,3.2,16,12,1.6,0,0,4,0,0,0,14.4,0,0.8,0,31.2,0.8,0,0,0,0,0,4.8,9.6,0,28,0,0.8,36,0,0.8,0,0,0,0,0,0,0,0,0,5.6,0,16,0,0,0,0,0,0,0,0,0,0,1.6,2.4,0,0,2.4,0,0,2.4,0,14.4,1.6,38.4,0,0,17.6,14.4,0,0,0,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-08.06.2011","08.06.2011",2011,6,8,0,0,0,1.6,2.4,0,4.8,0,20,0,200,0,0,0,3.2,0,0,0,68,0,0,0,0,0,0,0,0,1.6,0,1.6,0,8,0,0,6.4,0,0.8,16,16,1.6,0,0,0,0,0,0,2.4,0,0.8,0,20,2.4,0,0,0,0,0,0,3.2,0,26.4,0,1.6,40,0,0,0,0,0,0,0,0,0,0,0,4.8,0,10.4,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.8,0,0,0,0,1.6,0,41.6,0,0,12,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-24.07.2013","24.07.2013",2013,7,24,4.8,0,110.4,0,8,6.4,32,0,220.8,0,8.8,0,0,0,0,0,0,48,102.4,0,0,0,0,0,0,0,0,0,0,12,0,202.4,0,0,0.8,0,6.4,60.8,52.8,3.2,0,0,0,0,0,0,4.8,0,8,0,340,20,0,0,0,0,0,1.6,2.4,3.2,72,0,0,137.6,0,8,0.8,0.8,0,0,0,0,0,0,0,74.4,0,16,0,0,0,0,0,1.6,0,0,0,3.2,0.8,0,0,0,168,0,0,144,0,40,0.8,328,0,0,160,5.6,0,0,0,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-24.07.2014","24.07.2014",2014,7,24,1.6,0,80,0,16,27.2,5.6,0,154.4,0,344,0,0,0,12,0,0,48,44,0,0,0,0,0,0,0,0,0,0,4,0,75.2,0,0,2.4,0,1.6,53.6,18.4,5.6,0.8,0,1.6,0.8,0,0,1.6,0,3.2,0,144,2.4,0,0,0,0,0,6.4,8,0,27.2,0,0,135.2,0,0.8,0,5.6,0,0,0,0,0,0,0,33.6,0,14.4,0,0,0,0,0,0,0,0,0,8,0.8,0,0,0,19.2,0,0,20.8,0,30.4,0,76,0,0,87.2,17.6,0,0,0,0,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-11.07.2018","11.07.2018",2018,7,11,6.4,0,224,0,25.6,2.4,32,0,52,0,256,0,0,0,5.6,0,0,12.8,282.4,0,0,0,0,0,0,0,0,0,0,2.4,0,63.2,0,0,2.4,0,0.8,28,36.8,1.6,0,0,1.6,0,0,0,3.2,0,5.6,0,366.4,1.6,0,0,0,0,0,0.8,3.2,0,16,0,0,71.2,0,6.4,0,8.8,0,0,0,0,0,0,0,17.6,0,17.6,0,0,0,0,0,0,0,0,0,4,1.6,2.4,0,0,64,0,8.8,12,2.4,32,0,315.2,0,0,248,19.2,0,0,0,0.8,0,0,0
"GER_070_MZB_LO_144","GER_070_MZB_LO_144-19.06.2019","19.06.2019",2019,6,19,4.8,0,147.2,0,48,6.4,16,0,131.2,0,64,0,0,0,136,1.6,1.6,22.4,214.4,0,0,0,0,0,0,0,0,0,0,1.6,0,35.2,0,0,17.6,0,6.4,27.2,52.8,17.6,0,1.6,19.2,0,0,0,43.2,0,11.2,0,211.2,4.8,0,0,0,0,0,0,51.2,1.6,35.2,0,4.8,88,0,0,1.6,0,0,0,0,0,0,0,0,60.8,1.6,25.6,0,0,0,0,0,28.8,0,0,0,8,11.2,12.8,0,4.8,8,0,0,12.8,4.8,236.8,1.6,337.6,0,0,21.6,4.8,0,0,0,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-31.07.2006","31.07.2006",2006,7,31,7.2,0,40,0,0,0,0,0,92.8,0,0,0,0,0,0,0,1.6,0,160.8,0,0,0,0,0,0,0,0,8,0,8,2.4,113.6,0,7.2,0,0,0.8,5.6,600,0,3.2,0,0,0,0,0,0.8,0,2.4,0,46.4,3.2,0,0,0,0,0,2.4,0.8,0.8,63.2,0,4.8,29.6,0,5.6,0,0,0,0,1.6,0,0,0,0,77.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,25.6,0.8,52,0,61.6,0,0,0,0,0,0,0.8,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-02.07.2008","02.07.2008",2008,7,2,0,0,52,0,0,1.6,0,0,32.8,0,0,0,0,0,0,0,0,0,30.4,0,0,0,0,0,0,0,0,1.6,0,0,0,18.4,0,0.8,0,0,0,0.8,208,0,0,0,0,0,0,0,0.8,0,4,0,16,0,0,0,0,0,0,0.8,0,0,176,0,1.6,161.6,0,0,0,0,0,0,0,0,0,0.8,0,6.4,0,8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,1.6,0,0,8,2.4,160,1.6,5.6,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-19.05.2010","19.05.2010",2010,5,19,0,0,2.4,0,0,0,0,0,408,0,0,0,0,0,0,0,8,0,182.4,0,0,0,0,0,0,0,0,1.6,0,0,6.4,142.4,0,1.6,0,0,18.4,19.2,360,0.8,24.8,0,0,0,0,0,2.4,0,0.8,0,20.8,6.4,0,0,0,0,0,13.6,12,0,9.6,0,19.2,58.4,0,15.2,0.8,0,0,0,0,0,0,0.8,0,55.2,0,28,0,0,0,0,0,7.2,0,0,0,0,0,6.4,0,0,2.4,0,0,11.2,7.2,40,0,24,0,0,0,0,0,0,0,1.6,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-11.07.2013","11.07.2013",2013,7,11,0,0,4.8,0,0,0,0,0,282.4,0,0,0,0,0,0,0,2.4,0,200.8,0,0,0,0,0,0,0,0,27.2,0,20,0,115.2,0,1.6,0,0,4.8,104.8,4000,4,8.8,0,0,0,0,0,1.6,0,2.4,0,4,0,0,0,1.6,0.8,0,3.2,0.8,0.8,120,0,47.2,149.6,0,9.6,0,0.8,0,0,2.4,0,0,6.4,0,832,0,23.2,0,0,0,0,0,6.4,0,0,3.2,4,0,1.6,0,0.8,5.6,0,3.2,11.2,5.6,200,0,41.6,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-03.07.2014","03.07.2014",2014,7,3,0,0,9.6,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,16,0,24.8,0,24,0,0,0,0,4,31.2,342.4,2.4,0,0,0,0,0,0,0,0,4,0,4.8,0,0,0,0,0,0,0,6.4,0,22.4,0,24.8,49.6,0,0,0,0,0,0,1.6,0,0,3.2,0,46.4,0,2.4,0,0,0,0,0,1.6,0,0,0,1.6,0,16,0,0,0,0,0,10.4,8.8,64,0,6.4,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-09.07.2018","09.07.2018",2018,7,9,0,0,4,0,0,0,0,0,208.8,0,0,0,0,0,0,3.2,0.8,0,25.6,0,0,0,0,0,0,0,0.8,8.8,0,240,0,44,0,0.8,4,0,3.2,99.2,1824,5.6,0,0,0,0,0,0,0.8,0,6.4,0,9.6,3.2,0,0,0,0,0,4,4,0,64.8,0,27.2,54.4,0,8,8,4,0,0,0,0,0,0,0,44.8,0,12.8,0,0,0,0,0,10.4,0,0,0,2.4,0,11.2,0,0,2.4,0,0,7.2,20,13.6,0,14.4,0,0,0,0,0,0,0,0,0,0,0
"GER_070_MZB_LO_190","GER_070_MZB_LO_190-17.06.2019","17.06.2019",2019,6,17,0,0,4.8,0,0,0,0,0,144.8,0,0,0,0,0,0,2.4,0,0,9.6,0,0,0,0,0,0,0,0,24,0,19.2,0,31.2,0,1.6,24,0,8,112.8,749.6,1.6,0,0,0,0,0,0,4.8,0,14.4,0,4.8,0,0,0,0,0,0,4,8.8,0,2.4,0,10.4,124.8,0,3.2,5.6,0,0,0,0,0,0,0,0,22.4,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,5.6,0,0,1.6,1.6,120,0,12.8,0,0,0,0,0,0,0,0,0,0,0
