"","group","unique.id","org.site","river","latitude","longitude","st.yr","ed.yr","yr.ln","yr.num","origin","country","prov","dataset.id","distance_m","members","within_distance_type","n_in_river","max_yr_ln","n_max_ln","max_yr_num_tied","n_tied","site_sorting","tiebreaker_state","final_state"
"222",28,"ESP_034_MZB_LO_392","BC94","Urola",43.0725695,-2.3305818,1997,2021,25,24,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",223.468616234975,"c(""ESP_034_MZB_LO_137"", ""ESP_034_MZB_LO_392"", ""ESP_034_MZB_LO_57"")","within_100m_to_1000m",3,31,1,25,1,"remove","remove","remove"
"223",29,"ESP_034_MZB_LO_58","Gip61","Urola",43.10386,-2.316059,2000,2017,18,17,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_184"", ""ESP_034_MZB_LO_325"", ""ESP_034_MZB_LO_58"", ""ESP_034_MZB_LO_59"")","within_100m_to_1000m",4,31,1,23,1,"remove","remove","remove"
"224",29,"ESP_034_MZB_LO_184","103000624","Urola",43.1085381,-2.3188706,2007,2019,13,13,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",553.118793155109,"c(""ESP_034_MZB_LO_184"", ""ESP_034_MZB_LO_325"", ""ESP_034_MZB_LO_58"", ""ESP_034_MZB_LO_59"")","within_100m_to_1000m",4,31,1,23,1,"remove","remove","remove"
"225",29,"ESP_034_MZB_LO_325","BC160","Urola",43.1085381,-2.3188706,2007,2021,15,15,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",553.118793155109,"c(""ESP_034_MZB_LO_184"", ""ESP_034_MZB_LO_325"", ""ESP_034_MZB_LO_58"", ""ESP_034_MZB_LO_59"")","within_100m_to_1000m",4,31,1,23,1,"remove","remove","remove"
"226",31,"ESP_034_MZB_LO_60","Gip63","Urola",43.13403,-2.350034,1996,2021,26,24,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_339"", ""ESP_034_MZB_LO_60"", ""ESP_034_MZB_LO_76"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"227",31,"ESP_034_MZB_LO_76","103000516","Urola",43.1323467,-2.3513851,1993,2019,27,25,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",211.276362279679,"c(""ESP_034_MZB_LO_339"", ""ESP_034_MZB_LO_60"", ""ESP_034_MZB_LO_76"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"228",31,"ESP_034_MZB_LO_339","BC2","Urola",43.1323467,-2.3513851,1993,2021,29,27,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",211.276362279679,"c(""ESP_034_MZB_LO_339"", ""ESP_034_MZB_LO_60"", ""ESP_034_MZB_LO_76"")","within_100m_to_1000m",3,29,1,27,1,"keep","keep","remove"
"229",32,"ESP_034_MZB_LO_191","103000631","Urola",43.2256554,-2.2582403,2007,2019,13,13,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",227.299575019723,"c(""ESP_034_MZB_LO_191"", ""ESP_034_MZB_LO_331"", ""ESP_034_MZB_LO_64"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"230",32,"ESP_034_MZB_LO_331","BC168","Urola",43.2256554,-2.2582403,2007,2022,16,16,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",227.299575019723,"c(""ESP_034_MZB_LO_191"", ""ESP_034_MZB_LO_331"", ""ESP_034_MZB_LO_64"")","within_100m_to_1000m",3,29,1,27,1,"remove","remove","remove"
"231",33,"ESP_034_MZB_LO_67","Gip7","Oria",43.12746,-2.078432,1996,2021,26,24,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_315"", ""ESP_034_MZB_LO_47"", ""ESP_034_MZB_LO_5"", ""ESP_034_MZB_LO_67"")","within_100m_to_1000m",3,35,2,28,1,"remove","remove","remove"
"232",33,"ESP_034_MZB_LO_5","Gip13","Oria",43.13183952,-2.069140446,1987,2021,35,25,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",875.667880432391,"c(""ESP_034_MZB_LO_315"", ""ESP_034_MZB_LO_47"", ""ESP_034_MZB_LO_5"", ""ESP_034_MZB_LO_67"")","within_100m_to_1000m",3,35,2,28,1,"remove","remove","remove"
"233",37,"ESP_034_MZB_LO_77","103000517","Larraondo",43.2630482,-2.275948,2007,2018,12,11,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_346"", ""ESP_034_MZB_LO_77"")","within_100m_to_1000m",2,14,1,12,1,"remove","remove","remove"
"234",42,"ESP_034_MZB_LO_109","103000549","Oiartzun",43.3033912,-1.8853049,1993,2019,27,27,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_35"")","within_100m_to_1000m",4,35,2,32,1,"remove","remove","remove"
"235",42,"ESP_034_MZB_LO_26","Gip32","Oiartzun",43.31027562,-1.88159135,1999,2021,23,18,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",800.348192917368,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_35"")","within_100m_to_1000m",4,35,2,32,1,"remove","remove","remove"
"236",42,"ESP_034_MZB_LO_33","Gip39","Oiartzun",43.30039,-1.874856,1987,2021,35,25,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",886.991224957657,"c(""ESP_034_MZB_LO_109"", ""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_35"")","within_100m_to_1000m",4,35,2,32,1,"remove","remove","remove"
"237",71,"ESP_034_MZB_LO_355","BC4","Mape",43.365167,-2.7103575,1999,2013,15,6,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",0,"c(""ESP_034_MZB_LO_169"", ""ESP_034_MZB_LO_304"", ""ESP_034_MZB_LO_355"")","within_100m_to_1000m",3,23,1,21,1,"remove","remove","remove"
"238",71,"ESP_034_MZB_LO_169","103000609","Mape",43.3670659,-2.702943,1999,2019,21,19,"first call; data Ellen used","Spain","Aitor Larrañaga","ESP_034_MZB_LO",620.039658904099,"c(""ESP_034_MZB_LO_169"", ""ESP_034_MZB_LO_304"", ""ESP_034_MZB_LO_355"")","within_100m_to_1000m",3,23,1,21,1,"remove","remove","remove"
"239",73,"ESP_034_MZB_LO_26","Gip32","Oiartzun",43.31027562,-1.88159135,1999,2021,23,18,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",800.348192917368,"c(""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_35"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",4,35,2,32,1,"remove","remove","remove"
"240",73,"ESP_034_MZB_LO_33","Gip39","Oiartzun",43.30039,-1.874856,1987,2021,35,25,"second data call; new data","Spain","Aitor Larrañaga","ESP_034_MZB_LO",886.991224957657,"c(""ESP_034_MZB_LO_26"", ""ESP_034_MZB_LO_33"", ""ESP_034_MZB_LO_35"", ""ESP_034_MZB_LO_366"")","within_100m_to_1000m",4,35,2,32,1,"remove","remove","remove"
"241",3,"ESP_045_MZB_LO_45","EGA146","EGA",42.6286778,-2.467228,1993,2006,14,14,"second data call; new data","Spain","Alfredo Llorente","ESP_045_MZB_LO",759.88032934994,"c(""ESP_045_MZB_LO_44"", ""ESP_045_MZB_LO_45"")","within_100m_to_1000m",2,18,1,18,1,"remove","remove","remove"
"242",5,"ESP_045_MZB_LO_107","OIA095","OIARTZUN",43.2985117,-1.8761971,2015,2024,10,10,"second data call; new data","Spain","Alfredo Llorente","ESP_045_MZB_LO",0,"c(""ESP_045_MZB_LO_107"", ""ESP_045_MZB_LO_108"")","within_100m_to_1000m",2,32,1,32,1,"remove","remove","remove"
"243",7,"ESP_045_MZB_LO_113","OKM040","MAPE",43.365167,-2.7103575,1999,2013,15,7,"second data call; new data","Spain","Alfredo Llorente","ESP_045_MZB_LO",0,"c(""ESP_045_MZB_LO_113"", ""ESP_045_MZB_LO_114"")","within_100m_to_1000m",2,26,1,25,1,"remove","remove","remove"
"244",9,"ESP_045_MZB_LO_150","URU288","URUMEA",43.2241467,-1.9243551,2013,2024,12,11,"second data call; new data","Spain","Alfredo Llorente","ESP_045_MZB_LO",0,"c(""ESP_045_MZB_LO_150"", ""ESP_045_MZB_LO_151"")","within_100m_to_1000m",2,14,1,14,1,"remove","remove","remove"
"245",2,"FIN_004_MZB_LO_52","S055","Vanjoki",60.516866,24.227676,1998,2021,24,7,"second data call; new data","Finland","Jukka Aroviita","FIN_004_MZB_LO",0,"c(""FIN_004_MZB_LO_51"", ""FIN_004_MZB_LO_52"", ""FIN_004_MZB_LO_53"")","within_100m_to_1000m",3,24,3,8,1,"remove","remove","remove"
"246",2,"FIN_004_MZB_LO_51","S054","Vanjoki",60.525018,24.229293,1998,2021,24,7,"second data call; new data","Finland","Jukka Aroviita","FIN_004_MZB_LO",895.032735845211,"c(""FIN_004_MZB_LO_51"", ""FIN_004_MZB_LO_52"", ""FIN_004_MZB_LO_53"")","within_100m_to_1000m",3,24,3,8,1,"remove","remove","remove"
"247",1,"FRA_014_MZB_LO_2","svd","Rhone",45.8323815,5.299435,1999,2014,16,16,"first call; data Ellen used","France","Maxence Forcellini","FRA_014_MZB_LO",489.501520090394,"c(""FRA_014_MZB_LO_1"", ""FRA_014_MZB_LO_2"")","within_100m_to_1000m",2,35,1,35,1,"remove","remove","remove"
"248",1,"GER_018_MZB_LO_15","NW_320912","Rhein",51.40806105,6.74295094,1971,1991,21,19,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",0,"c(""GER_018_MZB_LO_103"", ""GER_018_MZB_LO_15"")","within_100m_to_1000m",2,24,1,22,1,"remove","remove","remove"
"249",2,"GER_018_MZB_LO_16","NW_13067","Rhein",51.02497568,6.971530217,1968,2012,45,32,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",0,"c(""GER_018_MZB_LO_16"", ""GER_018_MZB_LO_80"")","within_100m_to_1000m",2,45,2,35,1,"remove","remove","remove"
"250",3,"GER_018_MZB_LO_75","NW_13043","Rhein",50.89400641,7.008555044,1969,2012,44,33,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",214.411745733448,"c(""GER_018_MZB_LO_17"", ""GER_018_MZB_LO_75"")","within_100m_to_1000m",2,44,2,36,1,"remove","remove","remove"
"251",4,"GER_018_MZB_LO_132","RP_2679875000","Moselle",49.95185878,7.015385568,1982,1999,18,11,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",721.534077191679,"c(""GER_018_MZB_LO_132"", ""GER_018_MZB_LO_23"")","within_100m_to_1000m",2,18,2,12,1,"remove","remove","remove"
"252",6,"GER_018_MZB_LO_26","RP_2699890900","Moselle",50.367757,7.568814625,1982,2003,22,18,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",0,"c(""GER_018_MZB_LO_140"", ""GER_018_MZB_LO_26"")","within_100m_to_1000m",2,27,1,19,1,"remove","remove","remove"
"253",1,"GER_020_MZB_LO_1","108000153","Thranenbach",49.7059166666666,7.10108333333333,1986,2005,20,10,"first call; data Ellen used","Germany","Stefan Stoll","GER_020_MZB_LO",0,"c(""GER_020_MZB_LO_1"", ""GER_020_MZB_LO_2"")","within_100m_to_1000m",2,21,1,13,1,"remove","remove","remove"
"254",35,"GER_070_MZB_LO_143","NRW_212301","Suelz",50.8583062548336,7.21570666891367,2008,2019,12,5,"new data call","Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","GER_070_MZB_LO",683.856622437211,"c(""GER_070_MZB_LO_140"", ""GER_070_MZB_LO_141"", ""GER_070_MZB_LO_142"", ""GER_070_MZB_LO_143"")","within_100m_to_1000m",4,12,4,7,3,"remove","remove","remove"
"255",10,"GER_071_MZB_LO_12","SH_123704","Schafflunder Muehlenstrom",54.747486892,9.1180991878,2009,2020,12,6,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",0,"c(""GER_071_MZB_LO_11"", ""GER_071_MZB_LO_12"", ""GER_071_MZB_LO_9"")","within_100m_to_1000m",3,12,3,7,1,"remove","remove","remove"
"256",10,"GER_071_MZB_LO_11","SH_123702","Schafflunder Muehlenstrom",54.749266282,9.1269909393,2009,2020,12,6,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",586.442796581233,"c(""GER_071_MZB_LO_11"", ""GER_071_MZB_LO_12"", ""GER_071_MZB_LO_9"")","within_100m_to_1000m",3,12,3,7,1,"remove","remove","remove"
"257",11,"GER_071_MZB_LO_14","SH_126616","Schwartau",53.9351497467,10.7095314323,2010,2020,11,5,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",904.232034753489,"c(""GER_071_MZB_LO_13"", ""GER_071_MZB_LO_14"", ""GER_071_MZB_LO_16"")","within_100m_to_1000m",3,13,1,12,1,"remove","remove","remove"
"258",11,"GER_071_MZB_LO_16","SH_127134","Schwartau",53.9376329016,10.7049558373,2010,2020,11,6,"new data call","Germany","Landesamt für Umwelt (Schleswig-Holstein) (LfU)","GER_071_MZB_LO",909.551060040909,"c(""GER_071_MZB_LO_13"", ""GER_071_MZB_LO_14"", ""GER_071_MZB_LO_16"")","within_100m_to_1000m",3,13,1,12,1,"remove","remove","remove"
"259",3,"GER_073_MZB_LO_58","ST_410021","Elbe",52.0649048463425,11.6832546930507,2008,2019,12,8,"new data call","Germany","Landesamt für Umweltschutz (Sachsen-Anhalt) (LAU)","GER_073_MZB_LO",195.386770748043,"c(""GER_073_MZB_LO_57"", ""GER_073_MZB_LO_58"")","within_100m_to_1000m",2,14,1,10,1,"remove","remove","remove"
"260",12,"IRL_051_MZB_LO_120","IR0120","LIFFEY",53.1356112,-6.6229486,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",770.307361580958,"c(""IRL_051_MZB_LO_119"", ""IRL_051_MZB_LO_120"")","within_100m_to_1000m",2,13,2,6,1,"remove","remove","remove"
"261",23,"IRL_051_MZB_LO_179","IR0179","AUGHBOY (WEXFORD)",52.6383929,-6.2345273,2007,2018,12,6,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",256.310621465406,"c(""IRL_051_MZB_LO_178"", ""IRL_051_MZB_LO_179"")","within_100m_to_1000m",2,16,1,6,1,"remove","remove","remove"
"262",35,"IRL_051_MZB_LO_216","IR0216","COOLBOY",52.7635854,-6.4616184,2010,2023,14,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",939.998802466205,"c(""IRL_051_MZB_LO_215"", ""IRL_051_MZB_LO_216"")","within_100m_to_1000m",2,17,1,5,1,"remove","remove","remove"
"263",46,"IRL_051_MZB_LO_250","IR0250","ROSNASTRAW STREAM",52.7779036,-6.4279946,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_250"", ""IRL_051_MZB_LO_251"")","within_100m_to_1000m",2,17,1,5,1,"remove","remove","remove"
"264",95,"IRL_051_MZB_LO_643","IR0643","FOHERISH",51.9809181,-9.0488826,2011,2023,13,7,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_643"", ""IRL_051_MZB_LO_648"", ""IRL_051_MZB_LO_649"")","within_100m_to_1000m",1,13,1,7,1,"keep","keep","remove"
"265",96,"IRL_051_MZB_LO_643","IR0643","FOHERISH",51.9809181,-9.0488826,2011,2023,13,7,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",903.63997803565,"c(""IRL_051_MZB_LO_642"", ""IRL_051_MZB_LO_643"", ""IRL_051_MZB_LO_648"")","within_100m_to_1000m",2,16,1,7,1,"remove","remove","remove"
"266",153,"IRL_051_MZB_LO_942","IR0942","GRANEY (SHANNON)",52.9087221,-8.545599,2012,2023,12,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",774.533530072355,"c(""IRL_051_MZB_LO_942"", ""IRL_051_MZB_LO_943"", ""IRL_051_MZB_LO_996"")","within_100m_to_1000m",2,15,1,6,1,"remove","remove","remove"
"267",226,"IRL_051_MZB_LO_1526","IR1526","ANNALEE",54.0380309,-7.3851558,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_1526"", ""IRL_051_MZB_LO_1527"", ""IRL_051_MZB_LO_1544"")","within_100m_to_1000m",2,14,1,6,1,"remove","remove","remove"
"268",238,"IRL_051_MZB_LO_1606","IR1606","BALLAGHDOO",54.6581077,-8.5794371,2008,2022,15,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",655.744547282401,"c(""IRL_051_MZB_LO_1605"", ""IRL_051_MZB_LO_1606"")","within_100m_to_1000m",2,15,2,6,1,"remove","remove","remove"
"269",244,"IRL_051_MZB_LO_1622","IR1622","GLENADDRAGH",54.6306296,-8.5775223,2008,2022,15,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",989.49562554318,"c(""IRL_051_MZB_LO_1622"", ""IRL_051_MZB_LO_1623"", ""IRL_051_MZB_LO_1624"")","within_100m_to_1000m",3,15,2,6,1,"remove","remove","remove"
"270",244,"IRL_051_MZB_LO_1624","IR1624","GLENADDRAGH",54.6291883,-8.5984427,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",411.13711774767,"c(""IRL_051_MZB_LO_1622"", ""IRL_051_MZB_LO_1623"", ""IRL_051_MZB_LO_1624"")","within_100m_to_1000m",3,15,2,6,1,"remove","remove","remove"
"271",245,"IRL_051_MZB_LO_1624","IR1624","GLENADDRAGH",54.6291883,-8.5984427,2010,2022,13,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0,"c(""IRL_051_MZB_LO_1608"", ""IRL_051_MZB_LO_1623"", ""IRL_051_MZB_LO_1624"")","within_100m_to_1000m",2,15,1,6,1,"remove","remove","remove"
"272",4,"NOR_054_MZB_LO_41","Station 11","Vikedal",59.54897,5.99821,2004,2020,17,16,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_15"", ""NOR_054_MZB_LO_41"", ""NOR_054_MZB_LO_5"", ""NOR_054_MZB_LO_50"", ""NOR_054_MZB_LO_51"", ""NOR_054_MZB_LO_60"")","within_100m_to_1000m",4,18,2,15,1,"remove","remove","remove"
"273",4,"NOR_054_MZB_LO_50","St. 10 Vikedalselv utløp Fjellgardssvatn","Vikedal",59.55499,5.99818,2003,2020,18,13,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",655.702631445942,"c(""NOR_054_MZB_LO_15"", ""NOR_054_MZB_LO_41"", ""NOR_054_MZB_LO_5"", ""NOR_054_MZB_LO_50"", ""NOR_054_MZB_LO_51"", ""NOR_054_MZB_LO_60"")","within_100m_to_1000m",4,18,2,15,1,"remove","remove","remove"
"274",4,"NOR_054_MZB_LO_51","St. 12 Elv fra Røyravatn","Vikedal",59.54302,5.99982,2003,2014,12,8,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",654.151274412736,"c(""NOR_054_MZB_LO_15"", ""NOR_054_MZB_LO_41"", ""NOR_054_MZB_LO_5"", ""NOR_054_MZB_LO_50"", ""NOR_054_MZB_LO_51"", ""NOR_054_MZB_LO_60"")","within_100m_to_1000m",4,18,2,15,1,"remove","remove","remove"
"275",5,"NOR_054_MZB_LO_45","St. 4 utløp Saudlandsvatn","Farsund",58.1994906,6.76873976,2003,2020,18,13,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_46"", ""NOR_054_MZB_LO_47"", ""NOR_054_MZB_LO_48"")","within_100m_to_1000m",4,18,4,18,3,"remove","remove","remove"
"276",6,"NOR_054_MZB_LO_45","St. 4 utløp Saudlandsvatn","Farsund",58.1994906,6.76873976,2003,2020,18,13,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",858.36218961215,"c(""NOR_054_MZB_LO_16"", ""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_46"")","within_100m_to_1000m",2,18,2,18,1,"remove","remove","remove"
"277",7,"NOR_054_MZB_LO_47","St. 6 innløp Saudlandsvatn v/ eplehage","Farsund",58.20641722,6.75998163,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_16"", ""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_47"")","within_100m_to_1000m",2,18,2,18,1,"keep","keep","remove"
"278",7,"NOR_054_MZB_LO_45","St. 4 utløp Saudlandsvatn","Farsund",58.1994906,6.76873976,2003,2020,18,13,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",903.564543227543,"c(""NOR_054_MZB_LO_16"", ""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_47"")","within_100m_to_1000m",2,18,2,18,1,"remove","remove","remove"
"279",8,"NOR_054_MZB_LO_48","St. 7 Innløp Saudlandsvatn v/ kanal","Farsund",58.20634127,6.75923746,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_16"", ""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_48"")","within_100m_to_1000m",2,18,2,18,1,"keep","keep","remove"
"280",8,"NOR_054_MZB_LO_45","St. 4 utløp Saudlandsvatn","Farsund",58.1994906,6.76873976,2003,2020,18,13,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",921.243947627468,"c(""NOR_054_MZB_LO_16"", ""NOR_054_MZB_LO_45"", ""NOR_054_MZB_LO_48"")","within_100m_to_1000m",2,18,2,18,1,"remove","remove","remove"
"281",13,"NOR_054_MZB_LO_55","St. 4 Bekk ved Roaldkvam","Vikedal",59.5717,6.05277,2011,2020,10,10,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_55"", ""NOR_054_MZB_LO_56"", ""NOR_054_MZB_LO_57"")","within_100m_to_1000m",3,18,2,15,2,"remove","remove","remove"
"282",23,"NOR_054_MZB_LO_73","St. 12 Nausta ved Ullaland","Nausta",61.56965019,5.79279755,2005,2019,15,8,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",0,"c(""NOR_054_MZB_LO_73"", ""NOR_054_MZB_LO_74"")","within_100m_to_1000m",2,17,1,9,1,"remove","remove","remove"
"283",18,"SCO_061_MZB_LO_341","4638","River Forth",56.1360935,-3.9702266,2007,2016,10,10,"second data call; new data","Scotland","Cathy Bennett","SCO_061_MZB_LO",650.449117980519,"c(""SCO_061_MZB_LO_233"", ""SCO_061_MZB_LO_341"")","within_100m_to_1000m",2,13,1,8,1,"remove","remove","remove"
"284",43,"SCO_061_MZB_LO_929","121744","Easan Biorach",55.702069,-5.2824938,2006,2018,13,10,"second data call; new data","Scotland","Cathy Bennett","SCO_061_MZB_LO",0,"c(""SCO_061_MZB_LO_1093"", ""SCO_061_MZB_LO_929"")","within_100m_to_1000m",2,13,2,11,1,"remove","remove","remove"
"285",15,"ENG_062_MZB_LO_1211","42119","BOURNE RIVULET",51.236761189,-1.384726197,2003,2017,15,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",0,"c(""ENG_062_MZB_LO_1211"", ""ENG_062_MZB_LO_1382"")","within_100m",2,15,2,8,2,"tied - check manually","remove","remove"
"286",15,"ENG_062_MZB_LO_1382","43637","BOURNE RIVULET",51.2367687039,-1.386158515,2003,2017,15,8,"second data call; new data","England","James Sinclair","ENG_062_MZB_LO",96.5996247209442,"c(""ENG_062_MZB_LO_1211"", ""ENG_062_MZB_LO_1382"")","within_100m",2,15,2,8,2,"tied - check manually","remove","remove"
"287",3,"GER_018_MZB_LO_129","RP_2673820500","Moselle",49.81503829,6.842953823,1982,2003,22,12,"first call; data Ellen used","Germany","Ralf Schäfer","GER_018_MZB_LO",49.4613615704649,"c(""GER_018_MZB_LO_129"", ""GER_018_MZB_LO_21"")","within_100m",2,22,2,12,2,"tied - check manually","remove","remove"
"288",1,"GER_072_MZB_LO_14","SN_OBF02100","Elbe-2",51.3492044230528,13.2448065041056,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_14"", ""GER_072_MZB_LO_15"")","within_100m",2,11,2,11,2,"tied - check manually","remove","remove"
"289",3,"GER_072_MZB_LO_16","SN_OBF02550","Elbe-2",51.4844090149004,13.1316592883836,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_16"", ""GER_072_MZB_LO_17"")","within_100m",2,11,2,11,2,"tied - check manually","remove","remove"
"290",5,"GER_072_MZB_LO_20","SN_OBF02810","Elbe-2",51.6485664449889,12.8951233698274,2009,2019,11,11,"new data call","Germany","Landesamt für Umwelt, Landwirtschaft und Geologie (LfULG), Sachsen","GER_072_MZB_LO",0,"c(""GER_072_MZB_LO_20"", ""GER_072_MZB_LO_21"")","within_100m",2,11,2,11,2,"tied - check manually","remove","remove"
"291",1,"HUN_022_MZB_LO_54","101180109","Tisza",46.1855154749998,20.1048445349999,2005,2017,13,12,"first call; data Ellen used","Hungary","Zoltan Csabai","HUN_022_MZB_LO",1.13300281209838e-08,"c(""HUN_022_MZB_LO_22"", ""HUN_022_MZB_LO_54"")","within_100m",2,13,2,12,2,"tied - check manually","remove","remove"
"292",9,"IRL_051_MZB_LO_1285","IR1285","BALLINABOY",53.4628295,-10.0062869,2009,2023,15,5,"second data call; new data","Ireland","Hugh B. Feeley","IRL_051_MZB_LO",0.0898165468550492,"c(""IRL_051_MZB_LO_1284"", ""IRL_051_MZB_LO_1285"")","within_100m",2,15,2,5,2,"tied - check manually","remove","remove"
"293",2,"NOR_054_MZB_LO_43","St. 2 Innl. Gjærvollstadvatn ca 75 m","Farsund",58.20983827,6.79702991,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",6.88945112287233,"c(""NOR_054_MZB_LO_42"", ""NOR_054_MZB_LO_43"", ""NOR_054_MZB_LO_44"")","within_100m",3,18,3,18,3,"tied - check manually","remove","remove"
"294",2,"NOR_054_MZB_LO_44","St. 3 Innl. Gjærvollstadvatn ca. 150 m","Farsund",58.21049744,6.79669967,2003,2020,18,18,"first call; data Ellen used","Norway","Gaute Velle","NOR_054_MZB_LO",79.9008949527934,"c(""NOR_054_MZB_LO_42"", ""NOR_054_MZB_LO_43"", ""NOR_054_MZB_LO_44"")","within_100m",3,18,3,18,3,"tied - check manually","remove","remove"
