Site ID;Sample ID;Sampling date;Taxon name;Taxon ID;Abundance;Definition of abundance class;Abundance class;Site_ID_Ellen;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Anthomyiidae Gen. sp.;9737;1,8;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Athericidae Gen. sp.;7750;2,2;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Blephariceridae Gen. sp.;4465;5,9;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Chironomidae Gen. sp.;4642;192,5;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Empididae Gen. sp.;5097;1,3;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Limoniidae Gen. sp.;8483;2,2;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Psychodidae Gen. sp.;8753;1,6;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Simuliidae Gen. sp.;6842;48,3;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Tipulidae Gen. sp.;8487;1,3;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Baetis sp.;4419;79,7;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Epeorus sp.;5119;3,4;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Rhithrogena sp.;6747;9;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Rhabdiopteryx sp.;6682;58,4;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Capnia sp.;4552;7,5;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Chloroperla sp.;4671;3;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Siphonoperla sp.;6867;1,7;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Leuctra sp.;5790;34,7;;;113000001;;
Saldur_1;Saldur_1_15.04.2010;15.04.2010;Nemoura sp.;6108;17,8;;;113000001;;
