Site ID,Sampling date,eqr,eqc
SER_01,1.4.2011,0.781,2
SER_01,21.3.2012,0.708,3
SER_01,27.3.2013,0.857,2
SER_01,21.3.2014,0.819,2
SER_01,30.4.2015,0.899,2
SER_01,6.4.2016,0.799,2
SER_01,13.4.2017,0.774,2
SER_01,26.4.2018,0.683,3
SER_01,27.3.2019,0.804,2
SER_04,1.4.2011,0.61,3
SER_04,21.3.2012,0.785,2
SER_04,27.3.2013,0.761,2
SER_04,21.3.2014,0.798,2
SER_04,30.4.2015,0.809,2
SER_04,18.5.2016,0.708,3
SER_04,13.4.2017,0.749,2
SER_04,26.4.2018,0.684,3
SER_04,28.3.2019,0.781,2
