Site ID,Sampling date,eqr,eqc
0001-BIO,29.7.2009,0.94,1
0001-BIO,28.7.2010,0.77,1
0001-BIO,28.8.2012,0.41,3
0001-BIO,17.9.2012,0.49,2
0001-BIO,19.8.2013,0.77,1
0001-BIO,4.8.2014,0.86,1
0001-BIO,10.8.2015,0.9,1
0001-BIO,3.8.2017,0.55,2
0001-BIO,12.7.2018,0.43,2
0003-BIO,9.7.2009,1.02,1
0003-BIO,29.7.2010,0.76,1
0003-BIO,20.9.2016,0.87,1
0003-BIO,20.8.2017,0.71,1
0003-BIO,17.7.2018,0.72,1
0003-BIO,8.7.2019,0.8,1
0004-BIO,8.7.2009,0.64,2
0004-BIO,19.7.2010,0.66,2
0004-BIO,5.7.2011,0.64,2
0004-BIO,20.8.2012,0.64,2
0004-BIO,12.8.2013,0.65,2
0004-BIO,27.8.2014,0.8,1
0004-BIO,23.7.2015,0.69,1
0004-BIO,22.9.2016,0.72,1
0004-BIO,19.9.2017,0.62,2
0004-BIO,17.7.2018,0.6,2
0004-BIO,30.7.2019,0.77,1
0005-BIO,19.7.2010,0.73,1
0005-BIO,5.7.2011,0.79,1
0005-BIO,23.9.2016,0.85,1
0005-BIO,19.9.2017,0.84,1
0005-BIO,17.7.2018,0.94,1
0005-BIO,30.7.2019,0.66,2
0010-BIO,20.9.2011,0.54,2
0010-BIO,5.9.2012,0.59,2
0010-BIO,15.7.2013,0.5,2
0010-BIO,26.8.2014,0.66,2
0010-BIO,16.7.2015,0.52,2
0010-BIO,17.7.2017,0.48,3
0014-BIO,21.7.2011,0.36,3
0014-BIO,18.7.2012,0.28,4
0014-BIO,10.9.2013,0.33,3
0014-BIO,22.7.2014,0.34,3
0014-BIO,14.7.2015,0.33,3
0017-BIO,3.8.2009,0.57,2
0017-BIO,12.8.2010,0.53,2
0017-BIO,12.7.2011,0.66,2
0017-BIO,25.7.2012,0.41,3
0017-BIO,27.8.2013,0.5,2
0017-BIO,12.8.2014,0.45,2
0017-BIO,6.7.2015,0.63,2
0017-BIO,14.9.2016,0.73,1
0017-BIO,8.9.2017,0.51,2
0017-BIO,15.8.2018,0.66,2
0017-BIO,19.8.2019,0.7,1
0018-BIO,17.8.2009,1,1
0018-BIO,29.9.2014,0.94,1
0018-BIO,22.9.2017,1.22,1
0018-BIO,26.7.2018,1.1,1
0018-BIO,19.7.2019,1.17,1
0025-BIO,23.7.2009,0.58,2
0025-BIO,27.8.2013,0.48,2
0025-BIO,1.9.2015,0.38,3
0025-BIO,14.9.2016,0.49,2
0025-BIO,20.8.2018,0.53,2
0025-BIO,24.8.2019,0.64,2
0027-BIO,3.8.2009,1.24,1
0027-BIO,26.8.2013,1.19,1
0027-BIO,24.9.2014,0.86,1
0027-BIO,31.8.2015,1.22,1
0027-BIO,15.9.2016,1.1,1
0027-BIO,27.9.2017,0.79,1
0027-BIO,23.9.2018,0.89,1
0027-BIO,24.8.2019,1.15,1
0032-BIO,11.7.2011,0.84,1
0032-BIO,16.9.2016,0.67,2
0032-BIO,4.9.2017,0.8,2
0032-BIO,20.9.2018,0.87,1
0032-BIO,13.8.2019,0.65,2
0038-BIO,15.7.2009,0.77,2
0038-BIO,8.7.2010,0.64,2
0038-BIO,12.9.2011,0.73,2
0038-BIO,9.9.2016,0.62,2
0038-BIO,13.7.2017,0.75,2
0050-BIO,13.7.2009,0.95,1
0050-BIO,14.7.2010,0.7,2
0050-BIO,14.9.2011,0.75,2
0050-BIO,8.9.2016,0.81,2
0050-BIO,16.7.2017,0.88,1
0065-BIO,21.7.2015,0.77,1
0065-BIO,23.9.2016,1,1
0065-BIO,20.9.2017,0.74,1
0065-BIO,16.7.2018,0.78,1
0065-BIO,5.8.2019,0.89,1
0069-BIO,20.7.2009,0.72,1
0069-BIO,17.8.2015,0.78,1
0069-BIO,22.9.2016,0.83,1
0069-BIO,17.8.2017,0.94,1
0069-BIO,13.7.2018,0.66,2
0069-BIO,2.8.2019,0.52,2
0074-BIO,29.7.2009,0.97,1
0074-BIO,28.7.2010,0.5,2
0074-BIO,26.9.2012,0.51,2
0074-BIO,11.9.2013,0.68,2
0074-BIO,6.8.2014,0.73,1
0074-BIO,13.8.2015,0.77,1
0074-BIO,9.9.2016,0.65,2
0074-BIO,25.7.2017,0.65,2
0074-BIO,9.7.2018,0.61,2
0087-BIO,10.8.2009,0.72,2
0087-BIO,7.9.2010,0.63,2
0087-BIO,9.8.2011,0.6,2
0087-BIO,14.8.2012,0.45,3
0087-BIO,18.9.2013,0.47,3
0087-BIO,26.8.2014,0.48,3
0087-BIO,17.9.2015,0.48,3
0089-BIO,9.8.2010,0.33,3
0089-BIO,7.9.2011,0.23,4
0089-BIO,26.7.2012,0.09,5
0089-BIO,5.9.2013,0.67,2
0089-BIO,17.7.2014,0.68,2
0089-BIO,16.9.2015,0.48,2
0089-BIO,26.9.2016,0.48,2
0089-BIO,10.9.2017,0.41,3
0089-BIO,30.7.2018,0.66,2
0089-BIO,23.7.2019,0.51,2
0095-BIO,4.8.2009,0.38,3
0095-BIO,11.8.2010,0.34,3
0095-BIO,12.7.2011,0.33,3
0095-BIO,23.7.2012,0.27,4
0095-BIO,28.7.2013,0.33,3
0095-BIO,11.8.2014,0.44,3
0095-BIO,8.7.2015,0.49,3
0095-BIO,6.9.2017,0.65,2
0095-BIO,13.8.2018,0.53,2
0095-BIO,16.8.2019,0.52,2
0118-BIO,20.7.2011,0.56,2
0118-BIO,18.7.2012,0.56,2
0118-BIO,10.9.2013,0.55,2
0118-BIO,22.7.2014,0.53,2
0118-BIO,14.7.2015,0.68,2
0120-BIO,9.7.2009,0.97,1
0120-BIO,4.7.2011,0.8,1
0120-BIO,30.7.2015,0.76,1
0120-BIO,20.9.2016,0.66,2
0120-BIO,21.8.2017,0.72,1
0120-BIO,19.9.2018,0.66,2
0120-BIO,8.7.2019,0.62,2
0123-BIO,12.8.2009,1.25,1
0123-BIO,30.9.2014,0.98,1
0123-BIO,10.9.2015,0.95,1
0123-BIO,1.9.2017,0.96,1
0123-BIO,25.7.2018,0.89,1
0123-BIO,22.7.2019,0.99,1
0166-BIO,9.7.2009,1.16,1
0166-BIO,26.7.2010,0.91,1
0166-BIO,29.9.2011,1.09,1
0166-BIO,18.9.2012,1.1,1
0166-BIO,20.8.2013,0.77,2
0166-BIO,4.8.2014,0.84,1
0166-BIO,3.8.2015,0.84,1
0166-BIO,27.7.2017,0.94,1
0166-BIO,19.7.2018,0.67,2
0179-BIO,22.7.2009,0.47,3
0179-BIO,15.7.2010,0.49,3
0179-BIO,11.9.2012,0.55,2
0179-BIO,7.8.2013,0.54,2
0179-BIO,7.8.2014,0.51,2
0179-BIO,18.8.2015,0.46,3
0179-BIO,21.9.2016,0.45,3
0179-BIO,12.8.2017,0.33,3
0179-BIO,10.7.2018,0.45,3
0180-BIO,22.7.2009,0.71,2
0180-BIO,15.7.2010,0.71,2
0180-BIO,11.9.2012,0.44,3
0180-BIO,6.8.2013,0.5,3
0180-BIO,7.8.2014,0.4,3
0180-BIO,18.8.2015,0.47,3
0180-BIO,21.9.2016,0.67,2
0180-BIO,13.8.2017,0.38,3
0180-BIO,11.7.2018,0.66,2
0180-BIO,6.7.2019,0.69,2
0189-BIO,11.7.2009,0.61,2
0189-BIO,28.7.2010,0.42,3
0189-BIO,21.8.2013,0.48,3
0189-BIO,4.8.2014,0.33,3
0189-BIO,6.8.2015,0.45,3
0189-BIO,13.7.2017,0.57,2
0189-BIO,8.7.2018,0.48,3
0197-BIO,16.7.2009,0.87,1
0197-BIO,6.7.2010,0.66,2
0197-BIO,12.9.2011,0.86,1
0197-BIO,12.9.2012,0.7,2
0197-BIO,14.8.2013,0.91,1
0197-BIO,29.7.2014,0.8,2
0197-BIO,27.7.2015,1.02,1
0197-BIO,9.7.2017,1,1
0203-BIO,7.7.2009,1.39,1
0203-BIO,27.7.2010,1.19,1
0203-BIO,28.9.2011,1.21,1
0203-BIO,7.9.2016,1.11,1
0203-BIO,31.7.2017,1.52,1
0205-BIO,27.7.2009,1.08,1
0205-BIO,20.9.2010,1,1
0205-BIO,23.8.2011,0.9,1
0205-BIO,23.9.2016,0.73,1
0205-BIO,20.9.2017,0.69,1
0205-BIO,16.7.2018,0.7,1
0205-BIO,3.8.2019,0.8,1
0206-BIO,8.8.2009,0.68,2
0206-BIO,25.8.2010,0.67,2
0206-BIO,29.9.2016,0.74,2
0206-BIO,16.8.2018,0.71,2
0206-BIO,1.9.2019,0.87,2
0207-BIO,23.7.2009,0.76,1
0207-BIO,13.9.2010,0.44,2
0207-BIO,23.9.2014,0.51,2
0207-BIO,27.8.2015,0.47,2
0207-BIO,8.8.2018,0.69,1
0207-BIO,26.8.2019,0.63,2
0208-BIO,29.7.2009,0.52,2
0208-BIO,17.9.2012,0.49,2
0208-BIO,11.9.2013,0.62,2
0208-BIO,12.8.2015,0.6,2
0208-BIO,5.9.2016,0.9,1
0208-BIO,3.8.2017,0.69,1
0208-BIO,12.7.2018,0.83,1
0211-BIO,2.7.2009,1.06,1
0211-BIO,8.9.2010,0.99,1
0211-BIO,29.8.2013,1,1
0211-BIO,25.8.2014,0.92,1
0211-BIO,2.9.2015,0.82,1
0211-BIO,26.9.2016,0.82,1
0211-BIO,9.9.2017,0.79,1
0211-BIO,31.7.2018,1.07,1
0211-BIO,21.8.2019,0.93,1
0214-BIO,7.7.2009,0.53,2
0214-BIO,6.7.2010,0.5,3
0214-BIO,5.7.2011,0.39,3
0214-BIO,11.7.2012,0.61,2
0214-BIO,31.7.2013,0.52,2
0214-BIO,29.7.2014,0.5,3
0214-BIO,20.7.2015,0.48,3
0214-BIO,7.7.2017,0.69,2
0217-BIO,20.7.2009,0.47,3
0217-BIO,20.9.2010,0.39,3
0217-BIO,25.8.2011,0.46,3
0217-BIO,22.8.2012,0.41,3
0217-BIO,1.8.2013,0.48,3
0217-BIO,18.8.2014,0.3,4
0217-BIO,17.8.2015,0.35,3
0217-BIO,17.8.2017,0.51,3
0217-BIO,12.7.2018,0.53,2
0217-BIO,2.8.2019,0.67,2
0218-BIO,11.7.2011,0.19,4
0218-BIO,23.7.2012,0.13,4
0218-BIO,11.7.2013,0.2,4
0218-BIO,13.8.2014,0.21,4
0218-BIO,9.7.2015,0.26,4
0218-BIO,3.9.2017,0.26,4
0218-BIO,9.8.2018,0.44,3
0218-BIO,13.8.2019,0.21,4
0219-BIO,23.7.2009,0.54,2
0219-BIO,13.9.2010,0.34,3
0219-BIO,26.7.2011,0.48,2
0219-BIO,27.8.2013,0.54,2
0219-BIO,1.9.2015,0.45,2
0219-BIO,9.9.2017,0.63,2
0219-BIO,8.8.2018,0.59,2
0219-BIO,28.8.2019,0.6,2
0226-BIO,3.8.2009,0.72,2
0226-BIO,9.8.2010,0.66,2
0226-BIO,11.7.2011,0.59,2
0226-BIO,23.7.2012,0.51,2
0226-BIO,28.8.2013,0.49,3
0226-BIO,12.8.2014,0.48,3
0226-BIO,6.7.2015,0.5,3
0226-BIO,16.9.2016,0.66,2
0226-BIO,7.9.2017,0.51,2
0226-BIO,15.8.2018,0.6,2
0226-BIO,4.9.2019,0.64,2
0227-BIO,28.8.2013,0.34,3
0227-BIO,6.7.2015,0.29,4
0227-BIO,16.9.2016,0.4,3
0227-BIO,7.9.2017,0.29,4
