Site ID,Sampling date,eqr,eqc
RuhB0,10.6.2009,0.892,2
RuhB0,24.6.2010,0.925,2
RuhB0,14.6.2011,0.94,2
RuhB0,12.6.2012,0.901,2
RuhB0,26.6.2013,0.839,2
RuhB0,11.6.2015,0.889,2
RuhB0,12.7.2016,0.909,1
RuhB0,18.7.2017,0.927,1
RuhB0,26.6.2018,0.802,2
RuhB0,8.7.2019,0.818,2
RuhB1,11.7.2008,0.802,1
RuhB1,10.6.2009,0.896,2
RuhB1,24.6.2010,0.797,2
RuhB1,14.6.2011,0.977,1
RuhB1,12.6.2012,0.832,2
RuhB1,21.6.2013,0.843,2
RuhB1,11.6.2015,0.823,2
RuhB1,12.7.2016,0.775,2
RuhB1,18.7.2017,0.656,2
RuhB1,26.6.2018,0.735,2
RuhB1,8.7.2019,0.588,3
