Site ID,Sampling date,eqr,eqc
OPPEFo01,29.9.1988,0.628,4
OPPEFo01,8.10.1991,0.386,4
OPPEFo01,7.10.2012,0.761,3
OPPEFo01,9.10.2013,0.804,3
OPPEFo01,8.10.2014,0.954,2
OPPEFo01,14.10.2015,0.903,2
OPPEFo01,27.10.2016,0.918,2
OPPEFo01,18.10.2017,0.918,2
OPPEFo01,10.10.2018,0.936,2
OPPEFo01,16.10.2019,0.903,2
HEDEFo05,7.10.1983,1.014,1
HEDEFo05,29.9.1987,0.957,2
HEDEFo05,29.9.1988,1.032,1
HEDEFo05,8.10.1991,0.982,2
HEDEFo05,7.10.2012,1.039,1
HEDEFo05,9.10.2013,1.043,1
HEDEFo05,8.10.2014,1.043,1
HEDEFo05,14.10.2015,1.043,1
HEDEFo05,27.10.2016,1.028,1
HEDEFo05,17.10.2017,1.022,1
HEDEFo05,10.10.2018,1.022,1
HEDEFo05,16.10.2019,0.994,1
HEDEFo05,20.10.2020,NA,NA
HEDEFo05,5.10.2021,NA,NA
HEDEFo05,18.10.2022,NA,NA
HEDEFo07,23.9.1981,0.754,5
HEDEFo07,7.10.1983,0.971,2
HEDEFo07,3.10.1985,0.531,4
HEDEFo07,3.11.1986,0.29,4
HEDEFo07,29.9.1987,1.051,1
HEDEFo07,29.9.1988,0.902,2
HEDEFo07,8.10.1991,0.966,2
HEDEFo07,7.10.2012,0.966,2
HEDEFo07,9.10.2013,1.031,1
HEDEFo07,8.10.2014,0.95,2
HEDEFo07,15.10.2015,1,1
HEDEFo07,27.10.2016,0.982,2
HEDEFo07,17.10.2017,1.031,1
HEDEFo07,9.10.2018,0.95,2
HEDEFo07,15.10.2019,1.087,1
HEDEFo07,19.10.2020,NA,NA
HEDEFo07,5.10.2021,NA,NA
HEDEFo07,18.10.2022,NA,NA
