Site ID,Sampling date,eqr,eqc
1,5.9.2012,0.667,3
1,15.4.2013,0.778,2
1,3.7.2013,0.667,3
1,8.4.2014,0.667,3
1,30.7.2014,0.778,2
1,23.4.2015,0.667,3
1,25.8.2015,0.667,3
1,2.5.2018,0.56,3
1,17.9.2018,1,1
1,12.5.2019,0.89,2
1,2.9.2020,0.78,2
1,15.5.2021,0.67,3
1,30.8.2021,0.67,3
1,16.5.2022,0.67,3
1,29.8.2022,0.56,3
1,13.5.2023,0.67,3
1,24.9.2023,0.666666667,3
2,3.7.2012,0.556,3
2,13.4.2013,0.667,3
2,26.7.2013,0.889,2
2,14.4.2014,0.889,2
2,17.7.2014,0.667,3
2,31.3.2015,0.889,2
2,3.7.2015,0.667,3
2,25.4.2018,0.78,2
2,24.8.2018,1,1
2,20.7.2019,0.44,4
2,2.7.2020,0.67,3
2,15.4.2021,0.56,3
2,30.6.2021,0.67,3
2,7.4.2022,0.78,2
2,3.7.2022,0.67,3
2,31.3.2023,0.56,3
2,3.7.2023,0.777777778,2
6,7.9.2012,0.379,4
6,5.4.2013,0.282,4
6,8.7.2013,0.425,4
6,22.4.2014,0.08,5
6,21.5.2018,0.8,2
6,3.10.2018,0.18,5
6,17.5.2019,0.51,4
6,23.7.2019,0.37,4
6,14.7.2020,0.388489785,4
6,25.5.2021,0.402761905,3
6,22.7.2021,0.41,4
6,12.4.2022,0.31,5
6,13.7.2022,0.42,4
6,14.5.2023,0.39,4
6,5.9.2023,0.35,5
7,5.4.2013,0.596,3
7,8.7.2013,0.534,3
7,24.4.2014,0.376,4
7,21.5.2018,0.66,3
7,3.10.2018,0.27,5
7,17.5.2019,0.48,4
7,22.7.2019,0.38,4
7,14.7.2020,0.4,4
7,20.7.2021,0.4,4
7,17.5.2022,0.38,4
7,14.7.2022,0.39,4
7,8.9.2023,0,5
8,4.9.2012,0.43,4
8,10.4.2013,0.455,4
8,8.7.2013,0.565,3
8,21.4.2014,0.383,4
8,18.5.2018,0.71,3
8,4.10.2018,0.47,4
8,17.5.2019,0.53,3
8,25.7.2019,0.56,3
8,12.7.2020,0.642052691,3
8,25.5.2021,0.58,3
8,29.9.2021,0.44,4
8,12.4.2022,0.35,4
8,12.7.2022,0.45,4
8,15.5.2023,0.49,4
8,6.9.2023,0.483188304,4
14,2.7.2012,0.778,2
14,12.4.2013,0.556,3
14,29.7.2013,0.778,2
14,25.4.2014,1,1
14,15.7.2014,0.667,3
14,15.4.2015,0.667,3
14,7.7.2015,0.667,3
14,22.4.2018,1,1
14,31.8.2018,1,1
14,15.4.2019,0.89,2
14,19.6.2019,1,1
14,23.7.2020,0.67,3
14,13.4.2021,0.89,2
14,3.6.2021,0.44,4
14,15.5.2022,0.67,3
14,21.6.2022,0.56,3
14,29.3.2023,0.89,2
14,13.6.2023,0.444444444,4
15,22.4.2013,0.9,1
15,13.10.2013,0.9,1
15,28.4.2018,1,1
15,2.9.2018,1,1
15,18.4.2019,1,1
15,22.7.2019,1,1
15,5.7.2020,0.9,1
15,21.4.2021,0.9,1
15,6.7.2021,0.9,1
15,10.4.2022,0.9,1
15,7.7.2022,0.9,1
15,4.4.2023,1,1
15,8.7.2023,0.8,2
18,10.4.2013,0.6,3
18,23.9.2013,0.7,2
18,2.4.2014,0.6,3
18,15.7.2014,0.2,5
18,24.4.2015,0.9,2
18,2.5.2018,0.8,2
18,17.4.2019,0.9,2
18,19.4.2021,0.5,3
18,5.7.2021,0.4,4
18,14.4.2022,0.6,3
18,29.4.2023,0.5,3
18,7.7.2023,0.4,4
21,10.4.2013,0.7,2
21,2.4.2014,0.7,2
21,15.7.2014,0.7,2
21,24.4.2015,0.7,2
21,2.5.2018,0.9,2
21,17.4.2019,1,1
21,19.4.2021,0.7,2
21,14.4.2022,0.7,2
21,29.4.2023,0.7,2
25,3.4.2014,0.667,3
