"Site ID","Sampling date","eqr","eqc"
"BY_103156","17.5.2011",0.189,5
"BY_103156","19.4.2018",0.373,4
"BY_103156","26.4.2007",0.221,4
"BY_103156","27.4.2015",0.397,4
"BY_103156","29.5.2012",0.37,4
"BY_103408","11.6.2019",0.681,2
"BY_103408","16.5.2013",0.763,2
"BY_103408","18.6.2007",0.702,2
"BY_103408","28.6.2016",0.694,2
"BY_103408","29.5.2008",0.833,1
"BY_103408","3.6.2009",0.84,1
"BY_103408","8.4.2009",0.766,2
"BY_103410","20.4.2015",0.711,2
"BY_103410","26.4.2013",0.807,1
"BY_103410","29.4.2010",0.896,1
"BY_103410","3.4.2018",0.864,1
"BY_103410","9.4.2008",0.834,1
"BY_103416","14.3.2007",0.736,2
"BY_103416","2.5.2011",0.398,4
"BY_103416","21.3.2017",0.598,3
"BY_103416","21.3.2019",0.627,2
"BY_103416","5.5.2014",0.4,4
"BY_10353","15.3.2012",NA,4
"BY_10353","15.5.2018",NA,3
"BY_10353","16.4.2015",NA,3
"BY_10353","22.3.2007",NA,3
"BY_10353","5.4.2011",NA,3
"BY_10754","18.3.2010",0.768,2
"BY_10754","20.4.2006",0.875,1
"BY_10754","25.4.2013",0.783,2
"BY_10754","27.6.2005",0.941,1
"BY_10754","31.3.2016",0.744,2
"BY_10754","5.3.2007",0.941,1
"BY_10754","7.11.2006",0.809,1
"BY_10859","16.5.2013",0.724,2
"BY_10859","19.2.2007",0.535,3
"BY_10859","22.3.2016",0.52,3
"BY_10859","23.10.2006",0.686,2
"BY_10859","3.3.2010",0.598,3
"BY_10859","30.5.2005",0.527,3
"BY_10910","10.7.2006",0.384,4
"BY_10910","2.2.2007",0.297,4
"BY_10910","20.4.2010",0.385,4
"BY_10910","22.2.2019",0.338,4
"BY_10910","29.1.2018",0.588,3
"BY_10932","15.11.2013",0.473,3
"BY_10932","23.11.2011",0.407,3
"BY_10932","28.9.2016",0.502,3
"BY_10932","3.11.2008",0.461,3
"BY_10932","4.4.2019",0.491,3
"BY_109771","12.3.2007",0.322,4
"BY_109771","19.3.2015",0.252,4
"BY_109771","22.9.2009",0.238,4
"BY_109771","25.4.2012",0.305,4
"BY_109771","4.4.2018",0.371,4
"BY_10988","17.2.2020",0.265,4
"BY_10988","18.3.2018",0.233,4
"BY_10988","22.6.2005",0.216,4
"BY_10988","5.2.2007",0.199,5
"BY_10988","6.3.2013",0.551,3
"BY_10988","8.2.2019",0.163,5
"BY_11062","16.1.2007",0.402,3
"BY_11062","18.11.2013",0.537,3
"BY_11062","21.6.2005",0.377,4
"BY_11062","22.2.2010",0.481,3
"BY_11062","5.4.2016",0.431,3
"BY_11307","13.4.2016",0.283,4
"BY_11307","19.6.2006",0.55,3
"BY_11307","3.4.2009",0.4,4
"BY_11307","3.5.2012",0.361,4
"BY_11307","3.7.2014",0.094,5
"BY_11698","11.4.2018",0.371,4
"BY_11698","12.3.2012",0.148,5
"BY_11698","17.3.2009",0.214,4
"BY_11698","18.3.2015",0.307,4
"BY_11698","5.10.2005",0,5
"BY_11700","14.6.2005",0.52,3
"BY_11700","15.4.2015",0.469,3
