Site ID,Sampling date,eqr,eqc
PLA_10,5.10.2006,0.694,2
PLA_10,29.5.2007,0.572,3
PLA_10,16.4.2008,0.576,3
PLA_10,29.4.2008,0.637,2
PLA_10,14.10.2008,0.609,2
PLA_10,15.10.2008,0.557,3
PLA_10,18.5.2010,0.644,2
PLA_10,13.10.2010,0.739,2
PLA_10,6.4.2011,0.679,2
PLA_10,18.10.2011,0.34,4
PLA_10,13.5.2014,0.549,3
PLA_10,14.10.2014,0.555,3
PLA_10,5.4.2016,0.449,3
PLA_10,13.9.2016,0.433,3
PLA_10,21.5.2018,0.328,4
PLA_10,4.9.2018,0.361,4
PLA_10,23.4.2020,0.38,4
PLA_10,23.9.2020,0.425,3
PLA_1004,15.11.2006,0.295,4
PLA_1004,11.4.2007,0.384,4
PLA_1004,26.4.2007,0.532,3
PLA_1004,16.10.2007,0.178,5
PLA_1004,24.10.2007,0.214,4
PLA_1004,23.4.2008,0.332,4
PLA_1004,29.4.2008,0.381,4
PLA_1004,15.10.2008,0.23,4
PLA_1004,16.10.2008,0.209,4
PLA_1004,19.5.2010,0.252,4
PLA_1004,22.9.2010,0.368,4
PLA_1004,20.4.2011,0.444,3
PLA_1004,21.9.2011,0.205,4
PLA_1004,24.4.2013,0.365,4
PLA_1004,18.9.2013,0.184,5
PLA_1004,3.6.2014,0.341,4
PLA_1004,20.6.2014,0.38,4
PLA_1004,15.9.2014,0.196,5
PLA_1004,20.4.2015,0.293,4
PLA_1004,26.6.2015,0.37,4
PLA_1004,14.9.2015,0.292,4
PLA_1004,11.4.2016,0.228,4
PLA_1004,5.9.2016,0.337,4
PLA_1004,10.4.2017,0.262,4
PLA_1004,9.11.2017,0.132,5
PLA_1004,31.5.2018,0.41,3
PLA_1004,8.6.2018,0.401,3
PLA_1004,18.10.2018,0.362,4
PLA_1004,23.5.2019,0.436,3
PLA_1004,10.10.2019,0.211,4
PLA_1004,22.4.2020,0.238,4
PLA_1004,11.9.2020,0.305,4
PLA_1004,29.9.2020,0.193,5
PLA_1004,28.4.2021,0.37,4
PLA_1004,11.11.2021,0.227,4
PLA_1005,2.11.2006,0.349,4
PLA_1005,11.4.2007,0.424,3
PLA_1005,2.5.2007,0.51,3
PLA_1005,22.10.2007,0.421,3
PLA_1005,24.10.2007,0.286,4
PLA_1005,23.4.2008,0.42,3
PLA_1005,14.5.2008,0.458,3
PLA_1005,15.10.2008,0.332,4
