site,sample_id,country,river,latitude,longitude,year,month,day,eqr,eqc
152,152_872020,greece,Kalamas,39.65858031,20.52043953,2020,7,8,0.89,2
152,152_2242021,greece,Kalamas,39.65858031,20.52043953,2021,4,22,1,1
152,152_972021,greece,Kalamas,39.65858031,20.52043953,2021,7,9,1,1
152,152_1342022,greece,Kalamas,39.65858031,20.52043953,2022,4,13,1,1
152,152_872022,greece,Kalamas,39.65858031,20.52043953,2022,7,8,0.67,3
152,152_2842023,greece,Kalamas,39.65858031,20.52043953,2023,4,28,0.78,2
152,152_972023,greece,Kalamas,39.65858031,20.52043953,2023,7,9,1,1
155,155_1682012,greece,Pinios Pel.,37.8951865,21.36597544,2012,8,16,0.7,2
155,155_852013,greece,Pinios Pel.,37.8951865,21.36597544,2013,5,8,0.4,4
155,155_2872013,greece,Pinios Pel.,37.8951865,21.36597544,2013,7,28,0.5,3
155,155_1342014,greece,Pinios Pel.,37.8951865,21.36597544,2014,4,13,0.7,2
155,155_2372014,greece,Pinios Pel.,37.8951865,21.36597544,2014,7,23,0.5,3
155,155_442015,greece,Pinios Pel.,37.8951865,21.36597544,2015,4,4,0.5,3
155,155_672015,greece,Pinios Pel.,37.8951865,21.36597544,2015,7,6,0.6,3
155,155_2042018,greece,Pinios Pel.,37.8951865,21.36597544,2018,4,20,0.3,4
155,155_1542021,greece,Pinios Pel.,37.8951865,21.36597544,2021,4,15,0.5,3
155,155_1042022,greece,Pinios Pel.,37.8951865,21.36597544,2022,4,10,0.4,4
155,155_2332023,greece,Pinios Pel.,37.8951865,21.36597544,2023,3,23,0.7,2
157,157_1472012,greece,Asopos Viot.,38.3056496,23.6236035,2012,7,14,0.444,4
157,157_2042013,greece,Asopos Viot.,38.3056496,23.6236035,2013,4,20,0.444,4
157,157_1192013,greece,Asopos Viot.,38.3056496,23.6236035,2013,9,11,0.667,3
157,157_2842014,greece,Asopos Viot.,38.3056496,23.6236035,2014,4,28,0.444,4
157,157_192014,greece,Asopos Viot.,38.3056496,23.6236035,2014,9,1,0.444,4
157,157_1252018,greece,Asopos Viot.,38.3056496,23.6236035,2018,5,12,0.44,4
157,157_1192018,greece,Asopos Viot.,38.3056496,23.6236035,2018,9,11,0.67,3
157,157_852019,greece,Asopos Viot.,38.3056496,23.6236035,2019,5,8,0.22,5
157,157_3082019,greece,Asopos Viot.,38.3056496,23.6236035,2019,8,30,0.44,4
157,157_2582020,greece,Asopos Viot.,38.3056496,23.6236035,2020,8,25,0.22,5
157,157_652021,greece,Asopos Viot.,38.3056496,23.6236035,2021,5,6,0.22,5
157,157_2782021,greece,Asopos Viot.,38.3056496,23.6236035,2021,8,27,0.22,5
157,157_1052022,greece,Asopos Viot.,38.3056496,23.6236035,2022,5,10,0.33,4
157,157_2592022,greece,Asopos Viot.,38.3056496,23.6236035,2022,9,25,0.44,4
157,157_1052023,greece,Asopos Viot.,38.3056496,23.6236035,2023,5,10,0.22,5
159,159_852013,greece,Peiros,38.14853972,21.56919421,2013,5,8,0.667,3
159,159_2872013,greece,Peiros,38.14853972,21.56919421,2013,7,28,0.444,4
159,159_1242014,greece,Peiros,38.14853972,21.56919421,2014,4,12,0.889,2
159,159_2272014,greece,Peiros,38.14853972,21.56919421,2014,7,22,0.556,3
159,159_1742015,greece,Peiros,38.14853972,21.56919421,2015,4,17,0.889,2
159,159_872015,greece,Peiros,38.14853972,21.56919421,2015,7,8,0.667,3
159,159_372018,greece,Peiros,38.14853972,21.56919421,2018,7,3,0.56,3
159,159_2162019,greece,Peiros,38.14853972,21.56919421,2019,6,21,0.89,2
159,159_2072020,greece,Peiros,38.14853972,21.56919421,2020,7,20,0.56,3
159,159_762021,greece,Peiros,38.14853972,21.56919421,2021,6,7,0.44,4
159,159_2362022,greece,Peiros,38.14853972,21.56919421,2022,6,23,0.22,5
159,159_1562023,greece,Peiros,38.14853972,21.56919421,2023,6,15,0.56,3
162,162_1152013,greece,Vouraikos,38.04441678,22.12533243,2013,5,11,0.556,3
162,162_2772013,greece,Vouraikos,38.04441678,22.12533243,2013,7,27,0.556,3
162,162_2742018,greece,Vouraikos,38.04441678,22.12533243,2018,4,27,0.89,2
162,162_2782018,greece,Vouraikos,38.04441678,22.12533243,2018,8,27,0.67,3
162,162_2172019,greece,Vouraikos,38.04441678,22.12533243,2019,7,21,0.67,3
162,162_372021,greece,Vouraikos,38.04441678,22.12533243,2021,7,3,0.44,4
162,162_842022,greece,Vouraikos,38.04441678,22.12533243,2022,4,8,0.78,2
162,162_242023,greece,Vouraikos,38.04441678,22.12533243,2023,4,2,0.444444444,4
168,168_772012,greece,Kalonero ,37.29341704,21.69700037,2012,7,7,0.667,3
168,168_1242013,greece,Kalonero ,37.29341704,21.69700037,2013,4,12,0.667,3
168,168_2972013,greece,Kalonero ,37.29341704,21.69700037,2013,7,29,0.778,2
168,168_2442014,greece,Kalonero ,37.29341704,21.69700037,2014,4,24,0.667,3
168,168_1572014,greece,Kalonero ,37.29341704,21.69700037,2014,7,15,0.889,2
168,168_1842015,greece,Kalonero ,37.29341704,21.69700037,2015,4,18,1.111,1
168,168_972015,greece,Kalonero ,37.29341704,21.69700037,2015,7,9,1,1
168,168_2242018,greece,Kalonero ,37.29341704,21.69700037,2018,4,22,0.89,2
168,168_2682018,greece,Kalonero ,37.29341704,21.69700037,2018,8,26,1,1
168,168_1642019,greece,Kalonero ,37.29341704,21.69700037,2019,4,16,1,1
168,168_2072019,greece,Kalonero ,37.29341704,21.69700037,2019,7,20,0.89,2
168,168_472020,greece,Kalonero ,37.29341704,21.69700037,2020,7,4,0.44,4
168,168_1642021,greece,Kalonero ,37.29341704,21.69700037,2021,4,16,0.89,2
168,168_572021,greece,Kalonero ,37.29341704,21.69700037,2021,7,5,0.56,3
168,168_1442022,greece,Kalonero ,37.29341704,21.69700037,2022,4,14,0.67,3
168,168_372022,greece,Kalonero ,37.29341704,21.69700037,2022,7,3,0.67,3
168,168_2732023,greece,Kalonero ,37.29341704,21.69700037,2023,3,27,0.67,3
168,168_1672023,greece,Kalonero ,37.29341704,21.69700037,2023,7,16,0.6777,3
178,178_1442013,greece,Alfeios,37.47970556,22.04998333,2013,4,14,0.6,3
178,178_2672013,greece,Alfeios,37.47970556,22.04998333,2013,7,26,0.6,3
178,178_1542014,greece,Alfeios,37.47970556,22.04998333,2014,4,15,0.7,2
178,178_1872014,greece,Alfeios,37.47970556,22.04998333,2014,7,18,0.6,3
178,178_142015,greece,Alfeios,37.47970556,22.04998333,2015,4,1,0.7,2
178,178_572015,greece,Alfeios,37.47970556,22.04998333,2015,7,5,0.7,2
178,178_2642018,greece,Alfeios,37.47970556,22.04998333,2018,4,26,0.6,3
178,178_2682018,greece,Alfeios,37.47970556,22.04998333,2018,8,26,1,1
178,178_2072019,greece,Alfeios,37.47970556,22.04998333,2019,7,20,1,1
178,178_372020,greece,Alfeios,37.47970556,22.04998333,2020,7,3,0.9,1
178,178_1542021,greece,Alfeios,37.47970556,22.04998333,2021,4,15,0.6,3
178,178_3062021,greece,Alfeios,37.47970556,22.04998333,2021,6,30,0.7,2
178,178_742022,greece,Alfeios,37.47970556,22.04998333,2022,4,7,0.7,2
178,178_372022,greece,Alfeios,37.47970556,22.04998333,2022,7,3,0.9,1
178,178_3132023,greece,Alfeios,37.47970556,22.04998333,2023,3,31,0.6,3
178,178_372023,greece,Alfeios,37.47970556,22.04998333,2023,7,3,0.7,2
180,180_1842013,greece,Kalamas,39.56300622,20.28029437,2013,4,18,0.8,2
180,180_2542013,greece,Kalamas,39.56300622,20.28029437,2013,4,25,0.8,2
180,180_2472013,greece,Kalamas,39.56300622,20.28029437,2013,7,24,1,1
180,180_14102013,greece,Kalamas,39.56300622,20.28029437,2013,10,14,1,1
180,180_872018,greece,Kalamas,39.56300622,20.28029437,2018,7,8,0.7,2
180,180_2782019,greece,Kalamas,39.56300622,20.28029437,2019,8,27,0.7,2
180,180_1672020,greece,Kalamas,39.56300622,20.28029437,2020,7,16,0.78,2
180,180_2242021,greece,Kalamas,39.56300622,20.28029437,2021,4,22,0.78,2
180,180_2682021,greece,Kalamas,39.56300622,20.28029437,2021,8,26,0.67,3
180,180_1342022,greece,Kalamas,39.56300622,20.28029437,2022,4,13,0.89,2
180,180_2862022,greece,Kalamas,39.56300622,20.28029437,2022,6,28,0.67,3
180,180_182023,greece,Kalamas,39.56300622,20.28029437,2023,8,1,1,1
181,181_672012,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2012,7,6,0.222,5
181,181_1842013,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2013,4,18,0.222,5
181,181_2542013,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2013,4,25,0.222,5
181,181_2472013,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2013,7,24,0.444,4
181,181_14102013,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2013,10,14,0.444,4
181,181_442014,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2014,4,4,0.444,4
181,181_282014,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2014,8,2,0.333,4
181,181_2682015,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2015,8,26,0.444,4
181,181_2942018,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2018,4,29,0.67,3
181,181_2782018,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2018,8,27,0.67,3
181,181_752019,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2019,5,7,0.67,3
181,181_1982019,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2019,8,19,0.67,3
181,181_2082020,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2020,8,20,0.44,4
181,181_2352021,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2021,5,23,0.44,4
181,181_1772021,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2021,7,17,0.44,4
181,181_1192022,greece,Tafros Karlas (1T canal),39.62160159,22.67247897,2022,9,11,0.44,4
182,182_772012,greece,Acheloos,38.41090008,21.26909257,2012,7,7,0.556,3
182,182_1042013,greece,Acheloos,38.41090008,21.26909257,2013,4,10,0.667,3
182,182_2292013,greece,Acheloos,38.41090008,21.26909257,2013,9,22,0.667,3
182,182_442014,greece,Acheloos,38.41090008,21.26909257,2014,4,4,0.778,2
182,182_2842018,greece,Acheloos,38.41090008,21.26909257,2018,4,28,0.67,3
182,182_572018,greece,Acheloos,38.41090008,21.26909257,2018,7,5,0.78,2
182,182_742019,greece,Acheloos,38.41090008,21.26909257,2019,4,7,0.89,1
182,182_2262019,greece,Acheloos,38.41090008,21.26909257,2019,6,22,0.89,1
182,182_1972020,greece,Acheloos,38.41090008,21.26909257,2020,7,19,0.56,3
182,182_2042021,greece,Acheloos,38.41090008,21.26909257,2021,4,20,0.78,2
182,182_2282021,greece,Acheloos,38.41090008,21.26909257,2021,8,22,0.67,3
182,182_942022,greece,Acheloos,38.41090008,21.26909257,2022,4,9,0.89,2
182,182_2462022,greece,Acheloos,38.41090008,21.26909257,2022,6,24,0.44,4
182,182_642023,greece,Acheloos,38.41090008,21.26909257,2023,4,6,0.67,3
182,182_1762023,greece,Acheloos,38.41090008,21.26909257,2023,6,17,0.44,4
185,185_2742018,greece,Louros,39.14932,20.85898,2018,4,27,1.11,1
185,185_672018,greece,Louros,39.14932,20.85898,2018,7,6,0.89,2
185,185_842019,greece,Louros,39.14932,20.85898,2019,4,8,1,1
185,185_2982019,greece,Louros,39.14932,20.85898,2019,8,29,0.89,2
185,185_1772020,greece,Louros,39.14932,20.85898,2020,7,17,0.56,3
185,185_2142021,greece,Louros,39.14932,20.85898,2021,4,21,1,1
185,185_2482021,greece,Louros,39.14932,20.85898,2021,8,24,0.67,3
185,185_742022,greece,Louros,39.14932,20.85898,2022,4,7,0.78,2
185,185_2662022,greece,Louros,39.14932,20.85898,2022,6,26,0.67,3
185,185_542023,greece,Louros,39.14932,20.85898,2023,4,5,1.11,1
185,185_492023,greece,Louros,39.14932,20.85898,2023,9,4,1,1
189,189_1942013,greece,Kalamas,39.555076,20.20744,2013,4,19,0.222,5
189,189_14102013,greece,Kalamas,39.555076,20.20744,2013,10,14,0.444,4
189,189_872018,greece,Kalamas,39.555076,20.20744,2018,7,8,0.67,3
189,189_2882019,greece,Kalamas,39.555076,20.20744,2019,8,28,0.78,2
189,189_1672020,greece,Kalamas,39.555076,20.20744,2020,7,16,0.33,4
189,189_2242021,greece,Kalamas,39.555076,20.20744,2021,4,22,0.67,3
189,189_2582021,greece,Kalamas,39.555076,20.20744,2021,8,25,0.44,4
189,189_1342022,greece,Kalamas,39.555076,20.20744,2022,4,13,0.44,4
189,189_2762022,greece,Kalamas,39.555076,20.20744,2022,6,27,0.44,4
189,189_542023,greece,Kalamas,39.555076,20.20744,2023,4,5,0.44,4
189,189_182023,greece,Kalamas,39.555076,20.20744,2023,8,1,0.44444,4
192,192_1652013,greece,Kifisos Att.,38.0917672,23.7812483,2013,5,16,0.444,4
192,192_2442014,greece,Kifisos Att.,38.0917672,23.7812483,2014,4,24,0.778,2
192,192_792014,greece,Kifisos Att.,38.0917672,23.7812483,2014,9,7,0.778,2
192,192_752015,greece,Kifisos Att.,38.0917672,23.7812483,2015,5,7,0.556,3
192,192_2892015,greece,Kifisos Att.,38.0917672,23.7812483,2015,9,28,0.778,2
192,192_2442018,greece,Kifisos Att.,38.0917672,23.7812483,2018,4,24,0.33,4
192,192_2482018,greece,Kifisos Att.,38.0917672,23.7812483,2018,8,24,0.78,2
192,192_2142019,greece,Kifisos Att.,38.0917672,23.7812483,2019,4,21,0.56,3
192,192_1792019,greece,Kifisos Att.,38.0917672,23.7812483,2019,9,17,0.89,2
192,192_2582020,greece,Kifisos Att.,38.0917672,23.7812483,2020,8,25,0.56,3
192,192_652021,greece,Kifisos Att.,38.0917672,23.7812483,2021,5,6,0.44,4
192,192_1592021,greece,Kifisos Att.,38.0917672,23.7812483,2021,9,15,0.44,4
192,192_2652022,greece,Kifisos Att.,38.0917672,23.7812483,2022,5,26,0.44,4
192,192_2492022,greece,Kifisos Att.,38.0917672,23.7812483,2022,9,24,0.56,3
192,192_2542023,greece,Kifisos Att.,38.0917672,23.7812483,2023,4,25,0.44,4
192,192_2672023,greece,Kifisos Att.,38.0917672,23.7812483,2023,7,26,0.44444,4
193,193_2472012,greece,Kifisos Att.,38.1069224,23.8100553,2012,7,24,0.556,3
193,193_752015,greece,Kifisos Att.,38.1069224,23.8100553,2015,5,7,0.444,4
193,193_2892015,greece,Kifisos Att.,38.1069224,23.8100553,2015,9,28,0.556,3
193,193_2442018,greece,Kifisos Att.,38.1069224,23.8100553,2018,4,24,0.56,3
193,193_2482018,greece,Kifisos Att.,38.1069224,23.8100553,2018,8,24,0.56,3
193,193_2142019,greece,Kifisos Att.,38.1069224,23.8100553,2019,4,21,0.44,4
193,193_1792019,greece,Kifisos Att.,38.1069224,23.8100553,2019,9,17,0.67,3
193,193_2582020,greece,Kifisos Att.,38.1069224,23.8100553,2020,8,25,0.44,4
193,193_652021,greece,Kifisos Att.,38.1069224,23.8100553,2021,5,6,0.44,4
193,193_1592021,greece,Kifisos Att.,38.1069224,23.8100553,2021,9,15,0.44,4
193,193_2652022,greece,Kifisos Att.,38.1069224,23.8100553,2022,5,26,0.33,4
193,193_2492022,greece,Kifisos Att.,38.1069224,23.8100553,2022,9,24,0.44,4
193,193_2542023,greece,Kifisos Att.,38.1069224,23.8100553,2023,4,25,0.56,3
193,193_2672023,greece,Kifisos Att.,38.1069224,23.8100553,2023,7,26,0.44,4
199,199_572012,greece,Litheos,39.53000522,21.77237071,2012,7,5,0.4,4
199,199_2942013,greece,Litheos,39.53000522,21.77237071,2013,4,29,0.4,4
199,199_2672013,greece,Litheos,39.53000522,21.77237071,2013,7,26,0.4,4
199,199_542014,greece,Litheos,39.53000522,21.77237071,2014,4,5,0.4,4
199,199_382014,greece,Litheos,39.53000522,21.77237071,2014,8,3,0.4,4
199,199_2482015,greece,Litheos,39.53000522,21.77237071,2015,8,24,0.5,3
199,199_452018,greece,Litheos,39.53000522,21.77237071,2018,5,4,0.8,2
199,199_1192018,greece,Litheos,39.53000522,21.77237071,2018,9,11,0.6,3
199,199_1052019,greece,Litheos,39.53000522,21.77237071,2019,5,10,0.9,1
199,199_292019,greece,Litheos,39.53000522,21.77237071,2019,9,2,0.9,1
199,199_1072020,greece,Litheos,39.53000522,21.77237071,2020,7,10,0.6,3
199,199_952021,greece,Litheos,39.53000522,21.77237071,2021,5,9,0.5,3
199,199_1172021,greece,Litheos,39.53000522,21.77237071,2021,7,11,0.6,3
199,199_2692022,greece,Litheos,39.53000522,21.77237071,2022,9,26,0.4,4
202,202_1172012,greece,Kalamas,39.709378,20.633256,2012,7,11,0.667,3
202,202_1842013,greece,Kalamas,39.709378,20.633256,2013,4,18,0.778,2
202,202_13102013,greece,Kalamas,39.709378,20.633256,2013,10,13,0.333,4
202,202_242014,greece,Kalamas,39.709378,20.633256,2014,4,2,0.667,3
202,202_1672014,greece,Kalamas,39.709378,20.633256,2014,7,16,0.556,3
202,202_2382015,greece,Kalamas,39.709378,20.633256,2015,8,23,0.333,4
202,202_1052018,greece,Kalamas,39.709378,20.633256,2018,5,10,0.89,2
202,202_892018,greece,Kalamas,39.709378,20.633256,2018,9,8,0.56,3
202,202_972021,greece,Kalamas,39.709378,20.633256,2021,7,9,0.44,4
202,202_872022,greece,Kalamas,39.709378,20.633256,2022,7,8,0.44,4
202,202_2842023,greece,Kalamas,39.709378,20.633256,2023,4,28,0.33,4
204,204_542014,greece,Neochoritis,39.57768611,22.00542222,2014,4,5,0.4,4
204,204_882014,greece,Neochoritis,39.57768611,22.00542222,2014,8,8,0.5,3
204,204_552018,greece,Neochoritis,39.57768611,22.00542222,2018,5,5,0.9,1
204,204_1192018,greece,Neochoritis,39.57768611,22.00542222,2018,9,11,0.6,3
204,204_462019,greece,Neochoritis,39.57768611,22.00542222,2019,6,4,0.6,3
204,204_292019,greece,Neochoritis,39.57768611,22.00542222,2019,9,2,0.6,3
204,204_1072020,greece,Neochoritis,39.57768611,22.00542222,2020,7,10,0.56,3
204,204_1052021,greece,Neochoritis,39.57768611,22.00542222,2021,5,10,0.56,3
204,204_1152022,greece,Neochoritis,39.57768611,22.00542222,2022,5,11,0.56,3
204,204_2692022,greece,Neochoritis,39.57768611,22.00542222,2022,9,26,0.44,4
204,204_852023,greece,Neochoritis,39.57768611,22.00542222,2023,5,8,0.44444,4
205,205_2142013,greece,Dipotamo,39.09993197,21.08209839,2013,4,21,0.7,2
205,205_12102013,greece,Dipotamo,39.09993197,21.08209839,2013,10,12,0.3,4
205,205_1052018,greece,Dipotamo,39.09993197,21.08209839,2018,5,10,0.89,2
205,205_952019,greece,Dipotamo,39.09993197,21.08209839,2019,5,9,1.11,1
205,205_2372019,greece,Dipotamo,39.09993197,21.08209839,2019,7,23,0.56,3
205,205_572020,greece,Dipotamo,39.09993197,21.08209839,2020,7,5,0.56,3
205,205_2142021,greece,Dipotamo,39.09993197,21.08209839,2021,4,21,0.78,2
205,205_1442022,greece,Dipotamo,39.09993197,21.08209839,2022,4,14,0.78,2
205,205_2642023,greece,Dipotamo,39.09993197,21.08209839,2023,4,26,0.78,2
206,206_1272012,greece,Vegoritida Basin,40.549144,21.714947,2012,7,12,0.444,4
206,206_2342013,greece,Vegoritida Basin,40.549144,21.714947,2013,4,23,0.222,5
206,206_2172013,greece,Vegoritida Basin,40.549144,21.714947,2013,7,21,0.222,5
206,206_1642014,greece,Vegoritida Basin,40.549144,21.714947,2014,4,16,0.222,5
206,206_1972014,greece,Vegoritida Basin,40.549144,21.714947,2014,7,19,0.444,4
206,206_1982015,greece,Vegoritida Basin,40.549144,21.714947,2015,8,19,0.556,3
206,206_1552018,greece,Vegoritida Basin,40.549144,21.714947,2018,5,15,0.56,3
206,206_1692018,greece,Vegoritida Basin,40.549144,21.714947,2018,9,16,0.67,3
206,206_1152019,greece,Vegoritida Basin,40.549144,21.714947,2019,5,11,0.67,2
206,206_1792019,greece,Vegoritida Basin,40.549144,21.714947,2019,9,17,0.56,3
206,206_1352021,greece,Vegoritida Basin,40.549144,21.714947,2021,5,13,0.44,4
206,206_2982021,greece,Vegoritida Basin,40.549144,21.714947,2021,8,29,0.44,4
206,206_1352022,greece,Vegoritida Basin,40.549144,21.714947,2022,5,13,0.44,4
206,206_2982022,greece,Vegoritida Basin,40.549144,21.714947,2022,8,29,0.22,4
206,206_1152023,greece,Vegoritida Basin,40.549144,21.714947,2023,5,11,0.22,4
206,206_2392023,greece,Vegoritida Basin,40.549144,21.714947,2023,9,23,0.222222222,4
210,210_2632015,greece,Kossynthos,41.10225092,25.03169941,2015,3,26,0.778,2
210,210_692015,greece,Kossynthos,41.10225092,25.03169941,2015,9,6,0.667,3
210,210_1952018,greece,Kossynthos,41.10225092,25.03169941,2018,5,19,0.67,3
210,210_2292018,greece,Kossynthos,41.10225092,25.03169941,2018,9,22,0.89,2
210,210_2052019,greece,Kossynthos,41.10225092,25.03169941,2019,5,20,0.78,2
210,210_2292019,greece,Kossynthos,41.10225092,25.03169941,2019,9,22,0.56,3
210,210_592020,greece,Kossynthos,41.10225092,25.03169941,2020,9,5,0.67,3
210,210_1552021,greece,Kossynthos,41.10225092,25.03169941,2021,5,15,0.78,2
210,210_592021,greece,Kossynthos,41.10225092,25.03169941,2021,9,5,0.67,3
210,210_2052022,greece,Kossynthos,41.10225092,25.03169941,2022,5,20,0.78,2
210,210_292022,greece,Kossynthos,41.10225092,25.03169941,2022,9,2,0.44,4
210,210_1352023,greece,Kossynthos,41.10225092,25.03169941,2023,5,13,1,1
210,210_2992023,greece,Kossynthos,41.10225092,25.03169941,2023,9,29,0.555555556,3
213,213_2342013,greece,Aliakmonas,40.43514962,21.32095144,2013,4,23,0.667,3
213,213_2172013,greece,Aliakmonas,40.43514962,21.32095144,2013,7,21,0.556,3
213,213_352018,greece,Aliakmonas,40.43514962,21.32095144,2018,5,3,0.89,2
213,213_1592018,greece,Aliakmonas,40.43514962,21.32095144,2018,9,15,1,1
213,213_1152019,greece,Aliakmonas,40.43514962,21.32095144,2019,5,11,0.89,2
213,213_1792019,greece,Aliakmonas,40.43514962,21.32095144,2019,9,17,1,1
213,213_1352021,greece,Aliakmonas,40.43514962,21.32095144,2021,5,13,0.56,3
213,213_2982021,greece,Aliakmonas,40.43514962,21.32095144,2021,8,29,0.67,3
213,213_1352022,greece,Aliakmonas,40.43514962,21.32095144,2022,5,13,0.56,3
213,213_2882022,greece,Aliakmonas,40.43514962,21.32095144,2022,8,28,0.67,3
213,213_1052023,greece,Aliakmonas,40.43514962,21.32095144,2023,5,10,0.44,4
213,213_2292023,greece,Aliakmonas,40.43514962,21.32095144,2023,9,22,0.56,3
215,215_2542013,greece,Kousbasaniotiko rema,39.62813105,22.49352815,2013,4,25,0.4,4
215,215_1292015,greece,Kousbasaniotiko rema,39.62813105,22.49352815,2015,9,12,0.5,3
215,215_652018,greece,Kousbasaniotiko rema,39.62813105,22.49352815,2018,5,6,0.6,3
215,215_852019,greece,Kousbasaniotiko rema,39.62813105,22.49352815,2019,5,8,0.6,3
215,215_1552023,greece,Kousbasaniotiko rema,39.62813105,22.49352815,2023,5,15,0.2,5
217,217_952013,greece,Krathis,38.16473374,22.32279993,2013,5,9,0.667,3
217,217_2772013,greece,Krathis,38.16473374,22.32279993,2013,7,27,0.667,3
217,217_3042018,greece,Krathis,38.16473374,22.32279993,2018,4,30,0.78,2
217,217_1352019,greece,Krathis,38.16473374,22.32279993,2019,5,13,0.67,3
217,217_172019,greece,Krathis,38.16473374,22.32279993,2019,7,1,0.78,2
217,217_1442021,greece,Krathis,38.16473374,22.32279993,2021,4,14,0.67,3
217,217_1042022,greece,Krathis,38.16473374,22.32279993,2022,4,10,0.89,2
217,217_242023,greece,Krathis,38.16473374,22.32279993,2023,4,2,0.67,3
220,220_1642013,greece,Krios,38.13978917,22.3585037,2013,4,16,0.778,2
220,220_2772013,greece,Krios,38.13978917,22.3585037,2013,7,27,0.667,3
220,220_2942018,greece,Krios,38.13978917,22.3585037,2018,4,29,1,1
220,220_1352019,greece,Krios,38.13978917,22.3585037,2019,5,13,0.78,2
220,220_2372019,greece,Krios,38.13978917,22.3585037,2019,7,23,0.89,2
220,220_772020,greece,Krios,38.13978917,22.3585037,2020,7,7,0.44,4
220,220_2342021,greece,Krios,38.13978917,22.3585037,2021,4,23,0.56,3
220,220_1042022,greece,Krios,38.13978917,22.3585037,2022,4,10,0.56,3
220,220_2332023,greece,Krios,38.13978917,22.3585037,2023,3,23,0.67,3
222,222_2372012,greece,Kifisos Att.,38.08636136,23.7662182,2012,7,23,0.333,4
222,222_1652013,greece,Kifisos Att.,38.08636136,23.7662182,2013,5,16,0.556,3
222,222_2792013,greece,Kifisos Att.,38.08636136,23.7662182,2013,9,27,1.111,1
222,222_2642014,greece,Kifisos Att.,38.08636136,23.7662182,2014,4,26,0.333,4
222,222_792014,greece,Kifisos Att.,38.08636136,23.7662182,2014,9,7,0.667,3
222,222_752015,greece,Kifisos Att.,38.08636136,23.7662182,2015,5,7,0.222,5
222,222_2892015,greece,Kifisos Att.,38.08636136,23.7662182,2015,9,28,0.222,5
222,222_362019,greece,Kifisos Att.,38.08636136,23.7662182,2019,6,3,0.22,5
222,222_1792019,greece,Kifisos Att.,38.08636136,23.7662182,2019,9,17,0.56,3
223,223_2372012,greece,Kifisos Att.,38.11422243,23.78176911,2012,7,23,0.4,4
223,223_852015,greece,Kifisos Att.,38.11422243,23.78176911,2015,5,8,0.7,2
223,223_362019,greece,Kifisos Att.,38.11422243,23.78176911,2019,6,3,0.9,2
223,223_1452021,greece,Kifisos Att.,38.11422243,23.78176911,2021,5,14,0.6,3
223,223_2652022,greece,Kifisos Att.,38.11422243,23.78176911,2022,5,26,0.5,3
223,223_1552023,greece,Kifisos Att.,38.11422243,23.78176911,2023,5,15,0.5,3
225,225_1442013,greece,Ladonas,37.76280431,21.95819404,2013,4,14,0.8,2
225,225_2572013,greece,Ladonas,37.76280431,21.95819404,2013,7,25,0.8,2
225,225_2242014,greece,Ladonas,37.76280431,21.95819404,2014,4,22,0.9,1
225,225_2172014,greece,Ladonas,37.76280431,21.95819404,2014,7,21,0.9,1
225,225_542015,greece,Ladonas,37.76280431,21.95819404,2015,4,5,0.9,1
225,225_582015,greece,Ladonas,37.76280431,21.95819404,2015,8,5,0.5,3
225,225_2682018,greece,Ladonas,37.76280431,21.95819404,2018,8,26,1,1
225,225_1642019,greece,Ladonas,37.76280431,21.95819404,2019,4,16,1,1
225,225_2172019,greece,Ladonas,37.76280431,21.95819404,2019,7,21,1,1
225,225_372020,greece,Ladonas,37.76280431,21.95819404,2020,7,3,0.8,2
225,225_1642021,greece,Ladonas,37.76280431,21.95819404,2021,4,16,0.9,1
225,225_272021,greece,Ladonas,37.76280431,21.95819404,2021,7,2,0.8,2
225,225_842022,greece,Ladonas,37.76280431,21.95819404,2022,4,8,0.9,1
225,225_1172022,greece,Ladonas,37.76280431,21.95819404,2022,7,11,0.7,2
225,225_142023,greece,Ladonas,37.76280431,21.95819404,2023,4,1,0.7,2
225,225_572023,greece,Ladonas,37.76280431,21.95819404,2023,7,5,0.9,1
226,226_442015,greece,Ladonas,37.87704415,21.53505118,2015,4,4,0.333,4
226,226_472015,greece,Ladonas,37.87704415,21.53505118,2015,7,4,0.667,3
226,226_2642018,greece,Ladonas,37.87704415,21.53505118,2018,4,26,0.78,2
226,226_2482018,greece,Ladonas,37.87704415,21.53505118,2018,8,24,0.78,2
226,226_1742019,greece,Ladonas,37.87704415,21.53505118,2019,4,17,0.56,3
226,226_2172019,greece,Ladonas,37.87704415,21.53505118,2019,7,21,0.89,2
