"Unique.ID","Samp.ID","Sampling.date","year","month","day","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRUS AESTIVALIS","ASELLUS AQUATICUS","ATHERIX SP.","BAETIS SP.","BITHYNIA TENTACULATA","BRACHYPTERA RISI","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERATOPOGONINAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER BOLTONII","CRANGONYX PSEUDOGRACILIS","CURCULIONIDAE GEN. SP.","DIKEROGAMMARUS VILLOSUS","DINA PUNCTATA","DIXIDAE GEN. SP.","DREISSENA POLYMORPHA","DRYOPS SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECDYONURUS SP.","ECHINOGAMMARUS ISCHNUS","ELECTROGENA UJHELYII","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERA DANICA","ERPOBDELLA OCTOCULATA","GAMMARUS FOSSARUM","GAMMARUS PULEX","GERRIDAE GEN. SP.","GLOSSIPHONIA COMPLANATA","GOERA PILOSA","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","HABROLEPTOIDES SP.","HABROPHLEBIA SP.","HALIPLUS SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEPTAGENIA SULPHUREA","HYDRACHNIDIA GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","JAERA ISTRI","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","PARALEPTOPHLEBIA SP.","PERLODIDAE GEN. SP.","PHYSA FONTINALIS","PHYSELLA ACUTA","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILA SP.","SCIRTIDAE GEN. SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","TABANIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","TIPULIDAE GEN. SP.","VALVATA CRISTATA","VALVATA PISCINALIS SSP."
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-19.10.1995","19.10.1995",1995,10,19,0,0,1,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-20.10.2000","20.10.2000",2000,10,20,0,0,3,0,3,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,10,0,3,0,0,0,0,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-23.09.2004","23.09.2004",2004,9,23,0,3,10,0,40,1,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,10,0,0,13,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-27.10.2011","27.10.2011",2011,10,27,0,11,1,0,40,12,0,0,5,5,0,0,0,8,0,0,1,0,21,0,0,6,0,1,0,0,0,0,30,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,2,0,0,0,1,0,0,8,1,0,0,0,12,0,31,3,0,0,0,0,6,0,0,1,0,0,0,0,2,0,80,2,1,0,0,0,0,90
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-29.10.2012","29.10.2012",2012,10,29,0,4,2,0,9,3,0,0,4,4,0,0,0,0,0,0,3,0,18,0,0,2,0,27,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,4,0,7,0,0,17,0,0,0,0,6,0,18,5,4,0,0,0,4,0,0,0,0,0,0,2,6,0,650,22,0,0,0,1,0,26
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-04.11.2015","04.11.2015",2015,11,4,0,2,32,0,17,3,0,0,0,0,0,0,0,28,250,0,0,0,0,0,0,2,0,1,0,0,0,0,20,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,3,0
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-18.10.2017","18.10.2017",2017,10,18,0,0,2,0,0,0,0,8,0,0,0,0,1,18,70,0,0,0,57,3,0,0,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,3,0,1,0,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,2,3,0,0,2,2,2,0,0,5,0,4,0,0,0,0,13,0,0,0,0,0,0,0
"CHE_040_MZB_LO_4","CHE_040_MZB_LO_4-19.10.2018","19.10.2018",2018,10,19,0,2,25,0,80,2,0,19,0,0,0,0,0,16,16,0,6,0,60,0,0,0,0,1,0,0,0,0,44,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,2,0,0,0,4,16,0,0,0,0,13,0,1,20,0,0,0,0,4,0,0,7,0,0,0,0,0,0,37,0,0,0,0,5,0,4
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-16.03.1995","16.03.1995",1995,3,16,0,0,10,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,1,0,0
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-09.03.2000","09.03.2000",2000,3,9,0,0,1,0,3,0,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,1,0,0,0,0,0,0
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-05.03.2004","05.03.2004",2004,3,5,0,0,0,0,1,0,0,0,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,3,0,0
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-14.04.2011","14.04.2011",2011,4,14,0,7,3,0,47,14,0,0,3,3,0,9,0,46,0,0,0,0,15,1,0,23,0,0,0,0,0,0,27,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,52,26,0,0,0,0,6,0,12,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,4,0,10,0,0,7,0,11,0,0,0,0,16,19,0,0,0,0,0,26
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-07.03.2012","07.03.2012",2012,3,7,0,0,2,0,2,1,0,0,0,0,0,0,0,40,0,0,1,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,1,0,2,0,3,0,0,0,0,6,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,1,0,0
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-10.03.2015","10.03.2015",2015,3,10,4,0,8,0,13,0,0,0,0,0,0,0,0,200,157,0,2,0,9,0,0,3,0,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,6,0,0,12,0,3,3,0,0,0,18,0,0,0,0,4,0,5,4,0,0,0,1,0,0,0,15,0,16,0,0,3,0,50,7,0,0,0,1,0,9
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-01.03.2017","01.03.2017",2017,3,1,0,0,7,0,3,0,0,0,0,0,0,0,0,30,57,0,9,0,12,1,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,833,0,0,0,0,0,0,6
"CHE_040_MZB_LO_5","CHE_040_MZB_LO_5-06.04.2018","06.04.2018",2018,4,6,0,0,5,0,3,0,0,4,0,0,0,3,0,467,30,0,4,0,63,1,0,3,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,18,0,0,11,1,7,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5
"CHE_040_MZB_LO_6","CHE_040_MZB_LO_6-19.10.1995","19.10.1995",1995,10,19,0,0,10,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"CHE_040_MZB_LO_6","CHE_040_MZB_LO_6-25.10.2000","25.10.2000",2000,10,25,0,0,1,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,0,0,0,0,0,0
"CHE_040_MZB_LO_6","CHE_040_MZB_LO_6-17.09.2004","17.09.2004",2004,9,17,0,1,3,0,13,40,0,3,40,40,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,10,640,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,1,0,0,0,0,0,0
