"Unique.ID","Samp.ID","Sampling.date","year","month","day","ANTHOMYIIDAE GEN. SP.","APHELOCHEIRUS AESTIVALIS","ASELLUS AQUATICUS","ATHERIX SP.","BAETIS SP.","BITHYNIA TENTACULATA","BRACHYPTERA RISI","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CENTROPTILUM LUTEOLUM","CERATOPOGONINAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER BOLTONII","CRANGONYX PSEUDOGRACILIS","CURCULIONIDAE GEN. SP.","DIKEROGAMMARUS VILLOSUS","DINA PUNCTATA","DIXIDAE GEN. SP.","DREISSENA POLYMORPHA","DRYOPS SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ECDYONURUS SP.","ECHINOGAMMARUS ISCHNUS","ELECTROGENA UJHELYII","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERA DANICA","ERPOBDELLA OCTOCULATA","GAMMARUS FOSSARUM","GAMMARUS PULEX","GERRIDAE GEN. SP.","GLOSSIPHONIA COMPLANATA","GOERA PILOSA","GOMPHIDAE GEN. SP.","GORDIIDAE GEN. SP.","HABROLEPTOIDES SP.","HABROPHLEBIA SP.","HALIPLUS SP.","HELOBDELLA STAGNALIS","HELOPHORUS SP.","HEPTAGENIA SULPHUREA","HYDRACHNIDIA GEN. SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","JAERA ISTRI","LEPIDOSTOMATIDAE GEN. SP.","LEPTOCERIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","NEMATODA GEN. SP.","NEMOURA SP.","ODONTOCERUM ALBICORNE","OLIGOCHAETA GEN. SP.","ORECTOCHILUS VILLOSUS","PARALEPTOPHLEBIA SP.","PERLODIDAE GEN. SP.","PHYSA FONTINALIS","PHYSELLA ACUTA","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANORBIDAE GEN. SP.","PLATYCNEMIS PENNIPES","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILA SP.","SCIRTIDAE GEN. SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS SP.","SIMULIIDAE GEN. SP.","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","TABANIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","TIPULIDAE GEN. SP.","VALVATA CRISTATA","VALVATA PISCINALIS SSP."
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-13.03.1995","13.03.1995",1995,3,13,0,0,1,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-11.03.2002","11.03.2002",2002,3,11,0,0,3,1,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,10,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-14.03.2005","14.03.2005",2005,3,14,0,0,40,0,10,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-14.03.2012","14.03.2012",2012,3,14,0,0,2,0,60,0,0,1,0,0,0,0,0,80,0,0,0,0,0,3,0,2,0,0,0,0,0,0,50,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,10,0,0,0,0,21,0,0,0,0,19,0,0,0,0,1,0,7,3,0,0,5,0,1,0,0,0,0,11,0,0,0,0,3,3,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-11.04.2013","11.04.2013",2013,4,11,0,0,15,0,75,0,0,0,0,0,0,33,0,333,0,0,0,0,0,5,0,0,0,1,0,0,0,0,74,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,3,0,0,0,50,0,0,0,0,32,0,0,0,0,0,0,8,1,0,0,5,0,0,0,2,0,0,20,0,0,0,0,13,1,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-10.03.2015","10.03.2015",2015,3,10,0,0,18,0,300,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1,0,2,0,0,0,6,0,0,6,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,54,0,0,0,0,0,0,0
"CHE_040_MZB_LO_1","CHE_040_MZB_LO_1-17.03.2018","17.03.2018",2018,3,17,0,0,29,0,9,1,0,7,0,0,0,12,0,108,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,0,0,0,0,8,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,15,0,4,0,0,0,0,0,3,0,0,0,0,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-15.10.1999","15.10.1999",1999,10,15,0,0,0,1,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-18.09.2009","18.09.2009",2009,9,18,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,10,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-18.10.2012","18.10.2012",2012,10,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,6,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-27.10.2015","27.10.2015",2015,10,27,0,0,0,1,14,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,4,0,70,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,1,2,0,1,0,0,0,0,9,0,5,1,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,0,3,0,0,1,0,1,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-02.11.2016","02.11.2016",2016,11,2,0,0,3,0,51,0,0,0,2,2,0,1,0,27,0,0,0,0,0,0,0,0,0,2,4,4,0,0,40,0,3,0,201,0,0,0,0,0,0,8,10,0,0,0,0,2,0,9,5,0,0,0,6,12,0,5,1,0,5,4,8,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-24.10.2018","24.10.2018",2018,10,24,0,0,0,0,4,0,0,0,5,5,0,2,0,26,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,7,0,0,8,1,13,0,8,2,0,0,0,6,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE_040_MZB_LO_10","CHE_040_MZB_LO_10-01.10.2019","01.10.2019",2019,10,1,0,0,0,2,31,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,3,0,0,3,4,0,0,0,43,0,8,0,261,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,0,33,0,1,0,0,0,0,3,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-14.03.1995","14.03.1995",1995,3,14,0,0,0,0,10,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,10,40,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-08.03.2002","08.03.2002",2002,3,8,0,0,3,0,10,0,0,0,1,1,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,10,0,0,20,0,0,10,40,0,0,3,0,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-18.03.2005","18.03.2005",2005,3,18,0,0,3,0,10,0,10,0,3,3,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,10,10,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-14.03.2012","14.03.2012",2012,3,14,0,0,0,0,40,1,0,0,0,0,0,0,0,114,0,0,0,0,0,3,0,0,0,0,0,4,0,0,68,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,4,0,0,0,0,4,0,2,0,0,0,0,6,2,0,0,5,0,6,0,1,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-11.04.2013","11.04.2013",2013,4,11,0,0,0,0,25,0,0,0,0,0,0,58,0,100,0,0,0,0,0,9,0,0,0,0,0,8,0,0,62,5,0,0,4,0,0,0,0,0,0,13,2,0,0,0,0,0,0,8,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-10.03.2015","10.03.2015",2015,3,10,0,0,0,8,180,0,0,0,0,0,0,3,0,200,0,0,0,0,0,6,0,0,0,0,0,5,0,0,24,2,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,4,0,14,0,0,0,0,7,0,0,0,0,0,0,4,1,0,0,28,0,0,0,0,0,0,0,0,1,2,0,10,0,0,0,0,2,0,0
"CHE_040_MZB_LO_2","CHE_040_MZB_LO_2-06.03.2018","06.03.2018",2018,3,6,0,0,0,0,181,0,11,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,31,0,0,0,0,0,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-15.10.1999","15.10.1999",1999,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-18.09.2009","18.09.2009",2009,9,18,0,0,0,3,10,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-18.10.2012","18.10.2012",2012,10,18,1,0,1,0,12,0,0,0,4,4,0,0,0,17,0,2,0,0,0,0,1,0,0,0,7,0,0,0,15,0,17,0,250,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,4,0,3,0,0,0,2,4,0,25,0,0,0,0,7,1,0,0,4,0,5,0,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-27.10.2015","27.10.2015",2015,10,27,0,0,0,1,12,0,0,0,0,0,5,0,0,16,0,0,0,1,0,0,0,0,0,0,0,3,0,0,10,0,12,0,30,0,0,0,0,0,0,0,0,1,0,0,0,3,0,21,5,0,0,0,2,0,0,1,1,0,2,0,3,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,7,0,0,0,0,0,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-02.11.2016","02.11.2016",2016,11,2,0,0,1,0,8,0,0,0,1,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,2,0,50,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,1,0,1,0,6,0,0,0,11,0,5,0,2,0,0,0,0,0,0,2,0,0,0,3,0,8,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-24.10.2018","24.10.2018",2018,10,24,0,0,1,0,8,0,0,0,12,12,0,0,0,16,0,4,0,0,0,0,4,0,0,0,0,0,0,0,9,0,27,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,19,0,0,13,0,0,0,3,16,0,8,5,4,0,3,0,0,23,0,50,0,0,0,4,0,30,0,2,1,0,0,0,11,2,0,0,0,0,3,0,1,0,0
"CHE_040_MZB_LO_3","CHE_040_MZB_LO_3-01.10.2019","01.10.2019",2019,10,1,0,0,0,1,52,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,1,0,0,1,0,1,0,0,34,1,16,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,9,0,0,3,0,0,14,0,46,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,2,0,4,0,1,7,0,0,0,0,0,0,1
