"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACROLOXUS LACUSTRIS","ADICELLA REDUCTA","AESHNA SP.","AGABUS SP.","AGAPETUS SP.","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANACAENA SP.","ANODONTA SP.","APHELOCHEIRUS AESTIVALIS","ASELLUS AQUATICUS","ATHERICIDAE GEN. SP.","ATHRIPSODES SP.","BAETIS SP.","BITHYNIA SP.","BRACHYCENTRUS SP.","BRACHYCERCUS HARRISELLA","BRACHYPTERA SP.","BRYCHIUS ELEVATUS","BRYOZOA GEN. SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CAPNIA SP.","CENTROPTILUM LUTEOLUM","CERACLEA SP.","CERATOPOGONIDAE GEN. SP.","CHAETARTHRIA SEMINULUM","CHELICOROPHIUM SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","CHLOROPERLA SP.","CHRYSOPILUS SP.","CLOEON SP.","COENAGRIONIDAE GEN. SP.","CORBICULA FLUMINEA","CORDULEGASTER SP.","CORDULIA AENEA","CORIXIDAE GEN. SP.","CRENOBIA ALPINA","CRISTATELLA MUCEDO","CULICIDAE GEN. SP.","DENDROCOELUM LACTEUM","DIKEROGAMMARUS HAEMOBAPHES","DIKEROGAMMARUS VILLOSUS","DINOCRAS SP.","DIXA SP.","DIXELLA SP.","DREISSENA POLYMORPHA","DUGESIA SP.","ECDYONURUS SP.","ELECTROGENA UJHELYII","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPEORUS SP.","EPHEMERA SP.","EPHEMERELLA MUCRONATA","EPHEMERELLA NOTATA","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","FREDERICELLA SULTANA","GALBA SP.","GAMMARUS SP.","GERRIS SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GOMPHIDAE GEN. SP.","HABROLEPTOIDES SP.","HABROPHLEBIA SP.","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HAPALOTHRIX LUGUBRIS","HELOPHORUS SP.","HEPTAGENIA SP.","HYDRA SP.","HYDRAENA SP.","HYDROBIUS FUSCIPES","HYDROCHARA CARABOIDES","HYDROMETRA STAGNORUM","HYDROPORINAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","HYDROZOA GEN. SP.","HYPANIA INVALIDA","ILYBIUS SP.","ILYOCORIS CIMICOIDES SSP.","KAGERONIA FUSCOGRISEA","LACCOBIUS BIPUNCTATUS","LACCOPHILUS HYALINUS","LACCOPHILUS MINUTUS","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERUS INTERRUPTUS","LEPTOPHLEBIA MARGINATA","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMONIIDAE GEN. SP.","LIPONEURA CINERASCENS SSP.","LITHOGLYPHUS NATICOIDES","LYPE SP.","MACRONYCHUS QUADRITUBERCULATUS","MICRASEMA SP.","MOLANNA SP.","MUSCULIUM LACUSTRE","MYSTACIDES SP.","NEMATOCERA GEN. SP.","NEMOURA SP.","NEMURELLA PICTETII","NEPA CINEREA","NOTIDOBIA CILIARIS","NOTONECTA SP.","OCHTHEBIUS SP.","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OECETIS SP.","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA RHENANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PACIFASTACUS LENIUSCULUS","PARALEPTOPHLEBIA SUBMARGINATA","PEDICIIDAE GEN. SP.","PEREGRIANA LABIATA","PERLA SP.","PERLODIDAE GEN. SP.","PHYSA FONTINALIS","PHYSELLA ACUTA","PISCICOLIDAE GEN. SP.","PISIDIUM SP.","PLANARIA TORVA","PLANORBIDAE GEN. SP.","PLATAMBUS MACULATUS","PLATYCNEMIS PENNIPES","PLEA MINUTISSIMA SSP.","PLUMATELLA SP.","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMANTHUS LUTEUS","POTAMOPYRGUS ANTIPODARUM","PROASELLUS SP.","PROCLOEON BIFIDUM","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","PTYCHOPTERA SP.","RADIX SP.","RHABDIOPTERYX SP.","RHITHROGENA SP.","RHYACOPHILA SP.","RIOLUS SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SETODES PUNCTATUS","SETODES VIRIDIS","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SIPHONOPERLA SP.","SISYRA SP.","SPHAERIUM SP.","SPONGILLIDAE GEN. SP.","STRATIOMYIDAE GEN. SP.","SYNAGAPETUS DUBITANS","TABANIDAE GEN. SP.","TAENIOPTERYX SP.","TINODES SP.","TIPULIDAE GEN. SP.","TORLEYA MAJOR","UNIO SP.","VALVATA CRISTATA","VALVATA PISCINALIS SSP.","VELIA SP.","VIVIPARUS SP.","ZYGOPTERA GEN. SP."
"GER_069_MZB_LO_16","GER_069_MZB_LO_16-16.03.2020","16.03.2020",2020,3,16,0,0,0,0,0,6,0,0,0,0,0,0,0,32,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,7,0,0,0,0,0,0,0,1,0,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GER_069_MZB_LO_18","GER_069_MZB_LO_18-25.04.2006","25.04.2006",2006,4,25,0,0,0,0,0,0,0,0,0,8,0,0,0,4,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GER_069_MZB_LO_18","GER_069_MZB_LO_18-18.03.2009","18.03.2009",2009,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,0,0,0,0,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,20,1,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_18","GER_069_MZB_LO_18-05.04.2012","05.04.2012",2012,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,30,0,2,0,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_18","GER_069_MZB_LO_18-12.03.2015","12.03.2015",2015,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,16,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,613,0,0,2,1,0,5,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,1,0,5,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_18","GER_069_MZB_LO_18-09.03.2018","09.03.2018",2018,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,81,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-18.06.2007","18.06.2007",2007,6,18,0,0,0,0,0,0,0,0,0,0,0,4,2,25,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,150,0,0,0,40,2,0,0,0,0,0,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-29.05.2008","29.05.2008",2008,5,29,0,0,0,0,0,0,0,0,0,1,3,1,32,90,1,69,0,0,0,1,40,0,0,0,0,1,15,0,0,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,1,1,0,0,100,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,41,16,0,0,0,0,1,0,0,0,0,7,0,0,16,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,2,18,0,0,7,0,0,0,0,0,2,1,0,4,0,0,0,0,0,1,4,1,0,0,0,0,60,0,0,0,0,1,0,0,500,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-03.06.2009","03.06.2009",2009,6,3,0,0,0,0,0,0,0,0,0,2,0,0,8,335,2,175,0,0,0,0,0,0,0,0,0,6,2,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,25,0,0,0,0,0,0,3,35,0,0,120,0,2,0,20,4,0,0,0,0,0,0,4,0,0,0,0,0,0,78,15,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,15,0,0,56,0,0,0,0,0,1,25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,3,0,0,400,0,0,0,207,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-16.05.2013","16.05.2013",2013,5,16,0,0,0,0,0,0,0,0,0,1,1,3,5,250,0,80,0,0,0,0,0,2,2,0,3,0,5,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,90,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,20,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,6,0,0,0,36,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-28.06.2016","28.06.2016",2016,6,28,0,0,0,0,0,0,0,0,0,80,0,1,25,41,3,200,0,0,0,0,0,1,1,0,0,0,2,0,0,3,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,6,0,0,0,1,0,0,0,9,0,0,300,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,1,0,0,4,0,0,0,0,0,1,15,0,3,0,0,0,0,0,2,1,10,0,0,0,0,5,0,1,0,0,0,0,0,25,0,0,0,105,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_2","GER_069_MZB_LO_2-11.06.2019","11.06.2019",2019,6,11,0,0,0,0,0,0,1,0,0,40,0,0,0,30,2,150,0,0,0,0,25,2,2,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,12,0,0,150,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,0,1,0,0,0,0,0,7,1,0,0,1,0,0,1,10,5,1,30,0,1,0,0,0,0,0,0,0,0,0,0,80,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_21","GER_069_MZB_LO_21-21.03.2006","21.03.2006",2006,3,21,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,84,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,23,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_21","GER_069_MZB_LO_21-03.02.2009","03.02.2009",2009,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,99,0,0,0,0,0,61,0,0,0,0,0,0,200,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,3,3,3,0,0,0,0,0,130,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,203,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1,72,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22,207,33,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,26,0,8,0,0,0,0,0,0,0
"GER_069_MZB_LO_21","GER_069_MZB_LO_21-03.04.2012","03.04.2012",2012,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,1,0,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,250,12,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_21","GER_069_MZB_LO_21-23.03.2015","23.03.2015",2015,3,23,0,0,0,0,0,4,0,0,0,0,0,1,0,180,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,200,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,2,1,0,2,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5,2,13,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,25,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,115,37,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"GER_069_MZB_LO_21","GER_069_MZB_LO_21-12.03.2018","12.03.2018",2018,3,12,0,0,0,0,0,1,0,0,0,0,0,0,0,223,0,0,0,1,0,0,0,0,0,17,0,0,5,0,0,0,317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,1,2,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,200,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,2,70,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,20,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GER_069_MZB_LO_22","GER_069_MZB_LO_22-18.04.2006","18.04.2006",2006,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,0,0,0,0,1,3,0,0,160,0,1,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3,3,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,52,0,0,0,13,0,12,4,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,16,0,0,1,0,0,0,53,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"GER_069_MZB_LO_22","GER_069_MZB_LO_22-28.04.2010","28.04.2010",2010,4,28,0,0,0,0,0,0,0,0,0,0,0,8,0,200,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,24,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,3,0,0,6,0,0,0,200,1,0,0,66,0,0,0,0,0,0,0,0,0,10,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,65,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,44,0,10,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,65,0,20,0,10,0,0,8,20,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"GER_069_MZB_LO_22","GER_069_MZB_LO_22-18.04.2013","18.04.2013",2013,4,18,0,0,0,0,0,0,2,0,0,0,0,8,0,200,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,46,0,0,0,3,0,0,2,8,0,0,65,0,1,0,75,0,20,0,0,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,4,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,6,0,20,0,0,0,0,65,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"GER_069_MZB_LO_22","GER_069_MZB_LO_22-30.06.2016","30.06.2016",2016,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_22","GER_069_MZB_LO_22-04.04.2018","04.04.2018",2018,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,5,0,0,130,0,0,0,5,0,13,7,0,0,0,0,0,0,1,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,13,0,0,0,0,0,0,0,0,0,20,0,65,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
"GER_069_MZB_LO_24","GER_069_MZB_LO_24-29.05.2008","29.05.2008",2008,5,29,0,0,0,0,0,0,0,0,0,0,40,0,1,500,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_24","GER_069_MZB_LO_24-09.03.2011","09.03.2011",2011,3,9,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,2,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_24","GER_069_MZB_LO_24-14.03.2012","14.03.2012",2012,3,14,0,0,0,0,0,0,0,0,0,0,22,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,1,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,9,1,0,0,16,0,0,0,0,0,0,1,0,0,4,0,0,0,0,4,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_24","GER_069_MZB_LO_24-02.03.2015","02.03.2015",2015,3,2,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,11,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_069_MZB_LO_24","GER_069_MZB_LO_24-12.03.2018","12.03.2018",2018,3,12,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"GER_069_MZB_LO_25","GER_069_MZB_LO_25-22.06.2005","22.06.2005",2005,6,22,0,0,0,0,0,0,0,0,0,0,0,5,8,68,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,16,0,0,0,16,0,0,2,0,0,0,22,0,2,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,6,0,0,8,9,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,6,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,1,0,0,2,0,16,52,0,0,2,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,16,0,0
