"Unique.ID","Samp.ID","Sampling.date","year","month","day","ACILIUS CANALICULATUS","AESHNA CYANEA","AGABUS SP.","AGAPETUS SP.","ALLOTRICHIA PALLICORNIS","AMPHINEMURA SP.","AMPULLACEANA BALTHICA","ANACAENA GLOBULUS","ANACAENA LUTESCENS","APHELOCHEIRUS AESTIVALIS","AQUARIUS PALUDUM PALUDUM","ASELLUS AQUATICUS","ATHERIX IBIS","ATRICHOPS CRASSIPES","BAETIDAE GEN. SP.","BERAEODES MINUTUS","BRACHYCENTRUS MACULATUS","BRACHYCENTRUS SUBNUBILUS","BRACHYPTERA SP.","CAENIS SP.","CALOPTERYX SP.","CALOPTERYX SPLENDENS","CERATOPOGONIDAE GEN. SP.","CHEUMATOPSYCHE LEPIDA","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORBICULA SP.","CORDULEGASTER BOLTONII","CRENOBIA ALPINA","DENDROCOELUM LACTEUM","DERONECTES LATUS","DICRANOTA SP.","DICTYOGENUS SP.","DIXA SP.","DOLICHOPODIDAE GEN. SP.","DUGESIA SP.","ECDYONURUS SP.","ELECTROGENA UJHELYII","ELMIS SP.","ELODES SP.","EMPIDIDAE GEN. SP.","EPEORUS ASSIMILIS","EPHEMERA SP.","EPHEMERELLA MUCRONATA","EPHEMERELLA NOTATA","EPHYDATIA FLUVIATILIS","ERPOBDELLIDAE GEN. SP.","ESOLUS SP.","GALBA TRUNCATULA","GAMMARUS SP.","GERRIS LACUSTRIS","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMA SP.","GOERIDAE GEN. SP.","GOMPHUS VULGATISSIMUS","HAEMOPIS SANGUISUGA","HALIPLUS SP.","HELOCHARES LIVIDUS","HELOPHORUS FLAVIPES/OBSCURUS","HEPTAGENIA SP.","HYDRA SP.","HYDRAENA SP.","HYDROBIUS FUSCIPES","HYDROPSYCHE SP.","HYDROPTILA SP.","IBISIA MARGINATA","ISOPERLA SP.","ITHYTRICHIA LAMELLARIS","LACCOBIUS STRIATULUS","LEPIDOSTOMA BASALE","LEPIDOSTOMA HIRTUM","LEPTOCERIDAE GEN. SP.","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIBELLULA DEPRESSA","LIBELLULA FULVA","LIMNEPHILIDAE GEN. SP.","LIMNIUS SP.","LIMNOPHORA SP.","LIMONIIDAE GEN. SP.","LIPONEURA BREVIROSTRIS/DECIPIENS/VIMMERI","LIPONEURA DECIPIENS","LIPONEURA VIMMERI","LISPE SP.","LYPE SP.","MICRASEMA LONGULUM","MICRASEMA MINIMUM","MICRONECTA SP.","NEBRIOPORUS ELEGANS","NECTOPORUS SANMARKII","NEMOURA SP.","NEPA CINEREA","NIPHARGUS SP.","NOTIDOBIA CILIARIS","NOTONECTIDAE GEN. SP.","ODELES MARGINATA","ODONTOCERUM ALBICORNE","OECISMUS MONEDULA MONEDULA","OLIGOCHAETA GEN. SP.","OLIGONEURIELLA RHENANA","ORCONECTES LIMOSUS","ORECTOCHILUS VILLOSUS","OULIMNIUS SP.","PEDICIA SP.","PERLIDAE GEN. SP.","PERLODES SP.","PHILOPOTAMUS MONTANUS MONTANUS","PHYSA FONTINALIS","PHYSELLA SP.","PISCICOLA GEOMETRA","PISIDIUM SP.","PLANORBIDAE GEN. SP.","PLATAMBUS MACULATUS","PLATYCNEMIS PENNIPES","POLYCELIS SP.","POLYCENTROPODIDAE GEN. SP.","POTAMOPYRGUS ANTIPODARUM","PROASELLUS COXALIS","PROTONEMURA SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIA PUSILLA","PTYCHOPTERIDAE GEN. SP.","RADIX SP.","RANATRA LINEARIS","RHITHROGENA SP.","RHYACOPHILA SP.","SERICOSTOMA SP.","SERRATELLA IGNITA","SIALIS FULIGINOSA","SIALIS LUTARIA","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SIPHONOPERLA SP.","SPHAERIUM SP.","STAGNICOLA SP.","STRATIOMYIDAE GEN. SP.","SYRPHIDAE GEN. SP.","TABANIDAE GEN. SP.","THEODOXUS FLUVIATILIS SSP.","TINODES SP.","TIPULIDAE GEN. SP.","TORLEYA MAJOR","TURBELLARIA GEN. SP.","UNIO SP.","VELIA SP.","WORMALDIA SP.","ZYGOPTERA GEN. SP."
"GER_047_MZB_LO_14","GER_047_MZB_LO_14-10.03.2005","10.03.2005",2005,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,105,27,0,0,12,0,900,0,0,0,0,0,0,60,0,0,0,0,30,0,111,0,0,81,48,141,0,0,12,12,0,159,0,60,12,21,0,0,0,0,0,0,0,39,0,39,0,0,93,0,0,0,0,0,153,108,0,0,222,69,0,0,0,0,0,0,0,9,0,0,0,0,141,0,0,0,0,0,12,0,12,0,0,21,0,0,12,9,0,0,0,0,33,33,0,0,0,15,0,0,0,0,0,0,0,0,171,12,141,0,0,0,213,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_14","GER_047_MZB_LO_14-02.05.2016","02.05.2016",2016,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,4,0,0,0,0,0,69,0,0,0,0,0,0,5,0,0,0,1,36,0,63,0,0,65,20,20,0,0,3,1,0,200,0,3,76,112,0,0,0,0,0,0,0,8,0,30,0,0,65,0,0,0,3,0,300,12,0,0,16,27,0,0,56,0,9,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,125,0,0,6,0,0,8,0,0,0,0,0,0,6,0,0,0,1,0,0,12,0,0,0,0,0,350,12,65,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_14","GER_047_MZB_LO_14-18.05.2017","18.05.2017",2017,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,55,0,0,0,18,14,0,54,0,0,45,15,28,0,0,5,86,0,100,0,3,0,44,0,0,0,0,0,0,0,6,0,12,0,1,22,0,0,0,0,0,15,30,0,0,52,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,5,0,0,42,0,0,0,0,0,0,26,0,0,0,0,0,0,90,0,0,0,0,0,200,28,15,10,0,0,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GER_047_MZB_LO_14","GER_047_MZB_LO_14-25.03.2018","25.03.2018",2018,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,57,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,0,75,9,0,0,0,6,0,0,861,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,27,0,0,0,0,0,15,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,117,0,0,6,0,0,45,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,216,0,30,0,0,0,48,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_14","GER_047_MZB_LO_14-27.03.2020","27.03.2020",2020,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,93,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,4,9,0,92,0,0,0,0,74,0,0,0,0,0,141,0,0,5,28,0,0,0,0,0,0,0,72,0,12,0,0,33,0,0,2,0,0,106,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78,0,0,0,0,0,24,0,3,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,0,93,3,5,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_15","GER_047_MZB_LO_15-10.03.2005","10.03.2005",2005,3,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,60,0,0,0,0,0,0,0,33,0,117,0,0,0,0,0,0,9,0,0,0,165,9,3,27,0,27,0,12,0,0,0,45,0,0,6,0,15,0,15,0,0,0,0,0,0,0,0,0,174,0,0,9,0,0,9,0,0,0,0,0,0,108,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,3,15,0,0,0,0,0,0,0,12,51,0,0,0,9,0,0,0,21,0,9,0,0,33,9,30,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_15","GER_047_MZB_LO_15-01.05.2008","01.05.2008",2008,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,2,2,0,0,146,0,0,0,0,0,0,0,0,0,0,120,27,0,94,0,3,0,72,0,0,0,15,0,0,157,0,45,0,110,0,0,0,0,0,0,0,6,0,48,0,0,6,0,0,270,0,8,6,0,0,0,30,18,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,20,4,0,0,0,0,0,0,0,9,165,0,0,0,0,84,0,36,0,0,0,0,0,48,24,74,0,0,0,0,0,0,0,0,0,0,0,0,33,6,4,0,0,0,0,0
"GER_047_MZB_LO_15","GER_047_MZB_LO_15-16.04.2014","16.04.2014",2014,4,16,0,0,0,400,0,0,0,6,0,0,0,0,0,0,55,0,0,0,0,0,7,7,6,0,1730,0,0,0,0,0,0,6,0,0,0,39,1,13,621,156,0,0,256,0,0,0,0,0,0,3243,0,90,0,79,0,0,0,0,0,0,0,12,0,45,0,0,0,0,0,115,0,0,0,0,0,0,336,48,0,6,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,34,0,24,0,0,0,6,12,0,0,0,0,0,0,264,8,0,0,0,74,4810,0,6,0,0,86,0,0,182,6,84,0,18,0,0,0,0,0,0,6,0,6,0,18,0,8,0,0,0,0,0
"GER_047_MZB_LO_15","GER_047_MZB_LO_15-24.04.2017","24.04.2017",2017,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,12,12,6,0,147,0,0,0,0,0,0,0,0,0,0,36,0,0,29,12,0,0,103,0,0,0,2,0,0,200,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,144,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,6,0,0,0,0,0,0,0,0,27,0,0,0,0,15,131,0,0,0,0,12,0,0,35,0,12,0,0,0,23,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0
"GER_047_MZB_LO_15","GER_047_MZB_LO_15-26.03.2019","26.03.2019",2019,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,2,2,0,0,73,0,0,0,0,0,0,10,0,0,0,21,25,0,51,0,0,0,53,0,0,0,0,0,0,819,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,13,0,0,4,0,0,18,2,0,0,20,39,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,56,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,21,0,0,0,0,0,0,0,157,6,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"GER_047_MZB_LO_16","GER_047_MZB_LO_16-07.03.2005","07.03.2005",2005,3,7,0,0,0,0,0,0,0,0,0,0,0,123,0,0,849,0,0,0,21,0,0,0,0,0,891,0,0,0,0,0,0,21,0,0,0,12,0,0,51,0,33,9,0,0,0,0,48,0,0,129,0,0,0,3,0,0,0,0,0,0,0,21,0,267,0,0,24,0,0,9,339,0,9,0,0,0,63,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,21,0,0,0,87,0,0,0,0,0,0,0,0,60,0,0,0,0,495,0,0,60,0,0,0,0,9,72,0,0,0,0,525,0,0,12,0,0,0,0,0,0,0,51,0,0,0,0,0
"GER_047_MZB_LO_16","GER_047_MZB_LO_16-03.05.2012","03.05.2012",2012,5,3,0,0,0,0,0,0,0,0,0,0,0,218,0,0,2467,0,0,0,0,0,0,0,19,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,3,108,0,0,133,0,0,0,0,0,0,0,0,0,0,0,12,0,98,0,0,0,0,0,0,13,6,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,75,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_16","GER_047_MZB_LO_16-05.05.2013","05.05.2013",2013,5,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2148,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,216,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,12,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"GER_047_MZB_LO_16","GER_047_MZB_LO_16-15.04.2014","15.04.2014",2014,4,15,0,0,0,0,0,0,0,0,0,0,0,104,0,0,819,0,0,0,0,0,0,0,432,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,30,0,0,0,0,0,51,0,0,91,0,6,0,0,0,0,6,0,0,0,0,0,0,413,0,0,2,0,0,12,19,37,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,114,0,0,0,0,0,0,0,6,0,0,0,0,0,54,0,0,0,0,0,0,0,0,114,0,0,0,0,36,0,6,1,0,0,0,0,0,0,0,228,0,0,0,0,0
"GER_047_MZB_LO_16","GER_047_MZB_LO_16-05.05.2017","05.05.2017",2017,5,5,0,0,0,0,0,0,0,0,0,0,0,43,0,0,146,0,0,0,0,6,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,12,0,51,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,27,38,0,6,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,4,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"GER_047_MZB_LO_17","GER_047_MZB_LO_17-22.03.2005","22.03.2005",2005,3,22,0,0,0,0,0,0,16,0,0,0,0,24,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,400,0,64,0,152,520,0,0,0,0,0,304,0,104,0,120,0,0,0,0,0,0,0,64,0,520,0,0,232,0,0,136,0,0,0,0,0,0,56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,32,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,96,48,152,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_17","GER_047_MZB_LO_17-28.04.2008","28.04.2008",2008,4,28,0,0,0,0,0,0,0,0,0,0,0,77,0,0,740,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,68,0,6,0,0,0,23,164,0,0,18,0,0,225,0,1,0,0,0,0,0,0,0,0,0,5,0,251,0,0,61,0,0,2,0,0,0,0,0,0,84,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_17","GER_047_MZB_LO_17-17.05.2014","17.05.2014",2014,5,17,0,0,0,0,5,0,0,1,2,0,0,14,0,0,258,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,25,0,0,0,75,4,0,202,7,0,0,72,13,0,0,11,0,0,130,0,10,0,240,0,0,0,0,0,0,1,7,0,101,5,0,0,0,0,203,0,35,1,0,0,0,52,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,5,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,145,528,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GER_047_MZB_LO_17","GER_047_MZB_LO_17-04.04.2017","04.04.2017",2017,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,15,65,0,16,2,0,0,3,75,0,0,0,0,0,792,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,0,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"GER_047_MZB_LO_17","GER_047_MZB_LO_17-29.03.2019","29.03.2019",2019,3,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,373,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,135,0,147,0,0,0,20,28,0,0,2,0,0,272,0,4,0,11,0,2,0,0,0,0,0,18,0,24,0,0,26,0,0,0,0,7,6,0,0,0,7,72,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,135,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"GER_047_MZB_LO_18","GER_047_MZB_LO_18-12.04.2005","12.04.2005",2005,4,12,0,0,0,0,0,0,12,0,0,0,0,0,52,0,1136,0,0,0,0,0,0,0,12,0,36,0,0,0,0,0,0,8,0,0,0,0,16,0,112,0,0,0,0,172,0,0,8,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,12,0,0,32,0,0,0,76,36,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,8,0,8,0,0,12,32,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,20,0,0,0,4080,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"GER_047_MZB_LO_18","GER_047_MZB_LO_18-21.04.2008","21.04.2008",2008,4,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,649,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,9,0,15,0,0,2,20,108,0,0,18,0,0,361,0,4,0,0,0,0,0,0,0,0,0,2,0,35,0,0,0,0,0,3,0,0,3,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,31,0,0,0,8,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"GER_047_MZB_LO_18","GER_047_MZB_LO_18-19.05.2014","19.05.2014",2014,5,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1528,0,0,0,0,0,1,1,3,0,303,0,0,0,0,0,0,1,0,0,0,31,8,0,180,26,0,0,26,0,0,0,13,0,0,396,0,8,0,4,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,12,0,0,0,36,13,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,51,0,0,0,0,3,0,0,0,0,0,0,54,0,0,0,0,7,0,0,0,0,0,0,0,0,12,9,112,106,4,0,29,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0
"GER_047_MZB_LO_18","GER_047_MZB_LO_18-21.04.2017","21.04.2017",2017,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,2,0,154,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,120,26,0,0,11,0,0,142,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"GER_047_MZB_LO_18","GER_047_MZB_LO_18-02.04.2019","02.04.2019",2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761,0,0,0,0,0,9,9,0,0,187,2,0,0,0,0,0,6,0,0,0,24,9,0,5,4,0,0,1,2,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,91,0,0,0,0,0,0,0,5,11,0,0,0,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,7,1,0,0,0,0,0,0,0,4,4,2,0,0,18,0,0,0,0,0,0,0,0,11,21,7,0,0,2,55,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
"GER_047_MZB_LO_20","GER_047_MZB_LO_20-10.04.2006","10.04.2006",2006,4,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,24,0,180,0,0,6,0,0,0,18,0,0,0,48,48,0,198,0,24,18,12,420,0,0,0,0,0,378,0,0,24,0,0,0,0,0,0,0,0,0,0,36,0,0,30,0,0,0,0,0,0,12,0,0,36,120,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,54,0,18,0,0,0,12,0,0,72,0,0,0,0,0,30,0,0,36,12,0,0,84,12,0,0,0,0,24,72,54,0,0,0,18,0,12,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"GER_047_MZB_LO_20","GER_047_MZB_LO_20-20.04.2011","20.04.2011",2011,4,20,0,0,0,29,0,0,0,0,0,0,0,0,0,0,595,0,0,0,6,0,0,0,0,0,217,0,0,0,0,0,0,6,0,0,0,0,73,0,9,0,0,35,7,230,0,0,0,0,0,936,0,0,10,6,0,0,0,0,0,0,0,1,0,32,0,0,24,0,0,2,0,0,0,0,0,0,272,99,0,6,0,0,0,0,1,0,247,0,0,0,0,0,0,0,0,0,23,0,19,0,0,0,0,0,0,3,0,0,0,0,30,1,0,0,4,0,0,0,35,0,0,0,0,0,303,23,53,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GER_047_MZB_LO_20","GER_047_MZB_LO_20-17.04.2012","17.04.2012",2012,4,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,218,0,0,0,6,0,1,1,0,0,380,0,0,0,0,0,0,46,0,0,0,25,63,0,178,0,60,16,4,42,0,0,0,0,0,858,0,0,9,24,0,0,0,0,0,0,0,98,0,70,0,0,23,0,0,1,0,0,6,12,0,0,75,708,0,7,0,0,0,0,0,0,889,0,0,1,0,0,0,0,0,0,7,0,51,0,0,0,0,0,0,2,0,0,0,0,30,89,0,0,6,1,0,0,214,6,0,0,0,0,166,36,5,0,1,0,193,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"GER_047_MZB_LO_20","GER_047_MZB_LO_20-04.05.2016","04.05.2016",2016,5,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,200,0,0,0,3,0,0,0,0,0,208,0,0,0,0,0,0,3,0,0,0,20,10,0,63,0,1,30,20,38,0,0,0,0,0,200,0,0,12,12,0,0,0,0,0,0,0,4,0,6,0,0,1,0,0,2,0,0,1,0,0,0,116,59,0,12,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,20,0,35,0,0,0,0,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,93,0,0,0,0,0,200,20,42,27,0,0,73,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"GER_047_MZB_LO_20","GER_047_MZB_LO_20-20.04.2017","20.04.2017",2017,4,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,1486,0,0,0,0,0,0,12,0,0,0,0,122,0,49,0,55,69,2,352,0,0,0,0,0,1424,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,33,0,0,0,0,0,0,6,0,0,878,255,0,0,0,0,0,0,0,14,57,0,0,6,0,0,0,0,0,0,22,0,49,0,0,0,0,0,0,6,6,0,0,0,0,17,0,0,0,0,0,0,187,6,0,0,0,0,385,61,22,0,0,0,214,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"GER_047_MZB_LO_21","GER_047_MZB_LO_21-10.04.2006","10.04.2006",2006,4,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,183,0,0,0,2,0,5,5,0,0,20,0,0,0,0,0,0,0,2,0,0,2,0,0,28,0,0,0,1,0,0,0,2,2,0,38,0,0,0,18,0,0,0,0,0,0,0,1,0,27,0,0,4,0,0,1,26,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,35,1,0,0,0,0
"GER_047_MZB_LO_21","GER_047_MZB_LO_21-03.05.2012","03.05.2012",2012,5,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1256,0,0,0,0,0,3,3,1,0,65,0,0,0,0,4,0,9,0,0,0,1,0,0,813,0,12,0,0,0,0,0,8,0,0,203,0,2,0,77,0,0,0,0,0,0,0,6,0,265,0,0,0,0,0,17,22,6,0,0,0,0,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,31,0,0,0,0,0,0,0,0,138,0,0,0,0,142,0,0,0,0,0,0,0,0,1,0,6,0,0,390,0,0,7,0,0,0,0,0,0,1,21,0,0,0,0,0
"GER_047_MZB_LO_21","GER_047_MZB_LO_21-05.05.2013","05.05.2013",2013,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,12,0,0,0,6,0,0,36,0,0,6,0,0,0,0,12,0,0,132,0,6,0,12,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,6,0,0,0,0,0,24,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"GER_047_MZB_LO_21","GER_047_MZB_LO_21-15.04.2014","15.04.2014",2014,4,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1849,0,0,0,0,0,0,0,12,0,288,0,0,0,0,0,0,6,0,0,0,1,0,0,589,0,18,0,0,0,0,0,3,0,0,2104,0,2,0,19,0,0,0,0,0,0,0,6,0,677,12,0,0,0,0,734,109,0,0,0,0,0,187,373,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,7,24,0,0,0,0,0,0,0,6,12,0,0,0,0,105,0,0,0,0,0,0,0,0,118,138,0,0,0,0,0,0,6,0,0,0,0,0,0,6,85,0,0,0,0,0
