"Unique.ID","Samp.ID","Sampling.date","year","month","day","ADICELLA SP.","ANCYLUS FLUVIATILIS","ANTHOMYIIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATHRIPSODES SP.","BAETIDAE GEN. SP.","BERAEA SP.","BLEPHARICERIDAE GEN. SP.","BOYERIA IRENE","BRACHYPTERA ARCUATA","CAENIS SP.","CALOPTERYX SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORDULEGASTER SP.","CORIXIDAE GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DRUNELLA PARADINASI","DRYOPS SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","ERPOBDELLIDAE GEN. SP.","GERRIS SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GORDIUS SP.","GYRINIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HYDRAENA SP.","HYDROMETRA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MICRASEMA SP.","MYSTACIDES AZUREA","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTONECTA SP.","OLIGOCHAETA GEN. SP.","ONYCHOGOMPHUS SP.","PACIFASTACUS LENIUSCULUS","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS SP.","PHYSIDAE GEN. SP.","PISIDIUM SP.","PLANARIIDAE GEN. SP.","PLATYCNEMIS SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILA SP.","SCIRTIDAE GEN. SP.","SERICOSTOMA SP.","SERRATELLA SP.","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SIPHONOPERLA SP.","TABANIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THREMMA SP.","TIPULIDAE GEN. SP.","VELIIDAE GEN. SP.","WORMALDIA SP."
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-21.06.2016","21.06.2016",2016,6,21,0,8,16,0,0,960,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,40,8,0,0,0,0,0,0,64,0,1,48,222,0,0,0,248,0,1,0,256,60,8,0,0,0,72,0,0,0,0,0,0,0,0,0,0,8,0,8,40,0,40,17,16,49,56,0,24,0,128,0,0,0,8,4,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-12.06.2017","12.06.2017",2017,6,12,0,16,0,10,0,280,0,0,0,0,0,0,0,0,224,0,0,1,8,0,0,0,0,32,40,0,0,0,1,0,0,0,0,9,0,75,8,0,0,48,0,0,8,184,35,29,0,24,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,24,0,1,17,96,78,8,8,56,0,112,0,0,0,24,2,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-04.06.2018","04.06.2018",2018,6,4,0,8,0,2,0,320,0,0,0,11,0,0,0,0,192,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,36,0,0,0,20,0,9,0,72,16,6,0,8,0,8,0,0,1,0,0,0,0,9,0,0,0,0,0,8,0,0,10,56,19,0,0,8,0,152,0,0,0,0,1,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-13.06.2019","13.06.2019",2019,6,13,0,0,0,9,0,336,0,0,0,0,0,0,0,0,520,0,0,1,0,0,0,0,0,32,40,24,0,0,4,1,0,0,0,0,8,134,16,0,0,100,0,0,16,192,26,57,0,24,0,0,0,0,0,0,0,10,0,0,0,0,32,0,0,16,0,3,9,48,17,0,0,8,0,88,0,0,0,0,0,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-16.06.2021","16.06.2021",2021,6,16,0,0,0,9,0,312,8,0,0,0,0,0,0,0,536,0,0,8,0,0,0,0,0,9,8,0,0,0,3,0,0,8,0,0,8,86,0,0,0,14,0,0,0,392,0,24,0,32,0,8,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,16,10,24,9,150,0,136,0,24,0,8,0,0,1,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-30.06.2022","30.06.2022",2022,6,30,0,0,0,0,0,160,0,0,0,0,0,0,0,8,384,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,16,0,8,0,92,8,0,0,45,0,1,16,104,10,10,0,24,0,24,0,0,1,0,0,0,0,0,0,0,0,0,19,8,0,1,11,8,18,32,0,0,0,0,0,0,0,0,2,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-06.06.2024","06.06.2024",2024,6,6,0,8,0,14,0,88,0,0,0,0,0,0,0,0,288,0,0,0,8,0,0,0,0,17,48,0,0,0,3,0,0,16,0,0,32,118,0,0,0,112,0,10,16,168,11,18,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,23,64,19,8,0,24,0,112,0,0,0,0,1,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-25.08.2014","25.08.2014",2014,8,25,0,0,0,17,0,144,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,16,176,0,1,0,6,0,16,16,0,0,0,123,8,0,8,35,0,8,0,176,6,9,0,56,0,8,0,0,0,0,0,17,0,0,0,8,0,0,0,0,0,0,31,0,108,8,0,8,0,0,0,0,0,0,3,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-11.08.2015","11.08.2015",2015,8,11,0,0,0,35,0,176,0,0,0,0,0,0,0,0,48,0,0,0,8,0,0,0,0,9,56,16,0,0,0,0,8,16,0,0,0,168,0,0,8,116,0,0,40,168,7,18,0,0,0,8,0,0,1,0,0,25,0,3,0,0,8,0,0,0,0,1,0,16,146,32,1,0,0,0,0,0,0,1,0,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-23.06.2016","23.06.2016",2016,6,23,0,0,0,1,0,228,0,3,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,16,72,0,0,0,0,0,0,131,0,1,16,198,8,0,0,11,0,0,24,152,20,18,0,152,0,168,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,9,56,123,64,1,0,0,24,0,0,0,0,0,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-08.06.2017","08.06.2017",2017,6,8,0,0,8,1,0,196,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,16,88,0,0,0,0,0,0,32,0,0,0,78,6,0,0,64,0,8,8,178,36,30,0,72,0,16,0,0,0,0,0,39,0,2,0,0,0,0,0,24,0,0,17,48,104,88,0,82,0,62,0,0,0,16,0,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-05.06.2018","05.06.2018",2018,6,5,0,0,0,1,0,160,0,9,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,185,0,0,0,202,0,0,0,40,0,17,16,120,99,11,0,0,0,156,0,0,0,0,0,27,0,0,0,0,0,0,0,8,0,17,0,64,97,8,0,40,0,94,1,0,0,1,0,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-10.06.2019","10.06.2019",2019,6,10,0,0,0,0,0,312,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,104,8,0,0,3,0,0,16,0,0,0,109,8,0,0,44,0,8,64,272,11,64,0,24,0,72,0,0,0,0,0,78,0,0,0,0,8,0,0,0,0,8,1,96,33,26,1,0,0,80,0,0,0,0,0,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-05.06.2020","05.06.2020",2020,6,5,0,0,0,0,0,232,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,144,0,0,8,56,8,0,0,1,0,0,104,336,23,8,0,72,0,8,0,0,2,0,0,38,0,3,0,0,8,0,0,0,0,0,8,123,59,8,0,16,0,0,0,0,8,0,2,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-02.06.2021","02.06.2021",2021,6,2,0,0,0,0,0,416,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,8,40,0,0,0,6,0,0,136,0,0,0,94,0,0,0,2,0,11,64,72,27,30,0,48,0,40,0,0,0,0,0,10,0,0,0,0,8,0,8,8,0,8,8,40,16,0,0,16,0,24,0,0,8,0,3,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-03.06.2022","03.06.2022",2022,6,3,0,0,0,0,0,224,0,16,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,16,0,0,0,138,0,0,0,64,0,0,8,120,0,8,0,8,0,200,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,19,32,10,0,0,56,0,72,1,0,0,0,2,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-06.06.2023","06.06.2023",2023,6,6,0,0,0,0,0,424,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,128,0,0,0,51,0,0,0,56,0,3,96,232,17,43,0,48,0,32,0,0,1,0,0,33,0,0,0,0,0,0,16,16,0,0,1,24,60,80,0,0,0,72,0,0,0,8,3,0
"ESP_060_MZB_LO_22","ESP_060_MZB_LO_22-13.06.2024","13.06.2024",2024,6,13,0,0,0,0,0,88,0,0,0,0,0,0,0,0,320,0,19,8,0,0,0,0,0,0,16,0,0,0,1,0,0,32,0,0,8,35,0,0,0,20,0,9,72,176,21,1,0,72,0,48,0,0,1,0,0,14,0,0,0,0,0,0,8,0,0,0,9,24,30,48,0,16,0,32,0,0,8,0,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-08.05.2014","08.05.2014",2014,5,8,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,50,94,0,0,0,658,0,0,1,0,0,0,156,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-31.05.2016","31.05.2016",2016,5,31,0,1,0,0,0,264,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,1,0,0,0,8,0,0,8,8,8,0,0,0,0,17,0,0,0,1,0,0,0,0,0,144,0,0,0,112,0,0,17,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,0,0,0,0,0,1,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-29.05.2018","29.05.2018",2018,5,29,0,0,0,0,0,516,0,0,0,0,0,0,0,0,688,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,336,16,0,0,0,0,8,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-22.05.2020","22.05.2020",2020,5,22,0,0,0,0,0,140,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,8,0,1,56,0,0,0,104,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-25.05.2021","25.05.2021",2021,5,25,0,0,0,0,0,76,0,0,0,0,0,0,0,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,8,0,1,43,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-01.06.2022","01.06.2022",2022,6,1,0,0,0,0,0,104,0,0,0,0,4,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,16,0,0,0,4,8,0,0,0,2,0,0,0,0,2,12,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,59,0,0,0,0,0,0,0
"ESP_060_MZB_LO_23","ESP_060_MZB_LO_23-03.06.2024","03.06.2024",2024,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,80,8,0,0,1,1,0,0,24,0,2,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-20.08.2014","20.08.2014",2014,8,20,8,8,0,0,0,136,0,0,0,0,0,0,0,0,192,0,3,0,0,0,0,8,0,16,232,0,0,0,9,0,24,16,0,0,0,26,0,0,0,1,0,17,0,384,61,16,0,0,0,8,0,0,0,0,0,18,0,0,0,0,0,0,0,8,0,18,16,8,103,8,1,32,0,0,0,0,0,0,0,26
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-13.08.2015","13.08.2015",2015,8,13,8,1,8,0,0,64,0,0,0,0,0,0,0,0,192,0,0,0,16,0,0,0,0,8,112,0,0,0,0,0,32,8,0,0,0,8,0,0,8,0,0,0,8,306,8,25,0,0,0,0,0,0,1,0,0,44,0,11,0,0,0,0,0,16,0,16,8,16,129,0,0,0,0,0,0,0,0,0,1,0
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-05.06.2018","05.06.2018",2018,6,5,0,0,0,9,0,292,0,0,0,0,0,0,0,16,232,0,0,0,0,0,0,0,0,0,48,24,0,0,0,0,8,8,0,0,0,50,0,0,0,35,0,0,8,168,3,50,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,16,0,0,17,24,51,1,0,16,0,40,0,0,0,0,0,0
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-06.06.2019","06.06.2019",2019,6,6,0,0,0,8,0,376,0,0,0,0,0,0,0,0,392,0,0,0,8,0,0,0,0,0,176,0,0,0,4,0,8,8,0,0,8,138,0,0,0,8,0,8,0,232,84,49,0,0,0,40,0,0,8,0,0,19,0,0,0,0,0,0,0,0,0,9,8,24,17,0,0,0,0,16,0,0,0,0,0,0
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-01.06.2022","01.06.2022",2022,6,1,0,16,0,1,0,208,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,8,8,0,0,0,136,0,0,0,59,0,0,0,184,17,48,0,16,0,0,0,0,1,0,0,19,0,1,0,0,0,0,0,0,0,1,17,48,10,8,0,24,0,40,0,0,0,0,0,0
"ESP_060_MZB_LO_24","ESP_060_MZB_LO_24-03.06.2024","03.06.2024",2024,6,3,0,24,0,8,0,168,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,32,8,0,0,5,0,8,0,0,0,0,83,8,0,0,68,0,0,8,208,39,72,0,0,0,48,0,0,1,0,0,20,0,0,0,0,0,0,0,8,0,0,9,16,18,0,0,96,0,24,0,0,0,2,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-26.08.2014","26.08.2014",2014,8,26,0,0,0,8,0,80,0,0,0,0,0,0,0,0,744,0,0,0,24,0,0,0,0,0,16,0,0,8,2,0,0,0,0,0,8,40,88,0,8,119,0,0,8,824,2,19,0,0,0,128,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,83,16,74,0,0,56,0,0,0,0,0,18,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-20.08.2015","20.08.2015",2015,8,20,0,0,8,1,0,50,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,8,0,0,8,24,0,0,0,59,0,0,17,548,0,9,0,0,0,208,0,0,0,0,0,0,9,0,0,8,16,0,0,0,0,0,44,8,0,0,9,8,0,0,0,0,0,10,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-21.06.2016","21.06.2016",2016,6,21,0,0,0,8,0,470,0,0,0,0,0,0,0,16,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,44,0,0,0,28,0,0,0,1128,22,0,0,0,0,776,0,0,10,0,0,0,0,0,0,0,24,0,8,0,0,1,51,24,52,142,0,0,1,24,1,0,0,8,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-03.08.2017","03.08.2017",2017,8,3,0,0,16,34,0,120,0,0,0,0,0,0,0,0,1648,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,1,112,0,16,48,0,0,0,1756,0,0,0,0,0,183,0,0,4,0,0,0,0,1,0,0,0,0,1,16,0,0,43,32,19,0,0,0,0,0,0,0,0,22,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-22.08.2018","22.08.2018",2018,8,22,0,0,8,10,0,0,0,0,0,0,0,0,0,0,296,0,0,0,8,0,0,0,0,8,56,0,0,0,0,0,0,0,0,0,0,9,0,0,0,192,0,0,8,353,3,0,0,8,0,300,0,0,0,0,0,0,9,0,0,8,8,0,0,0,0,1,19,32,10,0,0,24,0,0,1,0,0,0,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-16.08.2019","16.08.2019",2019,8,16,0,0,0,54,0,48,0,0,0,0,0,0,0,40,624,0,0,0,0,0,0,0,0,8,40,0,0,0,0,0,0,16,0,0,0,0,8,0,8,96,0,0,8,8,19,10,0,0,0,106,0,0,9,0,0,0,0,0,0,0,16,0,0,0,0,9,10,0,27,216,0,16,0,0,19,0,0,0,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-16.06.2021","16.06.2021",2021,6,16,0,0,0,8,0,104,0,0,0,0,0,0,0,0,392,0,1,0,0,0,0,0,0,27,32,0,0,0,3,0,0,0,0,0,24,8,24,0,8,107,0,0,8,472,3,8,0,64,0,208,0,0,0,0,0,0,0,0,0,0,16,0,0,24,0,0,19,16,24,200,0,48,0,16,0,0,0,0,2,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-29.06.2022","29.06.2022",2022,6,29,0,0,0,9,0,56,0,0,0,0,0,0,0,0,200,0,1,0,0,0,0,0,0,0,16,0,0,0,4,8,8,0,0,8,0,24,8,0,0,40,0,0,0,336,44,8,0,0,0,64,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,17,8,8,16,0,40,0,8,1,0,0,0,8,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-18.08.2023","18.08.2023",2023,8,18,0,0,0,27,0,120,0,0,0,0,0,1,0,0,264,0,1,0,0,0,0,0,0,0,56,0,0,0,3,0,0,0,0,0,0,0,8,0,0,18,0,0,24,376,18,8,0,8,0,8,0,0,0,0,0,1,0,0,0,8,0,0,11,0,0,1,0,16,43,0,0,0,0,0,9,0,0,1,0,0
"ESP_060_MZB_LO_25","ESP_060_MZB_LO_25-22.08.2024","22.08.2024",2024,8,22,0,0,0,8,0,0,0,0,0,0,0,0,0,0,216,0,9,0,0,0,0,0,0,9,48,0,0,1,2,0,0,0,0,0,0,8,16,0,0,34,0,0,24,336,17,0,0,0,0,180,0,0,0,0,0,0,9,0,0,8,0,0,9,0,0,0,1,24,17,24,0,32,0,0,2,0,0,3,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-05.06.2014","05.06.2014",2014,6,5,0,0,0,0,0,680,8,8,0,32,0,0,0,0,40,0,9,0,0,0,0,0,0,24,80,0,1,0,0,0,0,56,0,0,16,83,48,0,0,9,0,8,0,88,109,48,0,48,0,72,0,0,0,0,0,0,0,9,0,0,16,0,0,16,0,0,1,24,118,74,8,40,0,96,0,0,0,0,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-20.08.2015","20.08.2015",2015,8,20,0,8,0,0,0,80,0,0,0,0,0,0,0,0,224,0,18,0,0,0,0,0,0,16,96,0,0,0,0,0,8,8,0,10,0,8,72,0,0,9,0,0,256,390,27,34,0,0,0,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,236,8,1,0,0,0,0,0,0,9,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-21.06.2016","21.06.2016",2016,6,21,0,0,0,33,0,480,0,8,0,0,0,0,0,0,240,0,1,0,0,0,0,0,0,24,160,0,0,0,0,0,0,0,0,0,8,91,8,0,0,60,0,0,8,168,38,27,0,8,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,27,48,183,24,8,16,0,168,0,0,0,1,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-12.06.2017","12.06.2017",2017,6,12,0,0,0,9,0,80,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,16,112,0,0,0,1,0,0,8,1,0,16,40,48,0,0,22,0,0,0,568,33,48,0,48,0,48,0,0,0,0,0,8,0,8,0,0,0,0,16,0,0,9,21,0,51,65,1,80,0,56,0,0,0,0,1,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-04.06.2018","04.06.2018",2018,6,4,0,0,0,9,0,332,0,0,0,1,0,0,0,0,112,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,27,24,0,0,19,0,16,0,96,250,78,0,16,0,8,0,0,8,0,0,0,0,0,0,0,8,0,0,56,0,0,8,0,132,8,0,16,0,248,0,0,0,0,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-13.06.2019","13.06.2019",2019,6,13,0,0,0,1,0,120,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,24,136,0,0,0,1,0,0,8,0,0,0,61,56,0,0,17,0,0,0,472,1,48,0,56,0,40,0,0,0,0,0,1,0,16,0,0,0,0,40,0,0,16,11,0,25,49,1,80,0,40,0,0,0,0,1,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-16.06.2021","16.06.2021",2021,6,16,0,0,0,1,0,88,0,0,0,0,0,0,0,0,392,0,1,8,8,0,0,0,0,8,8,0,0,0,4,0,0,0,0,3,8,27,0,0,0,10,0,1,0,392,10,18,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,17,32,26,24,0,272,0,24,0,0,0,0,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-29.06.2022","29.06.2022",2022,6,29,0,0,0,1,0,32,0,0,0,0,0,0,0,0,480,0,0,8,0,0,0,0,0,8,56,0,0,0,2,0,16,0,0,0,0,9,0,0,0,47,0,0,8,280,95,8,0,40,0,16,0,0,0,0,0,1,0,0,0,8,0,0,8,0,0,0,20,8,30,26,0,24,0,16,0,0,0,0,0,0
"ESP_060_MZB_LO_26","ESP_060_MZB_LO_26-06.06.2024","06.06.2024",2024,6,6,0,0,0,16,0,80,0,0,0,0,0,0,0,0,320,0,1,0,0,0,0,0,0,0,16,0,0,0,3,0,0,8,0,0,8,30,16,0,0,36,0,0,0,240,1,9,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,1,27,8,35,72,0,24,0,64,1,0,0,8,0,0
"ESP_060_MZB_LO_3","ESP_060_MZB_LO_3-20.08.2014","20.08.2014",2014,8,20,0,0,0,0,0,104,0,0,0,0,0,0,0,0,64,0,11,0,0,0,0,0,0,16,104,0,84,0,1,0,0,8,1,0,0,16,16,0,25,100,0,0,136,309,12,24,1,16,0,25,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,24,8,88,168,0,0,0,0,1,0,0,1,8,0
"ESP_060_MZB_LO_3","ESP_060_MZB_LO_3-06.08.2015","06.08.2015",2015,8,6,0,1,0,0,0,192,0,0,0,0,0,0,0,0,240,0,3,0,0,0,0,0,0,16,232,0,10,2,10,0,0,0,0,0,0,101,24,0,24,26,0,0,128,448,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,40,270,8,9,0,0,0,1,0,0,1,0,0
"ESP_060_MZB_LO_3","ESP_060_MZB_LO_3-06.06.2019","06.06.2019",2019,6,6,0,0,0,0,0,207,0,0,0,0,0,0,0,4,204,0,0,0,4,0,0,0,0,5,32,0,1,0,16,5,0,24,0,0,0,36,20,0,0,5,8,0,0,156,20,0,0,12,0,20,0,0,0,0,0,7,0,1,0,4,8,0,4,8,0,1,13,53,16,52,0,4,0,4,0,0,0,0,4,0
"ESP_060_MZB_LO_3","ESP_060_MZB_LO_3-01.06.2022","01.06.2022",2022,6,1,0,8,0,0,0,120,0,0,0,0,0,0,0,0,220,0,0,12,0,0,0,0,0,8,8,0,9,0,2,0,0,32,0,0,0,25,0,0,0,1,0,0,0,176,7,9,0,16,0,16,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,9,16,17,8,0,72,0,24,9,0,0,0,0,0
"ESP_060_MZB_LO_3","ESP_060_MZB_LO_3-03.06.2024","03.06.2024",2024,6,3,0,0,0,1,0,254,0,8,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,48,0,1,0,3,0,8,65,0,0,0,86,0,0,0,63,0,0,0,184,30,9,0,16,0,40,0,0,0,0,0,1,0,0,0,0,8,0,16,0,0,1,8,32,33,24,0,104,0,56,0,0,0,0,11,0
"ESP_060_MZB_LO_4","ESP_060_MZB_LO_4-25.08.2014","25.08.2014",2014,8,25,0,0,0,9,0,72,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,8,64,16,0,0,0,0,18,0,0,0,0,57,0,0,0,34,0,24,0,216,0,23,0,16,0,40,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,8,16,8,200,0,1,8,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_4","ESP_060_MZB_LO_4-19.08.2015","19.08.2015",2015,8,19,0,0,0,0,0,72,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,64,8,0,0,0,0,16,24,0,0,0,26,0,0,0,84,0,16,8,176,0,27,0,8,0,8,0,0,0,0,0,23,0,25,0,0,0,0,0,0,0,2,27,17,186,0,1,16,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_4","ESP_060_MZB_LO_4-01.06.2016","01.06.2016",2016,6,1,0,0,0,1,0,262,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,122,0,0,0,41,0,2,16,0,9,70,0,32,0,408,0,0,8,0,0,19,0,8,0,0,0,0,0,56,0,18,18,0,94,8,0,24,0,24,9,0,0,1,0,0
"ESP_060_MZB_LO_4","ESP_060_MZB_LO_4-08.06.2017","08.06.2017",2017,6,8,0,4,0,0,0,208,0,0,0,0,0,0,0,20,556,0,0,0,0,0,0,0,0,4,252,0,0,0,9,0,0,62,0,0,0,88,12,0,4,13,0,0,0,368,18,32,0,0,0,100,0,0,0,0,0,66,0,0,0,0,0,0,0,24,0,12,28,80,154,12,0,36,0,72,0,0,4,0,0,0
"ESP_060_MZB_LO_4","ESP_060_MZB_LO_4-05.06.2018","05.06.2018",2018,6,5,0,0,0,9,0,152,0,0,0,0,0,0,0,0,416,0,0,0,8,0,0,0,0,0,72,0,0,0,0,0,0,18,0,0,0,66,24,0,0,96,0,0,16,0,20,20,0,0,0,248,0,0,0,0,0,27,0,0,0,0,9,0,0,16,0,0,1,24,25,16,0,24,0,26,0,0,8,0,0,0
