"Unique.ID","Samp.ID","Sampling.date","year","month","day","ADICELLA SP.","ANCYLUS FLUVIATILIS","ANTHOMYIIDAE GEN. SP.","ATHERICIDAE GEN. SP.","ATHRIPSODES SP.","BAETIDAE GEN. SP.","BERAEA SP.","BLEPHARICERIDAE GEN. SP.","BOYERIA IRENE","BRACHYPTERA ARCUATA","CAENIS SP.","CALOPTERYX SP.","CAPNIIDAE GEN. SP.","CERATOPOGONIDAE GEN. SP.","CHIRONOMIDAE GEN. SP.","COENAGRIONIDAE GEN. SP.","CORDULEGASTER SP.","CORIXIDAE GEN. SP.","DIXIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.","DRUNELLA PARADINASI","DRYOPS SP.","DUGESIA SP.","DYTISCIDAE GEN. SP.","ELMIDAE GEN. SP.","EMPIDIDAE GEN. SP.","EPHEMERA SP.","ERPOBDELLIDAE GEN. SP.","GERRIS SP.","GLOSSIPHONIIDAE GEN. SP.","GLOSSOSOMATIDAE GEN. SP.","GOERIDAE GEN. SP.","GORDIUS SP.","GYRINIDAE GEN. SP.","HELOPHORUS SP.","HEPTAGENIIDAE GEN. SP.","HYDRAENA SP.","HYDROMETRA SP.","HYDROPHILIDAE GEN. SP.","HYDROPSYCHE SP.","HYDROPTILIDAE GEN. SP.","LEPIDOSTOMA HIRTUM","LEPTOPHLEBIIDAE GEN. SP.","LEUCTRA SP.","LIMNEPHILIDAE GEN. SP.","LIMONIIDAE GEN. SP.","LYMNAEIDAE GEN. SP.","MICRASEMA SP.","MYSTACIDES AZUREA","NEMOURIDAE GEN. SP.","NEPA CINEREA","NOTONECTA SP.","OLIGOCHAETA GEN. SP.","ONYCHOGOMPHUS SP.","PACIFASTACUS LENIUSCULUS","PERLIDAE GEN. SP.","PERLODIDAE GEN. SP.","PHILOPOTAMUS SP.","PHYSIDAE GEN. SP.","PISIDIUM SP.","PLANARIIDAE GEN. SP.","PLATYCNEMIS SP.","POLYCENTROPODIDAE GEN. SP.","PSYCHODIDAE GEN. SP.","PSYCHOMYIIDAE GEN. SP.","RHAGIONIDAE GEN. SP.","RHYACOPHILA SP.","SCIRTIDAE GEN. SP.","SERICOSTOMA SP.","SERRATELLA SP.","SIALIS SP.","SIMULIIDAE GEN. SP.","SIPHLONURUS SP.","SIPHONOPERLA SP.","TABANIDAE GEN. SP.","THAUMALEIDAE GEN. SP.","THREMMA SP.","TIPULIDAE GEN. SP.","VELIIDAE GEN. SP.","WORMALDIA SP."
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-05.07.2017","05.07.2017",2017,7,5,0,0,0,0,0,108,0,0,8,0,0,0,0,4,270,0,6,0,6,0,0,0,0,6,20,4,0,1,2,0,0,0,0,6,0,6,6,0,0,24,0,0,76,160,10,1,0,0,0,6,0,0,0,17,0,0,0,0,0,10,0,0,12,30,0,0,15,0,24,18,0,166,0,0,4,0,0,0,0,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-16.07.2018","16.07.2018",2018,7,16,0,8,0,0,0,414,0,0,1,0,0,0,0,0,424,0,0,0,8,0,0,0,0,9,16,0,0,0,3,0,0,0,0,1,0,21,8,0,16,46,0,8,8,200,12,8,0,0,0,0,0,0,0,9,0,1,0,0,0,16,0,0,0,24,0,0,30,0,26,24,0,56,0,0,0,0,0,0,2,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-12.06.2019","12.06.2019",2019,6,12,0,0,0,16,0,507,0,0,18,0,0,0,0,8,432,0,10,8,0,0,0,0,0,8,0,8,1,0,6,0,0,0,0,2,0,28,0,0,8,100,0,0,0,280,18,0,0,24,8,0,0,0,8,9,0,0,0,0,0,0,0,0,0,24,0,0,44,40,18,40,0,56,0,8,8,0,0,0,2,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-09.06.2020","09.06.2020",2020,6,9,16,0,0,0,0,748,0,0,1,0,0,0,0,32,536,0,0,24,0,0,0,0,0,11,0,0,9,0,11,0,8,0,0,10,0,46,0,0,16,32,0,0,0,448,11,16,0,8,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,8,0,1,12,40,17,35,0,56,0,16,8,0,0,0,0,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-16.06.2021","16.06.2021",2021,6,16,0,8,8,0,0,336,0,0,0,0,0,1,0,0,296,0,2,0,0,0,0,0,0,0,8,0,3,0,6,0,8,0,0,3,0,100,0,0,8,51,0,8,16,376,1,0,0,24,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,8,0,0,33,40,19,11,0,80,4,0,8,0,0,0,8,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-10.06.2022","10.06.2022",2022,6,10,0,16,0,1,0,94,0,8,12,0,0,0,0,0,456,0,1,8,0,0,0,0,0,0,40,0,2,0,2,0,0,0,0,19,0,92,8,0,0,86,0,0,8,264,3,8,0,0,16,0,0,0,0,18,0,0,0,0,0,24,0,0,0,0,0,0,73,24,19,16,0,24,0,0,18,0,0,0,2,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-08.06.2023","08.06.2023",2023,6,8,0,0,0,0,0,235,0,0,1,0,0,0,0,0,248,0,8,0,0,0,0,1,0,0,8,8,0,0,2,8,0,0,0,0,8,1,0,0,8,38,0,0,40,408,0,8,0,0,0,0,0,0,0,27,0,0,0,0,0,8,0,0,9,8,0,0,0,8,8,49,0,64,2,24,1,0,0,0,2,0
"ESP_060_MZB_LO_16","ESP_060_MZB_LO_16-07.06.2024","07.06.2024",2024,6,7,0,8,0,0,0,152,0,0,17,0,0,0,0,0,248,0,1,0,8,0,0,0,0,11,16,0,0,0,2,0,48,0,0,3,16,22,24,0,8,20,0,0,0,264,17,0,0,40,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,24,16,234,0,160,0,8,8,0,0,0,2,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-15.07.2014","15.07.2014",2014,7,15,8,8,0,41,0,176,0,0,8,0,0,0,0,0,288,0,9,0,8,0,0,0,0,48,112,0,1,0,16,0,8,0,0,0,16,50,0,0,16,15,0,0,32,310,58,16,0,312,0,64,0,0,24,0,0,0,0,0,0,0,24,0,0,16,16,0,24,64,296,312,0,0,0,8,8,0,0,0,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-09.07.2015","09.07.2015",2015,7,9,0,0,0,17,0,152,0,0,0,0,0,32,0,0,136,0,12,0,0,0,0,0,0,35,48,0,0,0,0,0,0,0,0,0,16,8,0,0,8,7,0,0,32,48,5,1,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,18,0,121,215,0,8,0,0,0,0,0,9,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-12.07.2016","12.07.2016",2016,7,12,0,16,0,8,0,80,0,0,2,0,0,0,0,0,400,0,3,0,0,0,0,0,0,29,136,0,0,0,1,0,16,0,0,8,16,8,0,0,16,56,0,0,80,352,23,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,42,16,219,91,0,120,0,0,8,0,0,0,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-05.07.2017","05.07.2017",2017,7,5,0,0,0,4,0,46,0,0,2,0,0,0,0,0,202,0,1,0,0,0,0,0,0,4,64,0,0,0,5,0,0,0,0,9,0,10,12,0,0,42,0,0,74,108,7,1,0,98,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,5,6,50,51,0,24,0,4,4,0,0,0,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-16.07.2018","16.07.2018",2018,7,16,0,0,0,1,0,240,0,0,9,0,0,0,0,0,376,0,1,1,8,0,0,0,0,8,0,0,8,0,3,0,0,0,0,3,0,10,8,0,0,20,0,0,16,192,20,9,0,176,0,8,0,0,0,0,0,1,0,0,0,0,16,0,2,16,0,0,76,0,63,1,0,104,0,0,8,0,0,0,1,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-12.06.2019","12.06.2019",2019,6,12,0,16,0,0,0,216,0,8,1,0,0,0,0,0,392,0,1,0,0,0,0,0,0,0,20,24,2,0,4,0,0,0,0,0,0,8,0,0,0,51,0,0,0,140,1,20,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,8,0,42,16,17,32,0,32,0,80,0,0,0,16,3,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-09.06.2020","09.06.2020",2020,6,9,0,0,0,6,8,120,0,10,1,0,0,0,0,0,512,0,0,0,0,0,0,0,0,16,16,0,9,0,11,0,0,0,0,0,0,19,0,0,0,68,0,0,0,232,6,0,0,104,0,0,0,0,0,0,0,1,0,0,0,0,8,0,24,0,8,0,4,72,45,28,0,160,0,16,8,0,0,0,1,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-16.06.2021","16.06.2021",2021,6,16,0,0,0,10,0,64,0,0,0,0,0,0,0,0,424,0,1,8,8,0,0,0,0,8,32,0,11,0,2,0,0,0,0,19,0,1,8,0,0,18,0,0,40,264,40,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,19,40,62,40,0,8,0,8,10,0,0,8,6,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-10.06.2022","10.06.2022",2022,6,10,0,0,0,1,0,84,0,8,0,0,0,0,0,0,312,0,1,16,8,0,0,0,0,17,16,0,10,0,3,0,0,0,0,0,8,33,0,0,0,48,0,0,24,68,23,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,12,32,18,44,0,64,0,27,1,0,0,0,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-08.06.2023","08.06.2023",2023,6,8,0,8,0,11,0,232,0,0,0,0,0,0,0,8,400,0,1,0,8,0,0,0,0,0,8,0,2,0,3,0,0,0,0,0,1,9,0,0,0,17,0,0,32,216,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8,8,0,8,8,68,59,0,24,0,112,1,0,0,0,0,0
"ESP_060_MZB_LO_17","ESP_060_MZB_LO_17-07.06.2024","07.06.2024",2024,6,7,0,0,0,9,8,104,0,0,1,0,0,0,0,0,264,0,1,8,0,0,0,0,0,30,8,0,1,0,9,0,8,0,0,22,16,18,24,0,0,96,0,0,0,200,5,0,0,80,0,24,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,26,96,9,25,0,16,0,48,0,0,0,0,4,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-10.08.2015","10.08.2015",2015,8,10,0,16,0,0,0,96,0,0,16,0,0,19,0,0,400,0,17,0,0,0,0,0,0,0,16,0,0,0,1,0,8,0,0,0,0,64,48,0,0,9,0,16,144,112,1,18,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,0,0,16,0,0,0,0,163,0,0,240,0,0,6,0,0,0,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-07.06.2016","07.06.2016",2016,6,7,0,0,0,0,0,248,0,0,1,0,0,0,0,0,408,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,8,8,0,0,0,25,0,0,0,16,0,0,0,72,36,0,0,32,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,0,96,74,8,0,8,0,33,0,0,0,0,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-15.06.2017","15.06.2017",2017,6,15,0,8,0,0,0,208,0,0,0,0,0,0,0,0,324,0,1,0,0,0,0,0,0,19,132,0,0,0,12,0,24,0,0,0,0,57,44,0,24,132,0,0,0,104,97,8,0,136,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,32,0,8,1,40,100,58,0,200,0,40,20,0,0,1,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-01.06.2018","01.06.2018",2018,6,1,0,0,0,0,0,142,0,0,0,0,0,0,0,0,236,0,1,4,0,0,0,0,0,0,4,8,0,0,3,0,4,8,0,0,0,20,8,0,0,8,0,0,0,24,8,9,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,2,7,0,180,0,10,0,0,0,0,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-12.06.2019","12.06.2019",2019,6,12,0,0,8,0,0,404,0,0,1,0,0,0,0,12,244,0,9,0,0,0,0,0,0,8,12,0,0,0,3,0,8,0,0,0,0,10,12,0,0,54,0,8,8,216,54,17,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,24,0,0,1,28,44,214,0,56,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-16.06.2021","16.06.2021",2021,6,16,0,0,0,0,0,40,0,0,0,0,0,0,0,8,424,0,1,0,0,0,0,0,0,8,8,0,0,0,6,0,48,8,0,0,0,55,24,0,8,40,0,0,0,264,2,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,64,26,8,0,96,0,40,16,0,0,0,3,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-29.06.2022","29.06.2022",2022,6,29,0,8,0,0,0,56,0,0,0,0,0,0,0,0,288,0,3,0,0,0,0,0,0,0,0,0,0,0,2,8,32,0,0,8,0,80,32,0,0,69,0,0,8,192,11,64,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,18,24,10,136,0,24,0,16,9,0,0,0,0,0
"ESP_060_MZB_LO_18","ESP_060_MZB_LO_18-07.06.2024","07.06.2024",2024,6,7,0,0,0,0,0,80,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,16,8,0,0,0,1,0,32,8,0,18,24,9,16,0,0,19,0,0,0,200,1,8,0,8,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,8,9,8,0,88,0,24,8,0,0,0,3,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-23.06.2014","23.06.2014",2014,6,23,0,0,0,9,0,184,0,8,0,0,0,4,0,0,56,0,9,0,0,0,0,0,0,0,112,0,0,0,0,0,56,16,0,0,16,52,0,0,0,12,0,0,8,336,137,8,0,0,0,16,0,0,1,0,0,25,0,0,0,0,16,0,1,8,8,9,1,16,70,32,8,48,0,84,0,0,0,0,4,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-20.08.2015","20.08.2015",2015,8,20,0,0,0,9,0,56,0,0,0,0,0,0,0,0,72,0,2,1,0,0,0,0,0,8,168,8,0,0,3,0,32,0,0,17,0,24,0,0,0,49,0,8,80,256,6,18,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,17,1,24,156,0,1,0,0,0,0,0,0,1,0,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-21.06.2016","21.06.2016",2016,6,21,0,0,0,50,0,256,0,8,0,0,0,0,0,0,48,0,1,1,0,0,0,0,0,41,104,0,0,0,0,0,0,8,0,1,16,40,0,0,8,84,0,14,0,104,28,9,0,16,0,64,0,0,1,0,0,11,0,0,0,0,0,0,8,24,0,8,8,88,9,0,0,0,0,72,0,0,0,1,3,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-01.08.2017","01.08.2017",2017,8,1,0,0,0,73,0,11,0,0,0,0,0,0,0,0,318,0,62,1,0,0,0,0,0,0,63,16,0,0,1,0,3,8,0,1,0,2,8,0,8,2,0,0,2,560,2,0,0,0,0,17,0,0,0,0,0,41,0,0,0,0,24,0,0,24,0,2,8,50,31,0,0,0,0,0,8,0,0,0,0,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-22.08.2018","22.08.2018",2018,8,22,0,0,0,42,0,72,0,0,0,0,0,0,0,0,848,0,4,0,0,0,0,0,0,16,264,0,0,0,3,0,16,0,0,3,0,0,8,0,0,48,0,0,0,624,144,166,0,0,0,33,0,0,1,0,0,35,0,0,0,0,8,0,0,0,0,1,3,64,182,0,17,64,0,0,0,0,0,0,8,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-16.08.2019","16.08.2019",2019,8,16,0,0,0,34,0,48,0,0,0,0,0,0,0,0,264,0,17,0,0,0,0,0,0,8,168,0,0,0,4,8,24,24,0,0,0,32,0,0,0,16,0,0,0,240,11,67,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,1,17,4,52,8,0,0,0,0,0,0,0,1,6,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-27.08.2020","27.08.2020",2020,8,27,0,0,0,18,0,0,0,0,0,0,0,0,0,0,296,0,1,0,0,0,0,0,0,8,160,0,0,0,4,0,0,0,0,11,0,96,16,0,8,90,0,0,0,736,0,28,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,24,57,0,8,40,0,0,8,0,0,2,1,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-25.06.2021","25.06.2021",2021,6,25,0,0,0,9,0,208,0,0,0,0,0,0,0,0,320,0,11,8,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,16,8,30,0,0,1,106,0,0,0,360,18,9,0,16,0,8,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,8,1,8,32,17,8,48,0,24,1,0,0,0,3,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-30.06.2022","30.06.2022",2022,6,30,0,0,0,0,0,80,0,0,0,0,0,0,0,0,344,0,2,0,0,0,0,0,0,8,56,0,0,0,2,8,16,0,0,8,0,70,0,0,8,10,0,0,16,224,43,8,0,16,0,48,0,0,8,0,0,0,0,0,0,0,0,0,9,8,0,1,2,0,18,120,0,0,0,0,0,0,0,1,0,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-28.08.2023","28.08.2023",2023,8,28,0,0,0,9,0,16,0,0,0,0,0,8,0,0,160,0,17,0,0,0,0,0,0,0,88,0,0,0,0,8,8,16,0,0,0,26,0,0,0,18,0,0,16,304,2,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,32,70,0,0,32,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_19","ESP_060_MZB_LO_19-22.08.2024","22.08.2024",2024,8,22,0,0,0,24,0,0,0,0,0,0,0,1,0,8,48,0,8,0,8,0,0,0,0,0,64,0,0,0,8,0,31,0,0,2,0,8,8,0,0,8,0,0,8,176,12,8,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,19,0,32,49,0,0,16,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-25.08.2014","25.08.2014",2014,8,25,0,0,0,26,0,208,0,0,0,0,0,0,0,8,288,0,3,0,0,0,0,0,0,40,552,0,0,0,0,0,0,0,0,0,0,275,0,0,16,93,0,0,8,392,7,23,0,56,0,32,0,0,0,0,0,33,0,0,0,32,0,0,0,0,0,16,60,40,252,128,8,80,0,0,0,0,0,1,0,16
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-14.08.2015","14.08.2015",2015,8,14,0,0,0,11,0,84,0,0,0,0,0,0,0,0,115,0,11,0,8,0,0,0,0,16,48,0,1,0,2,0,0,0,0,0,0,32,0,0,1,59,0,0,24,168,2,4,0,0,0,8,0,0,9,0,0,38,0,0,0,8,0,0,0,0,0,0,1,20,128,8,2,50,0,0,16,0,0,0,1,8
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-23.06.2016","23.06.2016",2016,6,23,0,8,0,9,0,410,0,8,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,9,112,0,9,0,0,0,0,32,0,9,40,200,8,0,0,104,0,0,8,168,47,30,0,8,0,48,0,0,0,0,0,25,0,0,0,24,0,0,0,32,0,0,9,17,278,488,0,40,0,8,9,0,0,0,9,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-08.06.2017","08.06.2017",2017,6,8,0,0,0,33,0,807,0,1,0,0,0,0,0,0,400,0,1,0,0,0,0,0,0,48,168,0,1,0,1,0,0,32,0,0,0,232,32,0,0,91,0,0,0,432,2,49,0,16,0,112,0,0,0,0,0,19,0,0,0,0,0,0,0,64,0,0,51,48,195,50,0,1152,0,48,0,0,0,1,0,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-21.06.2018","21.06.2018",2018,6,21,0,0,0,2,0,190,0,1,0,0,0,0,0,0,440,0,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,1,0,0,0,100,0,0,0,28,0,18,18,232,9,17,0,8,0,80,0,0,1,0,0,9,0,0,0,16,0,0,0,40,0,0,1,16,100,38,0,80,0,40,0,0,0,0,40,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-10.06.2019","10.06.2019",2019,6,10,0,0,0,27,0,256,0,32,0,0,0,0,0,8,424,0,0,0,0,0,0,0,1,16,96,0,0,0,3,0,0,56,0,0,8,41,0,0,1,51,0,0,8,120,25,56,0,0,0,152,0,0,0,0,0,26,0,0,0,8,0,0,0,16,0,10,8,8,120,38,0,0,0,40,0,0,0,0,3,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-05.06.2020","05.06.2020",2020,6,5,0,0,0,37,0,192,0,1,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,9,56,0,0,0,1,0,0,80,0,0,0,24,0,0,0,11,0,0,0,408,9,19,0,16,0,24,0,0,0,0,0,3,0,0,0,8,8,0,0,16,0,9,17,24,59,27,0,24,0,8,0,0,0,0,1,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-02.06.2021","02.06.2021",2021,6,2,0,0,0,32,0,384,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,72,0,0,0,6,0,0,104,0,0,8,158,0,0,0,75,8,10,8,280,81,50,0,24,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,24,0,0,2,32,10,32,0,0,0,48,0,0,0,0,3,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-03.06.2022","03.06.2022",2022,6,3,0,0,0,1,0,160,0,8,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,0,32,0,0,8,64,0,0,0,132,0,0,32,296,50,27,0,8,0,56,0,0,0,0,0,18,0,0,0,0,0,0,0,16,0,0,18,16,19,42,0,24,0,32,0,0,8,0,1,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-06.06.2023","06.06.2023",2023,6,6,0,0,0,10,0,56,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,48,0,0,0,2,0,8,32,0,0,0,10,0,0,0,25,0,8,8,184,53,8,0,0,0,16,0,0,0,0,0,20,0,0,0,0,8,0,8,0,0,1,8,24,114,16,0,16,0,72,8,0,0,0,0,0
"ESP_060_MZB_LO_2","ESP_060_MZB_LO_2-13.06.2024","13.06.2024",2024,6,13,0,8,0,0,0,200,0,0,0,0,0,0,0,8,432,0,1,0,0,0,0,0,0,8,40,0,0,0,3,0,8,64,0,9,8,66,0,0,0,30,0,9,17,256,74,11,0,8,0,0,0,0,0,0,0,19,0,0,0,32,0,0,8,8,0,1,8,24,96,0,0,0,0,32,0,0,8,0,0,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-05.06.2014","05.06.2014",2014,6,5,0,0,0,9,0,426,0,0,0,0,0,0,0,8,296,0,0,8,0,0,0,0,0,1,0,0,34,0,1,16,16,0,0,0,32,179,0,0,0,160,0,0,8,144,29,0,0,0,0,0,0,0,17,8,0,1,0,9,0,0,16,0,8,0,0,8,19,195,40,41,0,40,1,16,8,0,0,8,8,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-10.08.2015","10.08.2015",2015,8,10,0,1,0,0,0,176,0,0,0,0,0,0,0,0,208,0,0,0,8,0,0,0,0,0,16,0,1,0,3,0,0,8,0,1,0,32,0,0,0,87,0,16,144,232,0,0,0,0,0,0,0,1,1,0,0,0,0,19,0,0,16,0,3,0,0,9,52,8,0,0,0,0,0,0,0,0,0,0,0,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-21.06.2016","21.06.2016",2016,6,21,0,8,0,1,0,156,0,0,0,1,0,0,0,8,80,0,3,3,0,0,0,0,0,29,0,0,4,0,2,0,16,0,0,2,40,88,8,0,0,36,0,1,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,9,0,1,0,0,0,10,96,83,16,0,16,0,8,0,0,0,2,6,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-12.06.2017","12.06.2017",2017,6,12,0,0,0,10,0,96,0,0,0,0,0,0,0,4,664,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,15,4,0,4,52,0,1,0,188,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,52,20,4,0,104,0,12,0,0,0,2,0,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-04.06.2018","04.06.2018",2018,6,4,0,0,0,22,0,315,0,0,0,1,0,0,0,8,440,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,8,16,170,16,0,0,10,0,19,18,48,30,1,0,8,0,8,0,0,0,1,0,0,0,9,0,0,16,0,0,0,0,0,3,32,27,0,0,8,0,96,0,0,0,0,0,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-13.06.2019","13.06.2019",2019,6,13,0,9,0,26,0,144,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,0,0,0,8,8,34,0,0,2,70,0,0,0,352,1,8,0,24,0,0,0,0,1,1,1,1,0,8,0,0,0,0,0,0,0,0,17,40,0,8,0,160,8,24,0,0,0,1,0,0
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-15.06.2021","15.06.2021",2021,6,15,0,0,0,9,0,144,0,0,0,0,0,0,0,0,376,0,0,2,0,0,0,0,0,8,8,0,0,0,3,0,0,0,0,4,8,19,0,0,8,43,0,8,24,392,0,24,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,11,72,8,26,0,96,0,8,0,0,0,0,2,56
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-30.06.2022","30.06.2022",2022,6,30,0,8,0,1,0,88,0,0,0,0,0,0,0,0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,8,0,0,2,0,23,0,0,16,5,0,0,9,156,0,1,0,8,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,48,0,0,0,0,0,0,0,136
"ESP_060_MZB_LO_20","ESP_060_MZB_LO_20-06.06.2024","06.06.2024",2024,6,6,0,0,0,0,0,232,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,32,86,0,0,0,21,0,0,8,192,9,17,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,36,48,8,0,0,176,0,8,0,0,0,1,16,26
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-13.06.2014","13.06.2014",2014,6,13,0,8,0,10,0,304,0,0,0,0,0,0,0,8,224,0,0,0,0,0,0,0,0,0,112,0,0,0,1,8,0,16,0,0,16,77,16,0,8,64,0,0,0,432,59,84,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0,17,32,0,10,9,208,153,80,1,0,0,187,0,0,0,1,8,0
"ESP_060_MZB_LO_21","ESP_060_MZB_LO_21-20.08.2015","20.08.2015",2015,8,20,0,0,1,35,0,347,0,0,1,0,0,0,0,0,448,0,1,5,0,0,0,0,0,1,48,0,0,0,0,0,32,0,2,0,16,33,16,0,0,225,0,16,154,368,17,39,0,0,0,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,33,33,180,0,17,0,0,0,0,0,0,1,0,0
