"Filename","Dataset.ID","Unique.ID","country","first.prov","river","latitude","longitude","method","units","st.yr","ed.yr","num.yr","dur.yr"
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_107","Belgium","Marie Anne Eurie Forio","WIMP",51.1113553,4.8068752,"Handnet","abundance",1989,2018,11,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_108","Belgium","Marie Anne Eurie Forio","WIMP L1",51.1020002,4.9080983,"Handnet","abundance",1998,2020,8,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_109","Belgium","Marie Anne Eurie Forio","KLEINE LAAK",51.0825218,4.9865799,"Handnet","abundance",1989,2014,8,26
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_11","Belgium","Marie Anne Eurie Forio","WITBEEK",51.1196984,5.7214918,"Handnet","abundance",1993,2018,7,26
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_110","Belgium","Marie Anne Eurie Forio","SCHERPENBERGLOOP",51.1394641,5.000794,"Handnet","abundance",1996,2022,9,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_111","Belgium","Marie Anne Eurie Forio","MOL NEET",51.1476372,5.0037487,"Handnet","abundance",1991,2020,16,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_112","Belgium","Marie Anne Eurie Forio","ASBEEK",51.1416162,5.2064661,"Handnet","abundance",1996,2022,10,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_113","Belgium","Marie Anne Eurie Forio","KLEINE HOOFDGRACHT",51.1573728,5.1809614,"Handnet","abundance",1992,2022,12,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_115","Belgium","Marie Anne Eurie Forio","KANAAL CHARLEROI-BRUSSEL",50.8080728,4.2979693,"Handnet","abundance",1991,2023,8,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_116","Belgium","Marie Anne Eurie Forio","WOLUWE",50.8551373,4.4458118,"Handnet","abundance",1991,2010,7,20
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_118","Belgium","Marie Anne Eurie Forio","",50.7234354,4.2852926,"Handnet","abundance",1994,2015,8,22
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_119","Belgium","Marie Anne Eurie Forio","",50.9933763,4.5919832,"Handnet","abundance",1992,2014,9,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_12","Belgium","Marie Anne Eurie Forio","MAAS I+II+III",51.1292048,5.8238817,"Handnet","abundance",1989,2013,12,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_120","Belgium","Marie Anne Eurie Forio","DEMER VII",50.9699646,4.7186926,"Handnet","abundance",1991,2021,15,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_121","Belgium","Marie Anne Eurie Forio","DEMER VI",51.0084941,4.9551954,"Handnet","abundance",1996,2008,11,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_122","Belgium","Marie Anne Eurie Forio","DEMER VI",50.9912955,5.0411398,"Handnet","abundance",1991,2016,12,26
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_123","Belgium","Marie Anne Eurie Forio","DEMER L1",50.8473471,5.5007827,"Handnet","abundance",1989,2020,19,32
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_124","Belgium","Marie Anne Eurie Forio","WINGE",50.9630929,4.7199793,"Handnet","abundance",1995,2005,10,11
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_125","Belgium","Marie Anne Eurie Forio","GROTE MOTTE",50.9805634,4.8483569,"Handnet","abundance",1991,2018,10,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_126","Belgium","Marie Anne Eurie Forio","GROTEBEEK - WINTERBEEK",51.0106218,5.0460201,"Handnet","abundance",2009,2023,7,15
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_127","Belgium","Marie Anne Eurie Forio","GROTEBEEK - WINTERBEEK",51.0574713,5.1454912,"Handnet","abundance",1990,2012,11,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_13","Belgium","Marie Anne Eurie Forio","MAAS I+II+III",51.0945091,5.8027274,"Handnet","abundance",1995,2007,7,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_130","Belgium","Marie Anne Eurie Forio","ZWARTEBEEK",50.9899947,5.0653776,"Handnet","abundance",1991,2007,11,17
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_131","Belgium","Marie Anne Eurie Forio","ZWARTEBEEK L1",51.0845752,5.2865829,"Handnet","abundance",1994,2020,10,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_134","Belgium","Marie Anne Eurie Forio","VELPE",50.9498623,5.1155864,"Handnet","abundance",1993,2005,11,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_135","Belgium","Marie Anne Eurie Forio","VELPE",50.8685625,4.9816038,"Handnet","abundance",1989,2000,8,12
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_136","Belgium","Marie Anne Eurie Forio","VELPE L1",50.8454075,4.8819062,"Handnet","abundance",1993,2016,14,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_137","Belgium","Marie Anne Eurie Forio","MOERVAART",51.1011698,4.0057001,"Handnet","abundance",1992,2004,9,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_138","Belgium","Marie Anne Eurie Forio","LANGELEDE",51.1697601,3.8483916,"Handnet","abundance",1992,2022,13,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_139","Belgium","Marie Anne Eurie Forio","GROTE GETE + BORGGRACHT",50.7891246,4.9189883,"Handnet","abundance",1994,2021,10,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_14","Belgium","Marie Anne Eurie Forio","MAAS I+II+III",50.8887984,5.6823002,"Handnet","abundance",1989,2010,11,22
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_140","Belgium","Marie Anne Eurie Forio","GROTE GETE + BORGGRACHT",50.7704806,4.895336,"Handnet","abundance",2001,2019,7,19
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_142","Belgium","Marie Anne Eurie Forio","MOMBEEK",50.8852738,5.352751,"Handnet","abundance",1990,2014,15,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_143","Belgium","Marie Anne Eurie Forio","WATERGANG VAN DE MOERBEKEPOLDER",51.2156366,3.9228322,"Handnet","abundance",1992,2020,16,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_145","Belgium","Marie Anne Eurie Forio","WATERGANG VAN DE MOERBEKEPOLDER",51.2219466,3.9228292,"Handnet","abundance",1992,2005,9,14
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_146","Belgium","Marie Anne Eurie Forio","STIEMER",50.9582301,5.4719882,"Handnet","abundance",1993,2023,16,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_148","Belgium","Marie Anne Eurie Forio","",50.9088896,5.555123,"Handnet","abundance",1989,2002,9,14
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_149","Belgium","Marie Anne Eurie Forio","",51.2339242,3.9859122,"Handnet","abundance",1992,2005,10,14
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_15","Belgium","Marie Anne Eurie Forio","ABEEK",51.125738,5.811887,"Handnet","abundance",1989,2013,11,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_152","Belgium","Marie Anne Eurie Forio","",50.8318202,4.6422872,"Handnet","abundance",1992,2010,7,19
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_153","Belgium","Marie Anne Eurie Forio","IJSSE",50.8163592,4.6340093,"Handnet","abundance",1994,2017,7,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_154","Belgium","Marie Anne Eurie Forio","IJSE L1",50.7640568,4.4265118,"Handnet","abundance",1994,2012,7,19
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_156","Belgium","Marie Anne Eurie Forio","NETHEN",50.7976574,4.6432229,"Handnet","abundance",1994,2022,8,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_157","Belgium","Marie Anne Eurie Forio","LAAN",50.7917737,4.6334307,"Handnet","abundance",1994,2023,11,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_158","Belgium","Marie Anne Eurie Forio","LAAN",50.7342728,4.5557348,"Handnet","abundance",1992,2013,8,22
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_159","Belgium","Marie Anne Eurie Forio","ZELEBEEK",51.086519,4.0303049,"Handnet","abundance",1993,2019,8,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_16","Belgium","Marie Anne Eurie Forio","ABEEK",51.1376985,5.7660702,"Handnet","abundance",1995,2018,7,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_160","Belgium","Marie Anne Eurie Forio","",51.1038921,4.1197568,"Handnet","abundance",1989,2005,8,17
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_161","Belgium","Marie Anne Eurie Forio","DENDER V",51.0373126,4.0772099,"Artificial substrate","abundance",1989,2022,23,34
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_162","Belgium","Marie Anne Eurie Forio","KANAAL VAN BRUGGE NAAR SLUIS",51.22718,3.2452575,"Artificial substrate","abundance",1991,2007,12,17
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_163","Belgium","Marie Anne Eurie Forio","DENDER I",50.7618301,3.8668974,"Handnet","abundance",1990,2017,7,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_164","Belgium","Marie Anne Eurie Forio","VONDELBEEK L1",50.9920175,4.1481385,"Handnet","abundance",1999,2021,8,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_165","Belgium","Marie Anne Eurie Forio","OUDE DENDER",51.016543,4.0825975,"Handnet","abundance",1998,2021,7,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_166","Belgium","Marie Anne Eurie Forio","GROOTEBEEK",50.9963375,4.0761395,"Handnet","abundance",1992,2023,9,32
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_167","Belgium","Marie Anne Eurie Forio","ZUIDLEDE",51.1372354,3.9701579,"Handnet","abundance",1992,2021,11,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_168","Belgium","Marie Anne Eurie Forio","ZUIDLEDE",51.1483519,3.8290506,"Handnet","abundance",1994,2021,9,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_169","Belgium","Marie Anne Eurie Forio","",50.8395635,3.9058927,"Handnet","abundance",1994,2005,9,12
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_170","Belgium","Marie Anne Eurie Forio","MOLENBEEK - PACHTBOSBEEK",50.808006,3.9529944,"Handnet","abundance",1998,2020,11,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_171","Belgium","Marie Anne Eurie Forio","MOLENBEEK - PACHTBOSBEEK L1",50.8111366,3.9010356,"Handnet","abundance",1998,2022,12,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_172","Belgium","Marie Anne Eurie Forio","MOLENBEEK - KALSTERBEEK",50.7702099,3.8671909,"Handnet","abundance",1998,2020,8,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_174","Belgium","Marie Anne Eurie Forio","",50.762074,3.7713039,"Handnet","abundance",1994,2013,9,20
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_175","Belgium","Marie Anne Eurie Forio","MARK (Denderbekken)",50.7390259,3.8697892,"Handnet","abundance",1998,2022,8,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_176","Belgium","Marie Anne Eurie Forio","",50.7467403,3.9212562,"Handnet","abundance",1992,2006,7,15
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_177","Belgium","Marie Anne Eurie Forio","MARK (Denderbekken)",50.7261637,4.0255651,"Handnet","abundance",1998,2015,9,18
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_179","Belgium","Marie Anne Eurie Forio","KALKENSE VAART",51.0182697,3.9234259,"Handnet","abundance",1997,2023,8,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_18","Belgium","Marie Anne Eurie Forio","ABEEK",51.1792437,5.631052,"Handnet","abundance",1989,2011,10,23
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_180","Belgium","Marie Anne Eurie Forio","",51.030921,3.8661555,"Handnet","abundance",1994,2005,8,12
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_181","Belgium","Marie Anne Eurie Forio","",51.2113909,3.8155855,"Handnet","abundance",1992,2005,10,14
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_182","Belgium","Marie Anne Eurie Forio","LEOPOLDKANAAL II",51.3254606,3.2293991,"Handnet","abundance",1989,2010,11,22
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_183","Belgium","Marie Anne Eurie Forio","KLEINE A - WILDERTSE BEEK",51.4820836,4.473607,"Handnet","abundance",1990,2002,8,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_184","Belgium","Marie Anne Eurie Forio","KLEINE A - WILDERTSE BEEK",51.4559123,4.4830852,"Handnet","abundance",1990,2023,8,34
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_185","Belgium","Marie Anne Eurie Forio","KLEINE A - WILDERTSE BEEK",51.3978239,4.4846512,"Handnet","abundance",1992,2016,8,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_186","Belgium","Marie Anne Eurie Forio","KANAAL BOSSUIT-KORTRIJK - Leiebekken",50.830708,3.2870214,"Handnet","abundance",1989,2023,11,35
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_187","Belgium","Marie Anne Eurie Forio","KANAAL BOSSUIT-KORTRIJK - Bovenscheldebekken",50.7522711,3.4094697,"Artificial substrate","abundance",1990,2021,17,32
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_188","Belgium","Marie Anne Eurie Forio","",51.476155,4.4977147,"Handnet","abundance",1991,2007,8,17
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_189","Belgium","Marie Anne Eurie Forio","WEERIJSEBEEK",51.4211058,4.6411677,"Handnet","abundance",1990,2022,15,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_19","Belgium","Marie Anne Eurie Forio","ABEEK",51.1638018,5.5906576,"Handnet","abundance",1989,2019,10,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_190","Belgium","Marie Anne Eurie Forio","VEURNE AMBACHT POLDER WATERLOPEN",51.1248474,2.767412,"Artificial substrate","abundance",1995,2020,9,26
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_191","Belgium","Marie Anne Eurie Forio","VEURNE AMBACHT POLDER WATERLOPEN",51.1151875,2.751316,"Handnet","abundance",1990,2018,9,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_193","Belgium","Marie Anne Eurie Forio","",51.08968,2.6208517,"Handnet","abundance",1990,2011,9,22
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_194","Belgium","Marie Anne Eurie Forio","SLUISKENSVIJVER",51.4203405,4.6494432,"Handnet","abundance",1990,2019,7,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_195","Belgium","Marie Anne Eurie Forio","BERGENVAART",51.0059443,2.5832157,"Handnet","abundance",1990,2018,7,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_196","Belgium","Marie Anne Eurie Forio","BERGENVAART",50.9965182,2.5783027,"Artificial substrate","abundance",1995,2021,7,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_197","Belgium","Marie Anne Eurie Forio","WEHAGENBEEK",51.4168515,4.642537,"Handnet","abundance",1992,2019,9,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_198","Belgium","Marie Anne Eurie Forio","ZWALM",50.8853835,3.6863154,"Handnet","abundance",1989,2017,14,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_199","Belgium","Marie Anne Eurie Forio","ZWALMBEEK",50.8236242,3.7740711,"Handnet","abundance",1993,2022,10,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_2","Belgium","Marie Anne Eurie Forio","WARMBEEK",51.3030486,5.4871359,"Handnet","abundance",1989,2005,10,17
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_20","Belgium","Marie Anne Eurie Forio","ZWARTESLUISBEEK",51.2694412,3.7540002,"Handnet","abundance",1994,2020,10,27
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_200","Belgium","Marie Anne Eurie Forio","MARK (Maas)",51.5050592,4.7810662,"Handnet","abundance",1990,2022,18,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_201","Belgium","Marie Anne Eurie Forio","",50.7811555,3.7462895,"Handnet","abundance",1998,2021,8,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_202","Belgium","Marie Anne Eurie Forio","",50.7917006,3.7599646,"Handnet","abundance",1994,2021,10,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_203","Belgium","Marie Anne Eurie Forio","",50.7763516,3.7240641,"Handnet","abundance",1993,2013,8,21
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_204","Belgium","Marie Anne Eurie Forio","MARK (Maas)",51.4452341,4.7472234,"Handnet","abundance",1990,2022,12,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_205","Belgium","Marie Anne Eurie Forio","MARK (Maas)",51.4309012,4.7657261,"Handnet","abundance",1990,2022,10,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_206","Belgium","Marie Anne Eurie Forio","MARK (Maas)",51.4174412,4.7699805,"Handnet","abundance",1990,2022,16,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_208","Belgium","Marie Anne Eurie Forio","MARK L1",51.3811923,4.8272047,"Handnet","abundance",1990,2022,10,33
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_209","Belgium","Marie Anne Eurie Forio","ZWARTE SPIEREBEEK",50.7207141,3.3644229,"Artificial substrate","abundance",1992,2023,27,32
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_21","Belgium","Marie Anne Eurie Forio","BOSBEEK",51.1036103,5.807662,"Handnet","abundance",1991,2006,8,16
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_210","Belgium","Marie Anne Eurie Forio","GROTE SPIEREBEEK",50.7279684,3.3466331,"Handnet","abundance",1992,2020,15,29
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_211","Belgium","Marie Anne Eurie Forio","OUDE KALE",51.0832227,3.6207068,"Handnet","abundance",1994,2017,9,24
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_212","Belgium","Marie Anne Eurie Forio","",51.4993694,4.7965237,"Handnet","abundance",1990,2010,10,21
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_214","Belgium","Marie Anne Eurie Forio","NEERSCHUURBEEK",51.029337,3.5206662,"Handnet","abundance",1994,2007,7,14
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_215","Belgium","Marie Anne Eurie Forio","REIGERBEEK",51.0215649,3.4643779,"Handnet","abundance",1996,2014,7,19
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_216","Belgium","Marie Anne Eurie Forio","WANTEBEEK",51.0543461,3.4338915,"Handnet","abundance",1989,2020,9,32
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_217","Belgium","Marie Anne Eurie Forio","BLAUWPUTTEN EN LEILOOP",51.4971168,4.7535369,"Handnet","abundance",1992,2019,14,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_218","Belgium","Marie Anne Eurie Forio","AFLEIDINGSKANAAL van de LEIE/SCHIPDONKKANAAL I",51.0736602,3.5689775,"Artificial substrate","abundance",1998,2013,8,16
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_22","Belgium","Marie Anne Eurie Forio","BOSBEEK",51.10264,5.8039194,"Handnet","abundance",1989,2006,10,18
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_220","Belgium","Marie Anne Eurie Forio","HEERLESE LOOP",51.4849152,4.7741499,"Handnet","abundance",1990,2019,7,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_221","Belgium","Marie Anne Eurie Forio","BURGGRAVENSTROOM",51.1677947,3.692657,"Handnet","abundance",1992,2022,11,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_222","Belgium","Marie Anne Eurie Forio","BRAKELEIKEN + LIEVE",51.1460373,3.6464116,"Handnet","abundance",1992,2017,9,26
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_223","Belgium","Marie Anne Eurie Forio","KANAAL LEUVEN-DIJLE",51.0543371,4.4335063,"Handnet","abundance",1991,2021,8,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_224","Belgium","Marie Anne Eurie Forio","KANAAL LEUVEN-DIJLE",50.8879282,4.7061421,"Handnet","abundance",1994,2021,8,28
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_225","Belgium","Marie Anne Eurie Forio","ALBERTKANAAL - Benedenscheldebekken",51.2388778,4.4259044,"Handnet","abundance",1994,2018,12,25
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_226","Belgium","Marie Anne Eurie Forio","MERKSKE L1",51.4159616,4.8466368,"Handnet","abundance",1990,2019,9,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_227","Belgium","Marie Anne Eurie Forio","ALBERTKANAAL - Netebekken",51.1589064,4.8614698,"Handnet","abundance",1994,2006,8,13
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_228","Belgium","Marie Anne Eurie Forio","ALBERTKANAAL - Netebekken",51.0977907,5.1088576,"Artificial substrate","abundance",1991,2005,8,15
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_229","Belgium","Marie Anne Eurie Forio","MERKSKE L1",51.4071977,4.8707473,"Handnet","abundance",1990,2019,11,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_23","Belgium","Marie Anne Eurie Forio","BOSBEEK",51.0767058,5.6737656,"Handnet","abundance",1990,2019,8,30
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_230","Belgium","Marie Anne Eurie Forio","ALBERTKANAAL - Maasbekken",50.8092596,5.6723018,"Handnet","abundance",1992,2022,10,31
"BEL_005_MZB_LO.csv","BEL_005_MZB_LO","BEL_005_MZB_LO_232","Belgium","Marie Anne Eurie Forio","LEYLOOP",51.4871821,5.0331371,"Handnet","abundance",1990,2018,14,29
