"name","taxon","aqem","gen","sp","spear_yes","spear_no","mod_holo","mod_mero","tachalt_low","tachalt_pie","tachalt_alt","tachaqua_egg","tachaqua_larva","tachaqua_nymph","tachaqua_adult","current_lib","current_lip","current_lrp","current_rlp","current_rhp","current_rhb","current_ind","tachcurr_null","tachcurr_slow","tachcurr_medium","tachcurr_fast","tachdisp_aquapass","tachdisp_aquaact","tachdisp_aerpass","tachdisp_aeract","tachfeed_abs","tachfeed_dpf","tachfeed_shr","tachfeed_scr","tachfeed_fif","tachfeed_pie","tachfeed_pre","tachfeed_par","feeding_gra","feeding_min","feeding_xyl","feeding_shr","feeding_gat","feeding_aff","feeding_pff","feeding_pre","feeding_par","feeding_oth","tachfood_mior","tachfood_detl1","tachfood_dpg1","tachfood_limi","tachfood_lima","tachfood_dag1","tachfood_lmic","tachfood_lmac","tachfood_vert","tachlifedur_less1","tachlifedur_gr1","tachloco_flr","tachloco_ssw","tachloco_wsw","tachloco_crw","tachloco_bur","tachloco_int","tachloco_tat","tachloco_pat","locomotion_sws","locomotion_swd","locomotion_bub","locomotion_spw","locomotion_ses","locomotion_oth","tachlongdist_cr","tachlongdist_er","tachlongdist_mr","tachlongdist_hr","tachlongdist_ep","tachlongdist_mp","tachlongdist_est","tachlongdist_out","tachsize_less0.25","tachsize_0.25to0.5","tachsize_0.5to1","tachsize_1to2","tachsize_2to4","tachsize_4to8","tachsize_gr8","microhab_arg","microhab_pel","microhab_psa","microhab_aka","microhab_lit","microhab_phy","microhab_pom","microhab_oth","tachph_less4","tachph_4to4.5","tachph_4.5to5","tachph_5to5.5","tachph_5.5to6","tachph_gr6","tachrepcyc_less1","tachrepcyc_one","tachrepcyc_gr1","tachrepro_ovo","tachrepro_fie","tachrepro_cie","tachrepro_fic","tachrepro_frc","tachrepro_vec","tachrepro_tec","tachrepro_ase","tachresist_egg","tachresist_coc","tachresist_hou","tachresist_did","tachresist_non","tachrespir_teg","tachrespir_gil","tachrespir_pls","tachrespir_spi","tachrespir_ves","tachsal_frw","tachsal_brw","tachsap_x","tachsap_o","tachsap_b","tachsap_a","tachsap_p","streamzone_euc","streamzone_hyc","streamzone_erh","streamzone_mrh","streamzone_hrh","streamzone_epo","streamzone_mpo","streamzone_hpo","streamzone_lit","streamzone_pro","tachsub_fbcp","tachsub_grvl","tachsub_sand","tachsub_silt","tachsub_macp","tachsub_micp","tachsub_twro","tachsub_odli","tachsub_mud","tachtemp_psy","tachtemp_the","tachtemp_eut","tachtransdist_rich","tachtransdist_bcsa","tachtransdist_ppdsa","tachtransdist_mapb","tachtransdist_tmpw","tachtransdist_lake","tachtransdist_gw","tachtroph_oli","tachtroph_meso","tachtroph_eu","adspan_less1wk","adspan_gr1wk","adspan_gr1mon","adspan_gr1yr","fmwing_less5","fmwing_5to10","fmwing_10to15","fmwing_15to20","fmwing_20to30","fmwing_30to40","fmwing_40to50","fmwing_gr50","wingpair_no","wingpair_1halt","wingpair_1hind","wingpair_1elhe","wingpair_2","fecund_less100","fecund_100to1000","fecund_1000to3000","fecund_gr3000","drift_rare","drift_occ","drift_freq"
"DICRANOTA SP.","DICRANOTA SP.",4955,"DICRANOTA","SP.",0,1,0,1,3,1,1,2,2,0,0,0,0,0,1,0,0,0,1,2,1,1,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,2,2,0,0,0,0,0,0,10,0,0,1,1,1,1,0,0,1,0,0,0,0,1,3,2,0,0,4,0,0,0,2,4,0,1,1,3,3,3,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,NA,NA,NA,NA,NA,0,0,1,3,3,1,0,0,2,0,2,3,3,2,1,0,1,3,2,1,0,1,0,3,2,2,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DICTYOGENUS SP.","DICTYOGENUS SP.",4968,"DICTYOGENUS","SP.",1,0,0,1,1,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,2,3,2,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,3,1,0,0,1,4,4,1,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,2.33333333333333,1,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0.5,2.5,0.166666666666667,0,3,0,0
"DIKEROGAMMARUS HAEMOBAPHES","DIKEROGAMMARUS HAEMOBAPHES",7854,"DIKEROGAMMARUS","HAEMOBAPHES",0,1,1,0,3,0,0,3,3,0,3,0,0,0,1,0,0,0,1,3,2,0,2,2,0,0,0,0,4,1,0,0,1,0,1,0,0,2,2,0,0,3,0,2,0,1,2,3,1,2,2,5,0,3,0,0,0,3,2,0,1,0,0,0,4,0,6,0,0,0,0,0,0,3,5,5,1,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,3,2,2,3,0,5,2,0,0,5,0,5,3,0,0,1,3,4,4,0,0,0,2,0,0,2,2,0,0,1.33333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,1,0.333333333333333,0,1,3,1.33333333333333
"DIKEROGAMMARUS SP.","DIKEROGAMMARUS SP.",8961,"DIKEROGAMMARUS","SP.",0,1,1,0,3,0,0,3,3,0,3,0,0,0,1,0,0,0,1,3,2,0,2,2,0,0,0,0,4,1,0,0,1,0,1,0,0,2,2,0,0,3,0,2,0,1,2,3,1,2,2,5,0,3,0,0,0,3,2,0,1,0,0,0,4,0,6,0,0,0,0,0,0,3,5,5,1,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,4,3,3,0,0,5,2,0,0,5,0,5,3,0,0,1,3,4,4,0,0,0,2,0,0,2,2,0,0,1.33333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,1,0.333333333333333,0,1,3,1.33333333333333
"DIKEROGAMMARUS VILLOSUS","DIKEROGAMMARUS VILLOSUS",7517,"DIKEROGAMMARUS","VILLOSUS",0,1,1,0,3,0,0,3,3,0,3,0,0,0,0,1,0,0,1,3,2,0,2,2,0,0,0,0,4,1,0,0,1,0,1,0,0,2,2,0,0,3,0,2,0,1,2,3,1,2,2,5,0,3,0,0,0,3,2,0,1,0,0,0,4,0,6,0,0,0,0,0,0,3,5,5,1,0,0,0,0,3,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,4,3,3,0,0,5,2,0,0,5,0,5,3,0,0,1,3,4,4,0,0,0,2,0,0,2,2,0,0,1.33333333333333,2,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,1,0.333333333333333,0,1,3,1.33333333333333
"DINA LINEATA","DINA LINEATA",4973,"DINA","LINEATA",0,1,1,0,3,0,0,3,3,0,2,0,0,1,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,3,0,1,3,0,0,0,4,1,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,3,3,3,1,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,1,3,0,1,0,0,0,3,0,0,2,2,0,0,3,0,1,1,3,4,1,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,1,0
"DINA PUNCTATA","DINA PUNCTATA",4974,"DINA","PUNCTATA",0,1,1,0,3,0,0,3,3,0,2,0,1,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,3,0,1,3,0,0,0,4,1,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,3,3,3,1,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,1,4,4,1,0,0,0,1,0,0,0,3,0,0,2,2,0,0,3,0,1,1,3,4,1,0,0,3,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,3,1,0
"DINOCRAS CEPHALOTES","DINOCRAS CEPHALOTES",4978,"DINOCRAS","CEPHALOTES",1,0,0,1,3,2,1,3,3,0,0,0,0,0,0,1,0,0,0,1,3,3,1,2,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,1,4,3,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,6,0,3,0,0,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,2,0,0,2,1,0,3,0,0,0,3,0,1,3,0,0,0,0,1,2,4,2,1,0,0,0,0,4,1,1,0,2,0,0,0,1,1,0,2,4,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,2,0,3,0,0
"DINOCRAS MEGACEPHALA","DINOCRAS MEGACEPHALA",4981,"DINOCRAS","MEGACEPHALA",1,0,0,1,3,2,1,3,3,0,0,0,0,0,0,1,0,0,0,1,3,3,1,2,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,1,4,3,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,6,0,3,0,0,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,2,0,0,2,1,0,3,0,0,0,3,0,1,3,0,0,0,0,0,0,8,2,0,0,0,0,0,4,1,1,0,2,0,0,0,1,1,0,2,4,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,2,0,3,0,0
"DINOCRAS SP.","DINOCRAS SP.",4982,"DINOCRAS","SP.",1,0,0,1,3,2,1,3,3,0,0,0,0,0,0,1,0,0,0,1,3,3,1,2,0,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,1,4,3,3,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,6,0,3,0,0,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,2,0,0,2,1,0,3,0,0,0,3,0,1,3,0,0,0,0,1,1,5,2,1,0,0,0,0,4,1,1,0,2,0,0,0,1,1,0,2,4,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,2,0,3,0,0
"DIPLECTRONA FELIX","DIPLECTRONA FELIX",4983,"DIPLECTRONA","FELIX",0,1,0,1,2,2,0,3,3,3,0,0,0,0,0,1,0,0,0,1,3,1,3,1,1,3,0,0,0,0,3,0,1,0,2,0,0,0,0,0,5,3,0,0,0,3,0,0,2,0,1,1,0,3,1,0,0,0,2,0,0,3,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,1,2,3,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,1,1,0,0,0,3,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,3,1
"DIPTERA GEN. SP.","DIPTERA GEN. SP.",9353,"DIPTERA","GEN. SP.",NA,NA,0,1,2.090909091,1.166666667,0.606060606,1.174242424,2.378787879,1.613636364,0,0.1,0.15,0.15,0.25,0.05,0.05,0.25,1.75,1.606060606,1.053030303,0.704545455,1.027777778,0.904761905,0.436507937,1.333333333,0,0.810606061,1.022727273,0.666666667,0.5,0.5,1.128787879,0.045454545,1.181818182,0,0,1.181818182,2.227272727,0.772727273,0.454545455,4.125,0,0.056818182,0.060606061,1.075757576,1.393939394,1.659090909,0.590909091,0.265151515,0.628787879,1.962121212,0,2.7,0.475,0,0.666666667,0.409090909,2.446969697,1.424242424,0.136363636,0.386363636,0.03030303,0.380952381,0.93968254,3.298412698,4.69047619,0.285714286,0.404761905,0.977272727,1.537878788,1.151515152,1.037878788,0.666666667,0.401515152,0.803030303,1.984848485,0,0.166666667,1.507575758,1.136363636,0.806818182,0.325757576,0,0.695454545,1.904545455,1.039393939,0.265151515,1.886363636,1.802020202,1.087878788,1.319191919,0.674603175,0.817460317,1.380952381,1.777777778,1.976190476,2.642857143,0.125,2.681818182,1.059090909,0.090909091,0.818181818,0.424242424,1.03030303,0.356060606,0.136363636,1.25,0,0.316666667,0.2,0,1,1.441666667,0.537878788,0.613636364,0,2.181818182,0.045454545,2.878787879,0.931818182,0.394736842,1.333333333,1.947368421,1.377192982,0.5,0.222222222,0.685941043,1.063208617,1.056689342,1.162320484,0.688492064,0.180650038,0.017006803,4.566326531,0.357142857,2.212121212,0.916666667,1.227272727,0.522727273,2.71969697,0.21969697,1.015151515,2.128787879,1.75,0.810606061,0.507575758,2.174242424,0.818181818,2.212121212,2.098484849,1.795454545,1.46969697,1.015151515,0,1.204545455,1.439393939,1.196969697,1.583333333,1.666666667,0.5,0,1.694444444,1.458333333,0.5,0.236111111,0.069444444,0,0,0,0,3,0,0,0,0.454545455,2.545454545,0.318181818,0,2.455882353,0.720588235,0.235294118
"DIURA BICAUDATA","DIURA BICAUDATA",4988,"DIURA","BICAUDATA",1,0,0,1,1,3,0,3,3,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,5,0,1,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,3,7,0,0,0,0,0,1,3,3,3,3,2,0,0,0,0,1,3,0,0,0,3,0,0,2,0,3,0,0,0,0,3,0,3,3,0,0,0,1,4,5,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0,1,0,3,3,0,0,0,0,2,0,3,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0
"DIURA NANSENI","DIURA NANSENI",13624,"DIURA","NANSENI",1,0,0,1,1,3,0,3,3,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,5,0,1,3,0,0,0,5,0,0,0,0,0,0,2,8,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,3,7,0,0,0,0,0,1,3,3,3,3,2,0,0,0,0,1,3,0,0,0,3,0,0,2,0,3,0,0,0,0,3,0,3,3,0,0,0,1,4,5,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0,0,1,0,3,3,0,0,0,0,2,0,3,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,0
"DIXA NEBULOSA","DIXA NEBULOSA",10331,"DIXA","NEBULOSA",1,0,0,1,2,1,0,2,3,2,0,0,0,0,1,0,0,0,0,1,3,1,3,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,5,0,5,0,0,0,0,3,0,4,0,0,1,0,0,3,0,0,3,1,1,0,0,1,0,0,5,0,5,0,0,3,3,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,1,3,0,3,0,0,2,3,1,0,0,1,0,3,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DIXA PUBERULA","DIXA PUBERULA",7737,"DIXA","PUBERULA",1,0,0,1,2,1,0,2,3,2,0,0,0,0,0,1,0,0,0,1,3,1,3,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,3,7,0,0,0,0,0,3,0,4,0,0,1,0,0,3,0,0,3,1,1,0,0,1,0,0,3,0,7,0,0,3,3,2,1,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,3,2,2,0,0,0,0,1,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,1,3,0,3,0,0,2,3,1,0,0,1,0,3,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DIXA SP.","DIXA SP.",4989,"DIXA","SP.",1,0,0,1,2,1,0,2,3,2,0,0,0,0,1,0,0,0,0,1,3,1,3,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,3,7,0,0,0,0,0,3,0,4,0,0,1,0,0,3,0,0,3,1,1,0,0,1,0,0,3,0,7,0,0,3,3,2,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,4,3,2,0,0,0,0,1,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,1,3,0,3,0,0,2,3,1,0,0,1,0,3,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DIXA SUBMACULATA","DIXA SUBMACULATA",11377,"DIXA","SUBMACULATA",1,0,0,1,2,1,0,2,3,2,0,0,0,0,1,0,0,0,0,1,3,1,3,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,3,0,4,0,0,1,0,0,3,0,0,3,1,1,0,0,1,0,0,3,0,7,0,0,3,3,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,1,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,1,3,0,3,0,0,2,3,1,0,0,1,0,3,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DIXELLA SP.","DIXELLA SP.",10349,"DIXELLA","SP.",1,0,0,1,2,1,0,2,2,1,0,0,0,1,0,0,0,0,3,1,1,0,3,1,1,0,0,0,1,0,3,0,3,0,0,0,0,0,5,0,5,0,0,0,0,1,0,2,0,0,4,0,0,3,0,0,3,2,1,0,0,1,0,0,5,0,5,0,0,0,0,1,2,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,3,1,1,2,3,3,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,2,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,0,2,3,0,0,1,3,0,3,2,3,3,0,0,0,3,1,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DIXIDAE GEN. SP.","DIXIDAE GEN. SP.",4990,"DIXIDAE","GEN. SP.",1,0,0,1,2,1,0,2,2.5,1.5,0,0,0,0,1,0,0,0,1.5,1,2,0.5,3,1,1,0,0,0,1,0,3,0,2,0,0,0,0,0,3,7,0,0,0,0,0,2,0,3,0,0,2.5,0,0,3,0,0,3,1.5,1,0,0,1,0,0,0,0,10,0,0,1.5,1.5,1.5,1.5,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4,4,2,0,0.5,1,1.5,2,3,3,0,3,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,3,0,3,1,0,1.5,0.5,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0,0,0,2.5,0,1.5,3,0,1.5,0.5,1.5,1,3,1.5,1.5,1.5,0.5,0,1.5,1.5,0.5,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,3,0,0
"DOLICHOPODIDAE GEN. SP.","DOLICHOPODIDAE GEN. SP.",8427,"DOLICHOPODIDAE","GEN. SP.",1,0,0,1,2,2,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,NA,NA,0,0,0,5,0,0,0,0,0,0,0,5,0,5,2,2,1,1,1,1,1,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,2,2,0,3,0,0,2,0,0,0,1,2,0,0,2,0,1,0,0,0,0,3,0,3,2,0,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,0,2,2,4,0,0,3,0,2,2,1,2,1,0,1,1,1,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,0,2,1
"DONACIA SP.","DONACIA SP. AD.",11145,"DONACIA","SP. AD.",0,1,0,1,3,1,0,3,3,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,0,3,0,3,0,NA,NA,NA,NA,NA,0,0,0,0,0,3,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,2,2,0,2,0,0,0,3,0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,3,0,0,0,3,0,0
"DREISSENA POLYMORPHA","DREISSENA POLYMORPHA",4999,"DREISSENA","POLYMORPHA",0,1,1,0,3,0,0,3,3,0,3,0,0,0,0,0,0,1,3,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,2,0,0,3,0,0,0,3,0,0,1,1,0,0,0,3,1,0,0,0,9,0,0,0,0,1,4,5,2,1,0,0,0,0,3,1,0,0,0,0,0,5,1,2,2,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,4,0,4,0,5,0,0,0,0,0,2,0,0,0,0,3,3,2,2,0,0,2,0,0,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,3,3,0,0
"DREISSENA ROSTRIFORMIS BUGENSIS","DREISSENA ROSTRIFORMIS BUGENSIS",22416,"DREISSENA","ROSTRIFORMIS BUGENSIS",0,1,1,0,3,0,0,3,3,0,3,0,0,0,0,0,0,1,3,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,2,0,0,3,0,0,0,3,0,0,1,1,0,0,0,3,1,0,0,0,9,0,0,0,0,1,4,5,2,1,0,0,0,0,3,1,0,0,0,0,0,6,0,2,2,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,4,0,4,0,5,0,0,0,0,0,2,0,0,0,0,3,3,2,2,0,0,2,0,0,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,3,3,0,0
"DREISSENA SP.","DREISSENA SP.",8965,"DREISSENA","SP.",0,1,1,0,3,0,0,3,3,0,3,0,0,0,0,0,0,1,3,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,2,0,0,3,0,0,0,3,0,0,1,1,0,0,0,3,1,0,0,0,9,0,0,0,0,1,4,5,2,1,0,0,0,0,3,1,0,0,0,0,0,6,0,2,2,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,2,0,1,3,1,0,0,0,0,0,0,2,4,0,4,0,5,0,0,0,0,0,2,0,0,0,0,3,3,2,2,0,0,2,0,0,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,3,3,0,0
"DREISSENIDAE GEN. SP.","DREISSENIDAE GEN. SP.",9620,"DREISSENIDAE","GEN. SP.",0,1,1,0,3,0,0,3,3,0,3,0,0,0,0,0.4,0,0.6,3,3,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2.5,0,1.5,0,0,2.5,0,0,0,3,0,0,1,1,0,0,0,3,1,0,0,0,9,0,0,0,0,0.5,3,3.5,2,0.5,0,0,0,1,2.33333333333333,0.666666666666667,0,0,0,0,0,5.75,0.25,2.5,1.5,0,0,0,0,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,2.5,0,0.5,2.5,1.5,0,0,0,0,0,0,1.2,4,2.4,2.4,0,4.5,0,0,0,0,0,2,0,0,0,0.5,3,2,2,1,0,0,1,0,0,2.5,0.5,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,3,3,0,0
"DRUNELLA PARADINASI","DRUNELLA PARADINASI",16612,"DRUNELLA","PARADINASI",1,0,0,1,3,1.33333333333333,0,3,3,0,0,0,0,0,0,1,0,0,0,3,3,1.33333333333333,2,2,1,2.5,0,1.66666666666667,1.33333333333333,1.66666666666667,0,0,0.666666666666667,0,0,0,0,0,0,0,0,10,0,0,0,2.33333333333333,2.33333333333333,3,2,0,0.666666666666667,0,0,3,0,0,0,0.666666666666667,5,0,0,0,0,0,0.666666666666667,0.833333333333333,8.5,0,0,0.666666666666667,3,4.33333333333333,5,3.66666666666667,1,0,1.33333333333333,0,0,3,0,0,0,0,0,1,0,0,5,4,0,0,0,0.666666666666667,0.666666666666667,2,2,3,0,3,0.5,0,0.666666666666667,3,0,0,0.666666666666667,0,0,1.66666666666667,0,0,0.666666666666667,1,1,3,0,0,0,3,0,0.666666666666667,2.33333333333333,2,0.666666666666667,0,0,1,2,2,2,2,1,0,0,0,3.33333333333333,1.66666666666667,1,0.666666666666667,3.66666666666667,0,3,2.66666666666667,1,0,0.666666666666667,2.33333333333333,3,2.66666666666667,0,0,0.666666666666667,0.666666666666667,0,2,2.33333333333333,0,3,0,0,0,0,1.5,2,0,0,0,0,0,0,0,3,0,0,0,1,2,0,2,3,1
