"country","prov","origin","dataset","group","org.site","unique.id","river","latitude","longitude","yr.st","yr.ed","yr.ln","yr.num","distance"
"England","Judy England","first call; data Ellen used","ENG_042_MZB_LO",9,"34295","ENG_042_MZB_LO_20","MISBOURNE",51.566538,-0.489286,2007,2017,11,11,0.0180794800266521
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",9,"34295","ENG_062_MZB_LO_955","MISBOURNE",51.5665397989,-0.4892654411,2002,2023,22,21,1.40805322871491
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",10,"34306","ENG_041_MZB_LO_3468","Chess",51.690211,-0.58738592,1995,2019,25,22,0
"England","Judy England","first call; data Ellen used","ENG_042_MZB_LO",10,"34306","ENG_042_MZB_LO_5","CHESS",51.690211,-0.587386,2004,2017,14,14,0.00534249674579405
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",10,"34306","ENG_062_MZB_LO_961","CHESS",51.6902157165,-0.5873633528,2002,2023,22,21,1.58999088118097
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",11,"34310","ENG_041_MZB_LO_3469","Chess",51.680088,-0.51673913,1996,2019,24,22,0
"England","Judy England","first call; data Ellen used","ENG_042_MZB_LO",11,"34310","ENG_042_MZB_LO_6","CHESS",51.680088,-0.516739,2004,2017,14,14,0.00868347047954803
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",11,"34310","ENG_062_MZB_LO_963","CHESS",51.6800922197,-0.5167174948,2002,2024,23,23,1.51459859604648
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",12,"34312","ENG_041_MZB_LO_3470","Gade (Upper stretch Great Gaddesden to confluence with Bulbourne / GUC)",51.779573,-0.49202491,1995,2019,25,25,0
"England","Judy England","first call; data Ellen used","ENG_042_MZB_LO",12,"34312","ENG_042_MZB_LO_9","GADE",51.779573,-0.492025,2005,2017,13,13,0.00599861372289421
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",12,"34312","ENG_062_MZB_LO_964","GADE",51.7795809561,-0.4920020486,2002,2023,22,22,1.74718314511593
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",13,"34343","ENG_041_MZB_LO_3471","Mimram (Codicote Bottom to Lee)",51.80465,-0.14658986,1994,2019,26,23,0
"England","Judy England","first call; data Ellen used","ENG_042_MZB_LO",13,"34343","ENG_042_MZB_LO_15","MIMRAM",51.80465,-0.14659,2006,2017,12,12,0.00932607213241888
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",13,"34343","ENG_062_MZB_LO_971","MIMRAM",51.8046566885,-0.146563657,2002,2023,22,20,1.88767967696469
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",14,"34359","ENG_041_MZB_LO_3472","Ash (from confluence with Bury Green Brook to Lee)",51.832652,0.065506766,1995,2019,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",14,"34359","ENG_062_MZB_LO_978","ASH (LEE)",51.8326585065,0.0655330421,2002,2023,22,21,1.8838518661588
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",15,"34360","ENG_041_MZB_LO_3473","Ash (from confluence with Bury Green Brook to Lee)",51.801396,-0.004381763,1995,2018,24,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",15,"34360","ENG_062_MZB_LO_979","ASH (LEE)",51.8014025417,-0.0043543937,2002,2023,22,22,1.95413487326426
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",16,"34362","ENG_041_MZB_LO_3474","Stevenage Brook",51.86734,-0.13219049,1994,2018,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",16,"34362","ENG_062_MZB_LO_981","STEVENAGE BROOK",51.8673470957,-0.1321645716,2002,2023,22,22,1.88525847234297
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",17,"35491","ENG_041_MZB_LO_3476","Middle Kennet (Marlborough to Hungerford)",51.424723,-1.6744609,1994,2019,26,25,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",17,"35491","ENG_062_MZB_LO_1039","KENNET",51.4247222469,-1.6744490792,2002,2024,23,22,0.79808249273597
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",18,"35792","ENG_041_MZB_LO_3477","Whitewater",51.3353,-0.94172563,1994,2019,26,25,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",18,"35792","ENG_062_MZB_LO_1059","WHITEWATER (LODDON)",51.3353002308,-0.9417078632,2002,2024,23,22,1.19591382950553
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",19,"35812","ENG_041_MZB_LO_3478","South Wey (Bordon to River Slea confluence)",51.123802,-0.84653907,1995,2019,25,14,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",19,"35812","ENG_062_MZB_LO_1065","WEY (SOUTH)",51.1237978333,-0.8465216138,2002,2024,23,13,1.26216058853315
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",20,"36034","ENG_041_MZB_LO_3479","Loddon (Basingstoke to River Lyde confluence at Hartley Wespall)",51.2926,-1.0164091,1995,2019,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",20,"36034","ENG_062_MZB_LO_1111","LODDON",51.2926000584,-1.0163912069,2002,2023,22,22,1.20528354591477
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",21,"36072","ENG_041_MZB_LO_3480","Lambourn (Source to Newbury)",51.420765,-1.3514552,1994,2019,26,25,0
"England","Don Monteith","first call; data Ellen used","ENG_043_MZB_LO",21,"Lambourn","ENG_043_MZB_LO_6","Lambourn",51.42071533,-1.3514558,1998,2012,15,14,5.33655463933021
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",21,"36072","ENG_062_MZB_LO_1117","LAMBOURN",51.4207644278,-1.3514370174,2003,2024,22,22,1.22292573599495
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",22,"36177","ENG_041_MZB_LO_3481","Cranleigh Waters",51.116347,-0.46818106,1998,2019,22,17,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",22,"36177","ENG_062_MZB_LO_1145","CRANLEIGH WATERS",51.1163426006,-0.4681572052,2002,2024,23,19,1.68077141792102
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",23,"36183","ENG_041_MZB_LO_3483","Cranleigh Waters",51.122393,-0.49123005,1998,2019,22,21,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",23,"36183","ENG_062_MZB_LO_1148","CRANLEIGH WATERS",51.122388619,-0.4912067459,2002,2024,23,23,1.64430837775849
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",24,"36186","ENG_041_MZB_LO_3484","Coln (from Coln Rogers) and Thames (Coln to Leach)",51.688249,-1.7072215,1994,2019,26,25,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",24,"36186","ENG_062_MZB_LO_1149","COLN",51.6882522527,-1.7072084118,2003,2023,21,21,0.941365852617968
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",25,"42176","ENG_041_MZB_LO_3485","Lower Eden",51.172958,0.1737991,1994,2019,26,25,0
"England","Don Monteith","first call; data Ellen used","ENG_043_MZB_LO",25,"Eden (Kent)","ENG_043_MZB_LO_5","Eden (Kent)",51.17290115,0.17382586,1998,2012,15,15,6.3690987211874
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",25,"42176","ENG_062_MZB_LO_1226","EDEN (KENT)",51.1729272144,0.1738812834,2002,2023,22,17,6.46078653976907
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",26,"44031","ENG_041_MZB_LO_3488","Upper Cray",51.421369,0.12371707,1995,2015,21,21,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",26,"44031","ENG_062_MZB_LO_1416","CRAY",51.421368413,0.123742976,2002,2015,14,14,1.74130312317825
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",27,"44230","ENG_041_MZB_LO_3489","Shuttle",51.447374,0.14751876,1994,2014,21,19,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",27,"44230","ENG_062_MZB_LO_1421","SHUTTLE",51.4473743349,0.1475450388,2002,2024,23,13,1.76457573404268
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",28,"82078","ENG_041_MZB_LO_3490","South Wey (River Slea confluence to Tilford)",51.170506,-0.78758671,2002,2019,18,12,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",28,"82078","ENG_062_MZB_LO_3189","WEY (SOUTH)",51.1705025411,-0.7875685887,2002,2020,19,13,1.27902210254911
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",29,"47084","ENG_041_MZB_LO_3495","Lonco Bk - source to conf R Meese",52.811142,-2.3782698,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",29,"47084","ENG_062_MZB_LO_1503","LONCO BROOK",52.8115174958,-2.377767799,2003,2024,22,18,51.9587035173655
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",30,"47438","ENG_041_MZB_LO_3496","Blakedown Bk - source to conf R Stour",52.402566,-2.1851546,1994,2019,26,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",30,"47438","ENG_062_MZB_LO_1549","BLAKEDOWN BROOK",52.4025361999,-2.1842531175,2002,2021,20,19,59.3546561523205
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",31,"48109","ENG_041_MZB_LO_3497","Burlington Bk - source to conf Neachley Bk",52.671972,-2.3208691,1994,2018,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",31,"48109","ENG_062_MZB_LO_1598","BURLINGTON BROOK",52.6725473122,-2.3197316895,2002,2021,20,19,96.7008445753314
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",32,"48184","ENG_041_MZB_LO_3498","Roden - conf Sleap Bk to conf R Tern",52.848451,-2.6800212,1995,2019,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",32,"48184","ENG_062_MZB_LO_1605","RODEN",52.84872324,-2.6789680425,2003,2023,21,19,74.5445679518297
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",33,"48210","ENG_041_MZB_LO_3499","Teme - conf R Onny to conf R Severn",52.313237,-2.5890237,1994,2019,26,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",33,"48210","ENG_062_MZB_LO_1609","TEME",52.3132501006,-2.58902106,2002,2024,23,21,1.41880157820769
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",34,"49168","ENG_041_MZB_LO_3502","Roden - conf Sleap Bk to conf R Tern",52.724782,-2.6085038,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",34,"49168","ENG_062_MZB_LO_1687","RODEN",52.7248314021,-2.6089468017,2002,2021,20,18,29.4012945657829
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",35,"50139","ENG_041_MZB_LO_3503","Perry - conf Tetchill Bk to conf R Severn",52.747693,-2.8325218,1994,2019,26,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",35,"50139","ENG_062_MZB_LO_1743","PERRY",52.7476939071,-2.8320160696,2003,2023,21,19,32.9955576503248
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",36,"50257","ENG_041_MZB_LO_3504","Severn - conf Bele Bk to conf Sundorne Bk",52.732339,-2.8425958,1994,2011,18,17,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",36,"50257","ENG_062_MZB_LO_1746","SEVERN",52.732354474,-2.8425941892,2002,2011,10,9,1.66700494926772
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",37,"50989","ENG_041_MZB_LO_3508","Sherbourne - source to conf R Sowe",52.418748,-1.5476693,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",37,"50989","ENG_062_MZB_LO_1806","SHERBOURNE",52.418764429,-1.5476597646,2003,2021,19,18,1.87386917453775
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",38,"51368","ENG_041_MZB_LO_3511","Salwarpe - conf Elmbridge Bk to conf R Severn",52.254653,-2.1999191,1995,2019,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",38,"51368","ENG_062_MZB_LO_1856","SALWARPE",52.2551590651,-2.201014603,2002,2024,23,21,90.442734517541
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",39,"52041","ENG_041_MZB_LO_3513","Blakedown Bk - source to conf R Stour",52.400295,-2.1991078,1994,2019,26,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",39,"52041","ENG_062_MZB_LO_1916","BLAKEDOWN BROOK",52.4001822024,-2.1999257129,2002,2021,20,19,55.1264855456048
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",40,"52577","ENG_041_MZB_LO_3515","Cound Bk - Condover Br to conf R Severn",52.647224,-2.6547236,1994,2019,26,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",40,"52577","ENG_062_MZB_LO_1965","COUND BROOK",52.6464737745,-2.6549164931,2002,2024,23,22,81.6356446899376
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",41,"52585","ENG_041_MZB_LO_3516","Worfe - conf Wesley Bk to conf R Severn",52.636897,-2.3265229,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",41,"52585","ENG_062_MZB_LO_1966","WORFE",52.6369115372,-2.3265197217,2002,2020,19,16,1.57661994682324
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",42,"53158","ENG_041_MZB_LO_3517","Tern - conf Loggerheads Bk to conf Bailey Bk",52.894252,-2.5097986,1994,2018,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",42,"53158","ENG_062_MZB_LO_2034","TERN",52.8943121124,-2.5096498002,2004,2024,21,20,11.6367449714894
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",43,"53695","ENG_041_MZB_LO_3520","Rea Bk - conf Pontesford Bk to conf R Severn",52.703386,-2.7354812,1995,2019,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",43,"53695","ENG_062_MZB_LO_2086","REA BROOK (SHROPS)",52.7033624967,-2.7357597134,2002,2024,23,22,18.3637195614368
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",44,"54017","ENG_041_MZB_LO_3521","Worfe - conf Wesley Bk to conf R Severn",52.560274,-2.3952832,1994,2019,26,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",44,"54017","ENG_062_MZB_LO_2144","WORFE",52.5594052634,-2.3958188135,2002,2024,23,21,99.7656427249632
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",45,"7633","ENG_041_MZB_LO_3523","Lower Axe",50.754868,-3.0440368,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",45,"7633","ENG_062_MZB_LO_463","AXE (DEVON)",50.7548574727,-3.0440440306,2002,2023,22,19,1.2335092668902
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",46,"9040","ENG_041_MZB_LO_3524","Bere Stream",50.727122,-2.2012444,1994,2015,22,15,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",46,"9040","ENG_062_MZB_LO_573","BERE STREAM",50.7271124202,-2.2012403549,2003,2024,22,11,1.06537077179019
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",47,"10753","ENG_041_MZB_LO_3525","Walkham",50.557825,-4.046998,1994,2018,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",47,"10753","ENG_062_MZB_LO_787","WALKHAM",50.5578145864,-4.0470230351,2002,2018,17,16,2.04595600484806
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",48,"9068","ENG_041_MZB_LO_3526","Frome Dorset (Lower) d/s Louds Mill Dorchester",50.679593,-2.1558628,1994,2019,26,26,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",48,"9068","ENG_062_MZB_LO_581","DORSET FROME",50.6795826766,-2.1558581529,2002,2024,23,21,1.15338782059569
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",49,"9190","ENG_041_MZB_LO_3527","Bourne (Hampshire Avon)",51.071156,-1.7796658,1995,2019,25,25,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",49,"9190","ENG_062_MZB_LO_611","BOURNE",51.0711501223,-1.7796561968,2002,2024,23,23,0.906163617928964
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",50,"42117","ENG_041_MZB_LO_3528","Dour from Kearsney to Dover",51.137183,1.2955338,1995,2019,25,25,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",50,"42117","ENG_062_MZB_LO_1210","DOUR",51.1371892016,1.295565466,2002,2021,20,20,2.24145488598729
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",51,"42215","ENG_041_MZB_LO_3529","Great Stour between Wye and A2",51.220611,0.95393664,1994,2018,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",51,"42215","ENG_062_MZB_LO_1232","GREAT STOUR",51.2206127997,0.9539664629,2002,2018,17,14,2.02124019373909
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",52,"43418","ENG_041_MZB_LO_3531","Dour from Kearsney to Dover",51.145341,1.2740926,1994,2014,21,21,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",52,"43418","ENG_062_MZB_LO_1360","DOUR",51.1453474725,1.2741240873,2002,2014,13,13,2.2384385918508
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",53,"43668","ENG_041_MZB_LO_3532","Dour from Kearsney to Dover",51.127387,1.3142771,1994,2014,21,20,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",53,"43668","ENG_062_MZB_LO_1384","DOUR",51.1273940182,1.3143086155,2002,2014,13,13,2.25990723486302
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",54,"43702","ENG_041_MZB_LO_3533","Upper Great Stour",51.146507,0.84102295,1995,2016,22,19,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",54,"43702","ENG_062_MZB_LO_1387","GREAT STOUR",51.1465060908,0.8410532228,2002,2019,18,14,2.04791594343123
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",55,"43751","ENG_041_MZB_LO_3534","Great Stour between Wye and A2",51.258478,1.0312639,1994,2018,25,22,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",55,"43751","ENG_062_MZB_LO_1394","GREAT STOUR",51.2587069462,1.0316384224,2002,2018,17,14,35.2467018194183
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",56,"43796","ENG_041_MZB_LO_3535","Tributary of Newmill Channel upstream of Rolvenden",51.072393,0.61776515,1995,2019,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",56,"43796","ENG_062_MZB_LO_1398","NEWMILL CHANNEL",51.0723898786,0.617795711,2002,2023,22,21,2.09535707330306
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",57,"43797","ENG_041_MZB_LO_3536","Upper Great Stour",51.160329,0.80124963,1994,2018,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",57,"43797","ENG_062_MZB_LO_1399","GREAT STOUR",51.1603276417,0.8012798034,2002,2019,18,18,2.04347900825035
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",58,"63842","ENG_041_MZB_LO_3537","Haweswater Beck",54.551339,-2.7467013,1995,2018,24,20,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",58,"63842","ENG_062_MZB_LO_2715","HAWESWATER BECK",54.5515202736,-2.7463374914,2004,2018,15,10,30.0040504740967
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",59,"65126","ENG_041_MZB_LO_3538","Gelt",54.925157,-2.7520505,1995,2018,24,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",59,"65126","ENG_062_MZB_LO_2796","GELT",54.9249230624,-2.751738505,2002,2019,18,18,31.7921701157041
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",60,"65489","ENG_041_MZB_LO_3539","Eden Lyvennet to Eamont",54.647341,-2.6151867,1995,2019,25,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",60,"65489","ENG_062_MZB_LO_2830","EDEN (NW NORTH)",54.6468722752,-2.6153250651,2002,2022,21,21,51.2323278671242
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",61,"1660","ENG_041_MZB_LO_3541","Coquet from Forest Burn to Tidal Limit",55.338476,-1.6279117,1994,2019,26,24,0
"England","Don Monteith","first call; data Ellen used","ENG_043_MZB_LO",61,"Coquet","ENG_043_MZB_LO_3","Coquet",55.3382225,-1.62942111,1996,2012,17,18,96.7252657265325
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",62,"63565","ENG_041_MZB_LO_3542","Ehen (lower)",54.440572,-3.5326192,1995,2019,25,24,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",62,"63565","ENG_062_MZB_LO_2702","EHEN",54.4403822192,-3.5320563484,2002,2019,18,18,40.8209261601569
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",63,"64188","ENG_041_MZB_LO_3543","Ehen (upper including Liza)",54.515602,-3.4983516,1997,2019,23,21,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",63,"64188","ENG_062_MZB_LO_2730","EHEN",54.5158461865,-3.497482237,2002,2023,22,20,60.4985211061133
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",64,"64924","ENG_041_MZB_LO_3544","Calder - Pendle Water to conf Ribble",53.793774,-2.3458458,1994,2019,26,23,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",64,"64924","ENG_062_MZB_LO_2776","CALDER (CALDER)",53.7937881081,-2.3458467038,2002,2023,22,18,1.51941571547812
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",65,"64960","ENG_041_MZB_LO_3545","Hodder - conf Easington Bk to conf Ribble",53.926229,-2.5222957,1997,2019,23,21,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",65,"64960","ENG_062_MZB_LO_2779","HODDER",53.92624214,-2.5222965035,2002,2019,18,15,1.41526656101534
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",66,"65058","ENG_041_MZB_LO_3546","Wyre - Upper",53.919653,-2.7704155,1994,2019,26,26,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",66,"65058","ENG_062_MZB_LO_2787","WYRE",53.9196668266,-2.7704119367,2002,2019,18,16,1.50536033448956
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",67,"65135","ENG_041_MZB_LO_3548","Hodder - conf Easington Bk to conf Ribble",53.847937,-2.4509289,1994,2014,21,19,0
"England","James Sinclair","second data call; new data","ENG_062_MZB_LO",67,"65135","ENG_062_MZB_LO_2799","HODDER",53.8479511763,-2.4509285952,2002,2014,13,12,1.52587829487913
"England","John Francis Murphy","first call; data Ellen used","ENG_041_MZB_LO",68,"65488","ENG_041_MZB_LO_3549","Tarnbrook Wyre",53.994074,-2.6265619,1997,2013,17,16,0
