country,prov,origin,dataset.id,group,org.site,unique.id,river,latitude,longitude,st.yr,ed.yr,yr.ln,yr.num
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,20,36034,ENG_041_MZB_LO_3479,Loddon (Basingstoke to River Lyde confluence at Hartley Wespall),51.2926,-1.0164091,1995,2019,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,21,36072,ENG_041_MZB_LO_3480,Lambourn (Source to Newbury),51.420765,-1.3514552,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,22,36177,ENG_041_MZB_LO_3481,Cranleigh Waters,51.116347,-0.46818106,1998,2019,22,17
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,23,36183,ENG_041_MZB_LO_3483,Cranleigh Waters,51.122393,-0.49123005,1998,2019,22,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,24,36186,ENG_041_MZB_LO_3484,Coln (from Coln Rogers) and Thames (Coln to Leach),51.688249,-1.7072215,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,25,42176,ENG_041_MZB_LO_3485,Lower Eden,51.172958,0.1737991,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,26,44031,ENG_041_MZB_LO_3488,Upper Cray,51.421369,0.12371707,1995,2015,21,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,27,44230,ENG_041_MZB_LO_3489,Shuttle,51.447374,0.14751876,1994,2014,21,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,28,82078,ENG_041_MZB_LO_3490,South Wey (River Slea confluence to Tilford),51.170506,-0.78758671,2002,2019,18,12
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,29,47084,ENG_041_MZB_LO_3495,Lonco Bk - source to conf R Meese,52.811142,-2.3782698,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,30,47438,ENG_041_MZB_LO_3496,Blakedown Bk - source to conf R Stour,52.402566,-2.1851546,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,31,48109,ENG_041_MZB_LO_3497,Burlington Bk - source to conf Neachley Bk,52.671972,-2.3208691,1994,2018,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,32,48184,ENG_041_MZB_LO_3498,Roden - conf Sleap Bk to conf R Tern,52.848451,-2.6800212,1995,2019,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,33,48210,ENG_041_MZB_LO_3499,Teme - conf R Onny to conf R Severn,52.313237,-2.5890237,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,34,49168,ENG_041_MZB_LO_3502,Roden - conf Sleap Bk to conf R Tern,52.724782,-2.6085038,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,35,50139,ENG_041_MZB_LO_3503,Perry - conf Tetchill Bk to conf R Severn,52.747693,-2.8325218,1994,2019,26,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,36,50257,ENG_041_MZB_LO_3504,Severn - conf Bele Bk to conf Sundorne Bk,52.732339,-2.8425958,1994,2011,18,17
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,37,50989,ENG_041_MZB_LO_3508,Sherbourne - source to conf R Sowe,52.418748,-1.5476693,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,38,51052,ENG_041_MZB_LO_3509,Severn - conf Bele Bk to conf Sundorne Bk,52.743131,-2.7898771,1994,2013,20,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,39,51368,ENG_041_MZB_LO_3511,Salwarpe - conf Elmbridge Bk to conf R Severn,52.254653,-2.1999191,1995,2019,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,40,52041,ENG_041_MZB_LO_3513,Blakedown Bk - source to conf R Stour,52.400295,-2.1991078,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,41,52577,ENG_041_MZB_LO_3515,Cound Bk - Condover Br to conf R Severn,52.647224,-2.6547236,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,42,52585,ENG_041_MZB_LO_3516,Worfe - conf Wesley Bk to conf R Severn,52.636897,-2.3265229,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,43,53158,ENG_041_MZB_LO_3517,Tern - conf Loggerheads Bk to conf Bailey Bk,52.894252,-2.5097986,1994,2018,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,44,53695,ENG_041_MZB_LO_3520,Rea Bk - conf Pontesford Bk to conf R Severn,52.703386,-2.7354812,1995,2019,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,45,54017,ENG_041_MZB_LO_3521,Worfe - conf Wesley Bk to conf R Severn,52.560274,-2.3952832,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,46,7633,ENG_041_MZB_LO_3523,Lower Axe,50.754868,-3.0440368,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,47,9040,ENG_041_MZB_LO_3524,Bere Stream,50.727122,-2.2012444,1994,2015,22,15
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,48,10753,ENG_041_MZB_LO_3525,Walkham,50.557825,-4.046998,1994,2018,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,49,9068,ENG_041_MZB_LO_3526,Frome Dorset (Lower) d/s Louds Mill Dorchester,50.679593,-2.1558628,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,50,9190,ENG_041_MZB_LO_3527,Bourne (Hampshire Avon),51.071156,-1.7796658,1995,2019,25,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,51,42117,ENG_041_MZB_LO_3528,Dour from Kearsney to Dover,51.137183,1.2955338,1995,2019,25,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,52,42215,ENG_041_MZB_LO_3529,Great Stour between Wye and A2,51.220611,0.95393664,1994,2018,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,53,43418,ENG_041_MZB_LO_3531,Dour from Kearsney to Dover,51.145341,1.2740926,1994,2014,21,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,54,43668,ENG_041_MZB_LO_3532,Dour from Kearsney to Dover,51.127387,1.3142771,1994,2014,21,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,55,43702,ENG_041_MZB_LO_3533,Upper Great Stour,51.146507,0.84102295,1995,2016,22,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,56,43751,ENG_041_MZB_LO_3534,Great Stour between Wye and A2,51.258478,1.0312639,1994,2018,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,57,43796,ENG_041_MZB_LO_3535,Tributary of Newmill Channel upstream of Rolvenden,51.072393,0.61776515,1995,2019,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,58,43797,ENG_041_MZB_LO_3536,Upper Great Stour,51.160329,0.80124963,1994,2018,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,59,63842,ENG_041_MZB_LO_3537,Haweswater Beck,54.551339,-2.7467013,1995,2018,24,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,60,65126,ENG_041_MZB_LO_3538,Gelt,54.925157,-2.7520505,1995,2018,24,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,61,65489,ENG_041_MZB_LO_3539,Eden Lyvennet to Eamont,54.647341,-2.6151867,1995,2019,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,62,63565,ENG_041_MZB_LO_3542,Ehen (lower),54.440572,-3.5326192,1995,2019,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,63,64188,ENG_041_MZB_LO_3543,Ehen (upper including Liza),54.515602,-3.4983516,1997,2019,23,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,64,64924,ENG_041_MZB_LO_3544,Calder - Pendle Water to conf Ribble,53.793774,-2.3458458,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,65,64960,ENG_041_MZB_LO_3545,Hodder - conf Easington Bk to conf Ribble,53.926229,-2.5222957,1997,2019,23,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,66,65058,ENG_041_MZB_LO_3546,Wyre - Upper,53.919653,-2.7704155,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,67,65135,ENG_041_MZB_LO_3548,Hodder - conf Easington Bk to conf Ribble,53.847937,-2.4509289,1994,2014,21,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,68,65488,ENG_041_MZB_LO_3549,Tarnbrook Wyre,53.994074,-2.6265619,1997,2013,17,16
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,69,65497,ENG_041_MZB_LO_3550,Calder - headwaters to conf Brun,53.78184,-2.2242181,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,70,65603,ENG_041_MZB_LO_3551,Bradshaw Brook,53.604892,-2.4048858,1995,2019,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,71,65605,ENG_041_MZB_LO_3552,Whitendale river,53.97493,-2.5294455,1994,2017,24,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,72,65928,ENG_041_MZB_LO_3555,Brock,53.882281,-2.68761,1995,2015,21,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,73,66155,ENG_041_MZB_LO_3556,Lune - conf Wenning to tidal,54.076001,-2.7456762,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,74,66178,ENG_041_MZB_LO_3557,Tarnbrook Wyre,53.990902,-2.6632415,1994,2014,21,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,75,66426,ENG_041_MZB_LO_3558,Conder,53.991983,-2.7906791,1994,2015,22,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,76,66507,ENG_041_MZB_LO_3559,Keer - Lower,54.14094,-2.7231624,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,77,66563,ENG_041_MZB_LO_3560,Poolstock Brook,53.53322,-2.6390622,1994,2017,24,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,78,66624,ENG_041_MZB_LO_3561,Wyre - conf R Brock to tidal,53.863289,-2.8205926,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,79,66723,ENG_041_MZB_LO_3562,Calder (Wyre),53.921618,-2.7067268,1997,2018,22,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,80,66797,ENG_041_MZB_LO_3563,Eagley Brook,53.61749,-2.4389745,1999,2013,15,15
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,81,66799,ENG_041_MZB_LO_3564,Lostock DS Farington Weir,53.699981,-2.7140945,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,82,66809,ENG_041_MZB_LO_3565,Croal (including Blackshaw Brook),53.558279,-2.3883028,1997,2014,18,13
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,83,67130,ENG_041_MZB_LO_3566,Bollin (Source to Dean),53.242047,-2.0903006,2000,2018,19,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,84,67229,ENG_041_MZB_LO_3567,New Draught Brook,53.854854,-2.7931384,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,85,67332,ENG_041_MZB_LO_3568,Marshaw Wyre,53.982074,-2.665297,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,86,67369,ENG_041_MZB_LO_3569,Yarrow US Big Lodge Water,53.640843,-2.6178187,1994,2014,21,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,87,67542,ENG_041_MZB_LO_3570,Etherow (Glossop Brook to Goyt),53.454428,-1.9864684,1995,2018,24,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,88,67601,ENG_041_MZB_LO_3572,Tame (Source to Chew Brook),53.567707,-2.0256304,1995,2019,25,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,89,67707,ENG_041_MZB_LO_3575,Colne Water - Trawden Bk to Wanless Water,53.851134,-2.1891551,1994,2017,24,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,90,67757,ENG_041_MZB_LO_3576,Birkin Brook - Mobberley Brook to River Bollin (including Rostherne Brook),53.363841,-2.3765385,1995,2018,24,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,91,67788,ENG_041_MZB_LO_3577,Tame (Swineshaw Brook to Mersey),53.418504,-2.1516878,1995,2017,23,15
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,92,67808,ENG_041_MZB_LO_3578,Sett,53.379991,-1.9263457,1999,2019,21,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,93,67852,ENG_041_MZB_LO_3579,River Goyt (Sett to Etherow),53.36191,-1.997842,1995,2018,24,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,94,67864,ENG_041_MZB_LO_3580,Mersey (upstream of Manchester Ship Canal),53.41422,-2.1557948,1995,2014,20,14
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,95,67886,ENG_041_MZB_LO_3581,Wyre - Upper,53.911928,-2.7640164,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,96,68002,ENG_041_MZB_LO_3582,Langden Brook,53.939679,-2.5212451,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,97,68004,ENG_041_MZB_LO_3583,Dunsop,53.945652,-2.5179983,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,98,68052,ENG_041_MZB_LO_3584,Bradshaw Brook,53.573929,-2.4042273,1995,2019,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,99,68108,ENG_041_MZB_LO_3585,Bollin (Source to Dean),53.241716,-2.1095995,1997,2018,22,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,100,68289,ENG_041_MZB_LO_3586,Brennand,53.974779,-2.5311359,1994,2017,24,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,101,68310,ENG_041_MZB_LO_3587,Yarrow US Big Lodge Water,53.641254,-2.618218,1994,2013,20,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,102,68570,ENG_041_MZB_LO_3589,Duddon - Lower,54.283133,-3.2318357,1995,2018,24,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,103,68710,ENG_041_MZB_LO_3590,Borrow Beck,54.407541,-2.6078775,1994,2016,23,16
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,104,68750,ENG_041_MZB_LO_3591,Calder (Wyre),53.883626,-2.7638196,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,105,68779,ENG_041_MZB_LO_3592,Eagley Brook,53.637832,-2.4893986,1995,2019,25,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,106,68894,ENG_041_MZB_LO_3593,Eagley Brook,53.635347,-2.4681214,1995,2014,20,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,107,68910,ENG_041_MZB_LO_3594,Wyre - Upper,53.947631,-2.7579345,1997,2019,23,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,102,68570,ENG_041_MZB_LO_3589,Duddon - Lower,54.283133,-3.2318357,1995,2018,24,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,103,68710,ENG_041_MZB_LO_3590,Borrow Beck,54.407541,-2.6078775,1994,2016,23,16
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,104,68750,ENG_041_MZB_LO_3591,Calder (Wyre),53.883626,-2.7638196,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,105,68779,ENG_041_MZB_LO_3592,Eagley Brook,53.637832,-2.4893986,1995,2019,25,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,106,68894,ENG_041_MZB_LO_3593,Eagley Brook,53.635347,-2.4681214,1995,2014,20,18
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,107,68910,ENG_041_MZB_LO_3594,Wyre - Upper,53.947631,-2.7579345,1997,2019,23,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,108,68927,ENG_041_MZB_LO_3595,Peover Eye,53.267395,-2.4872403,1995,2018,24,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,109,69403,ENG_041_MZB_LO_3596,Bollin (Source to Dean),53.245687,-2.1215382,1995,2014,20,17
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,110,69430,ENG_041_MZB_LO_3597,Douglas - Upper,53.607785,-2.5513192,1994,2019,26,21
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,111,69444,ENG_041_MZB_LO_3598,Brock,53.862618,-2.7920993,1994,2014,21,16
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,112,69655,ENG_041_MZB_LO_3599,Yarrow US Big Lodge Water,53.665882,-2.6059715,1997,2013,17,16
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,113,69675,ENG_041_MZB_LO_3600,Irwell (Croal to Irk),53.490035,-2.268688,1995,2018,24,15
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,114,77580,ENG_041_MZB_LO_3602,Goyt (Source to Randall Carr Brook),53.299761,-1.982075,2000,2018,19,17
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,115,54599,ENG_041_MZB_LO_3603,Brett,52.007383,0.95849648,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,116,54601,ENG_041_MZB_LO_3604,Brett,52.040267,0.95264746,1995,2015,21,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,117,54607,ENG_041_MZB_LO_3605,Can,51.737838,0.44660626,1994,2017,24,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,118,54613,ENG_041_MZB_LO_3606,Chad Brook,52.080503,0.7195677,1994,2014,21,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,119,54629,ENG_041_MZB_LO_3607,Chelmer (Gt. Easton - R. Can),51.844625,0.42292034,1994,2017,24,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,120,54637,ENG_041_MZB_LO_3608,Colne (d/s Doe's Corner),51.894475,0.86559585,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,121,54718,ENG_041_MZB_LO_3609,Stour (Lamarsh - R. Brett),51.9718,0.9284837,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,122,54725,ENG_041_MZB_LO_3610,Stour (Wixoe - Lamarsh),51.998428,0.75305201,1994,2014,21,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,123,54728,ENG_041_MZB_LO_3611,Stour (Wixoe - Lamarsh),52.072234,0.70768192,1994,2014,21,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,124,54790,ENG_041_MZB_LO_3612,Blyth (d/s Halesworth),52.337364,1.530645,1995,2018,24,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,125,54794,ENG_041_MZB_LO_3613,Burn,52.950053,0.74032702,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,126,54801,ENG_041_MZB_LO_3614,Bure (Scarrow Beck to Horstead Mill),52.815279,1.2522193,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,127,54809,ENG_041_MZB_LO_3615,Bure (Horstead Mill to St Benet's Abbey),52.723947,1.3561832,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,128,54830,ENG_041_MZB_LO_3616,Deben (Brandeston Bridge - Melton),52.124624,1.3778859,1994,2016,23,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,129,54857,ENG_041_MZB_LO_3617,Gipping (d/s Stowmarket),52.177204,1.0143771,1995,2016,22,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,130,54869,ENG_041_MZB_LO_3618,Glaven,52.884621,1.0974417,1994,2018,25,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,131,54887,ENG_041_MZB_LO_3619,Mun,52.871849,1.4309481,1994,2018,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,132,54902,ENG_041_MZB_LO_3620,Stiffkey,52.919145,0.88729792,1994,2016,23,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,133,54909,ENG_041_MZB_LO_3621,Tas (Tasburgh to R. Yare),52.546911,1.2816014,1994,2018,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,134,54922,ENG_041_MZB_LO_3622,Tud,52.65569,1.2067363,1994,2018,25,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,135,54927,ENG_041_MZB_LO_3623,Waveney (Frenze Beck to Dove),52.359855,1.1825106,1994,2018,25,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,136,54952,ENG_041_MZB_LO_3624,Wensum US Norwich,52.837845,0.80898689,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,137,54962,ENG_041_MZB_LO_3625,Wensum US Norwich,52.725099,1.1192223,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,138,55020,ENG_041_MZB_LO_3626,Bain - Middle,53.251269,-0.15088622,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,139,55022,ENG_041_MZB_LO_3627,Bain - Lower,53.19504,-0.11390558,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,140,55028,ENG_041_MZB_LO_3628,Barlings Eau,53.276595,-0.40428482,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,141,55047,ENG_041_MZB_LO_3629,Brant - Lower,53.151193,-0.58240583,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,142,55117,ENG_041_MZB_LO_3631,Foston Beck,52.965502,-0.6956934,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,143,55123,ENG_041_MZB_LO_3632,Great Eau (upstream of South Thoresby),53.260151,0.079371889,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,144,55127,ENG_041_MZB_LO_3633,Great Eau (downstream of South Thoresby),53.390934,0.20605875,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,145,55168,ENG_041_MZB_LO_3634,Great Eau (upstream of South Thoresby),53.2705,0.05287946,1994,2019,26,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,146,55186,ENG_041_MZB_LO_3635,Long Eau,53.371072,0.16143725,1994,2017,24,23
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,147,55206,ENG_041_MZB_LO_3636,Lymn / Steeping,53.186124,0.096742959,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,148,55233,ENG_041_MZB_LO_3637,Nettleham Beck,53.275749,-0.40824574,1995,2019,25,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,149,55299,ENG_041_MZB_LO_3639,Sandhill Beck,53.192995,-0.47325342,1994,2019,26,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,150,55311,ENG_041_MZB_LO_3640,Black Sluice IDB draining to the South Forty Foot Drain,52.905042,-0.25738078,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,151,55312,ENG_041_MZB_LO_3641,Black Sluice IDB draining to the South Forty Foot Drain,52.969631,-0.18777025,1994,2019,26,19
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,152,55339,ENG_041_MZB_LO_3642,Slea,53.010244,-0.38580631,1994,2018,25,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,153,55350,ENG_041_MZB_LO_3643,Lymn / Steeping,53.109406,0.21253731,1994,2013,20,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,154,55376,ENG_041_MZB_LO_3644,Lower Till,53.280479,-0.64562685,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,155,55384,ENG_041_MZB_LO_3645,Black Sluice IDB draining to the South Forty Foot Drain,52.945961,-0.05042783,1995,2017,23,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,156,55413,ENG_041_MZB_LO_3646,Willoughby High Drain,53.217283,0.30796789,1995,2016,22,22
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,157,55417,ENG_041_MZB_LO_3647,Witham - headwaters to conf Cringle Bk,52.832197,-0.62469775,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,158,55420,ENG_041_MZB_LO_3648,Witham - conf Cringle Bk to conf Brant,52.877456,-0.62106722,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,159,55422,ENG_041_MZB_LO_3649,Witham - conf Cringle Bk to conf Brant,52.961948,-0.61986939,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,160,55423,ENG_041_MZB_LO_3650,Witham - conf Cringle Bk to conf Brant,52.985009,-0.67127186,1994,2019,26,20
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,161,55425,ENG_041_MZB_LO_3651,Witham - conf Cringle Bk to conf Brant,53.030768,-0.7459173,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,162,55429,ENG_041_MZB_LO_3652,Witham - conf Cringle Bk to conf Brant,53.154432,-0.62865977,1994,2019,26,25
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,163,55431,ENG_041_MZB_LO_3653,Witham - conf Brant to conf Catchwater Drain,53.202932,-0.5549773,1994,2019,26,24
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,164,55433,ENG_041_MZB_LO_3654,Witham 1st and 3rd IDBs draining to the River Witham,53.208265,-0.33794317,1994,2019,26,26
England,John Francis Murphy,"first call, data Ellen used",ENG_041_MZB_LO,165,55436,ENG_041_MZB_LO_3655,Black Sluice IDB draining to the South Forty Foot Drain,53.009849,-0.11453744,1994,2019,26,22
