"country","prov","origin","dataset","group","org.site","unique.id","river","latitude","longitude","yr.st","yr.ed","yr.ln","yr.num","distance"
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",11,"4143000","FRA_016_MZB_LO_132","MOINE",47.0973180999165,-1.21174337784738,1992,2017,26,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",11,"4143000","FRA_046_MZB_LO_409","MOINE À GETIGNE",47.0977253515399,-1.2105128089208,2008,2018,11,11,100.453845984446
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",12,"4150500","FRA_016_MZB_LO_135","FALLERON",46.9834374636965,-1.79947150901198,1994,2017,24,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",12,"4150500","FRA_046_MZB_LO_423","FALLERON à MACHECOUL",46.9888461009104,-1.8091501918408,2005,2018,14,9,919.96828853718
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",13,"4156200","FRA_016_MZB_LO_138","VENDEE",46.6308889791352,-0.660416527000918,1996,2017,22,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",13,"4156200","FRA_046_MZB_LO_438","VENDEE À LA CHAPELLE-AUX-LYS",46.6334444407384,-0.6577777597021,2005,2018,14,13,337.507736190068
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",14,"4164850","FRA_016_MZB_LO_139","RANCE",48.3028987455041,-2.11429709063603,1993,2016,24,22,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",14,"4164850","FRA_046_MZB_LO_449","RANCE à CAULNES",48.304218678963,-2.114415614616,2005,2017,13,12,142.116447411798
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",15,"4172030","FRA_016_MZB_LO_142","TRIEUX",48.6317326856313,-3.1462442032019,1993,2016,24,20,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",15,"4172030","FRA_046_MZB_LO_480","TRIEUX à SQUIFFIEC",48.6272960213984,-3.1401270303445,2005,2017,13,11,645.877988410961
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",16,"4172570","FRA_016_MZB_LO_143","GUINDY",48.7874535132083,-3.24441711129379,1993,2016,24,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",16,"4172570","FRA_046_MZB_LO_485","GUINDY à PLOUGUIEL",48.7835223480686,-3.2538652151922,2005,2017,13,11,792.762133539868
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",17,"4200595","FRA_016_MZB_LO_156","VILAINE",48.1866376850354,-1.06086009062491,1997,2017,21,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",17,"4200595","FRA_046_MZB_LO_559","VILAINE à BOURGON",48.1865848490156,-1.0584629661713,2005,2018,14,13,172.387073316666
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",18,"5068750","FRA_016_MZB_LO_189","DIEGE",45.5122830937512,2.32880827515771,1992,2017,26,20,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",18,"5068750","FRA_046_MZB_LO_595","La Diège à l'aval d'Ussel",45.5122272880892,2.32707034073576,2008,2020,13,7,131.819919429747
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",19,"5083000","FRA_016_MZB_LO_195","AVANCE",44.3430833781226,0.103368133290422,1992,2017,26,17,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",19,"5083000","FRA_046_MZB_LO_598","L'Avance à Casteljaloux",44.3517457363947,0.105846889560786,2008,2020,13,7,954.700989002408
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",20,"5207030","FRA_016_MZB_LO_204","GAVE D OSSAU",43.1134916385817,-0.43259959826195,1992,2017,26,21,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",20,"5207030","FRA_046_MZB_LO_629","Le Gave d'Ossau à Arudy",43.1105763211265,-0.4368507936564,2008,2018,11,5,461.624269576479
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",21,"6004000","FRA_016_MZB_LO_218","SALON",47.5432850732311,5.69158773154753,1997,2016,20,12,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",21,"6004000","FRA_046_MZB_LO_654","SALON A AUTET ",47.5422887596726,5.69310685749516,2008,2021,14,12,153.98968578872
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",22,"6021500","FRA_016_MZB_LO_228","GLAND",47.4717006190594,6.84606558113022,1992,2016,25,18,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",22,"6021500","FRA_046_MZB_LO_695","GLAND A AUDINCOURT 1",47.472249320127,6.84236421277805,2008,2021,14,12,276.259839101919
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",23,"6036970","FRA_016_MZB_LO_237","MEUZIN",46.981154910849,4.99877989204212,1997,2016,20,12,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",23,"6036970","FRA_046_MZB_LO_711","MEUZIN A CORGENGOUX 2",46.9831009074209,4.99635092715837,2008,2021,14,12,275.34621108826
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",24,"6049000","FRA_016_MZB_LO_238","VEYLE",46.2732491767499,4.85904874637436,1993,2016,24,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",24,"6049010","FRA_046_MZB_LO_746","PETITE VEYLE A GRIEGES 3",46.2668531829663,4.85762863651776,2009,2021,13,10,696.74719459518
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",25,"6051550","FRA_016_MZB_LO_239","ARDIERE",46.1275282993304,4.71295859926592,1993,2016,24,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",25,"6051550","FRA_046_MZB_LO_750","ARDIERES A ST-JEAN-D'ARDIERES 1",46.1268943841085,4.7158622683272,2008,2021,14,11,227.871651151894
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",26,"6057200","FRA_016_MZB_LO_240","TURDINE",45.8366086306625,4.60656731156125,1993,2016,24,19,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",26,"6057200","FRA_046_MZB_LO_756","TURDINE A L'ARBRESLE ",45.8375238054377,4.60188360554299,2008,2021,14,11,366.1846765354
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",27,"6057700","FRA_016_MZB_LO_241","AZERGUES",45.9192686665662,4.72457104071486,1993,2016,24,20,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",27,"6057700","FRA_046_MZB_LO_757","AZERGUES A LUCENAY ",45.9118724217567,4.72572263111582,2008,2021,14,11,801.354989013676
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",28,"6066000","FRA_016_MZB_LO_242","DRANSE",46.3829700524622,6.50790594062267,1992,2016,25,20,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",28,"6066000","FRA_046_MZB_LO_767","DRANSE A THONON-LES-BAINS 1",46.3804662026957,6.50762600145331,2008,2021,14,11,270.351223131257
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",29,"6071000","FRA_016_MZB_LO_243","CHERAN",45.8777198602299,5.93754621585907,1992,2016,25,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",29,"6071000","FRA_046_MZB_LO_775","CHERAN A RUMILLY 1",45.874834756959,5.93817964182444,2008,2021,14,11,314.408601678018
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",30,"6073500","FRA_016_MZB_LO_245","LEYSSE",45.650909069516,5.86224128826491,1992,2016,25,19,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",30,"6073500","FRA_046_MZB_LO_779","LEYSSE A LE-BOURGET-DU-LAC ",45.6498314242704,5.86213799762554,2008,2021,14,10,116.377029460981
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",31,"6086100","FRA_016_MZB_LO_251","ANGE",46.1738407213175,5.56186957642536,1992,2016,25,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",31,"6086100","FRA_046_MZB_LO_801","ANGE A BRION ",46.1726407782074,5.55477639986593,2008,2021,14,11,546.117458197578
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",32,"6100000","FRA_016_MZB_LO_254","GERE",45.529561861039,4.87650711243476,1997,2016,20,14,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",32,"6100000","FRA_046_MZB_LO_821","GERE A VIENNE ",45.5274698757026,4.8801506301199,2008,2021,14,11,356.358843373248
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",33,"6108000","FRA_016_MZB_LO_256","DROME",44.7679635749085,5.32518476250601,1997,2016,20,14,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",33,"6108000","FRA_046_MZB_LO_838","DROME A DIE 1",44.7683321501614,5.32280505664573,2008,2021,14,11,187.166155754012
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",34,"6109100","FRA_016_MZB_LO_257","DROME",44.7683740795667,4.82703520084609,1997,2016,20,17,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",34,"6109100","FRA_046_MZB_LO_840","DROME A LIVRON-SUR-DROME ",44.7692578263608,4.82533715992718,2008,2021,14,11,161.620789118752
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",35,"6114450","FRA_016_MZB_LO_258","ARDECHE",44.5498985725146,4.41244354055149,1997,2016,20,14,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",35,"6114450","FRA_046_MZB_LO_850","ARDECHE A VOGUE 1",44.5513028408521,4.4094446440382,2008,2021,14,11,276.641302840696
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",36,"6115090","FRA_016_MZB_LO_259","ARDECHE",44.3893604999823,4.40313149914183,1997,2016,20,14,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",36,"6115090","FRA_046_MZB_LO_852","ARDECHE A VALLON-PONT-D'ARC 2",44.3862127382646,4.40823524003442,2008,2021,14,11,521.11718912294
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",37,"6115700","FRA_016_MZB_LO_260","ARDECHE",44.2907713019678,4.59172270942331,1994,2016,23,20,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",37,"6115700","FRA_046_MZB_LO_853","ARDECHE A ST-JULIEN-DE-PEYROLAS ",44.2837403187926,4.59791460222574,2008,2021,14,12,898.28647023641
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",38,"6119000","FRA_016_MZB_LO_262","CEZE",44.2515543009206,4.21294476356721,1994,2016,23,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",38,"6119000","FRA_046_MZB_LO_865","CEZE A ST-AMBROIX 1",44.2515446036126,4.21148481320825,2008,2021,14,13,113.311586524164
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",39,"6133000","FRA_016_MZB_LO_271","ISERE",45.6132557778313,6.8226477905657,1992,2016,25,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",39,"6133000","FRA_046_MZB_LO_895","ISERE A SEEZ ",45.6125307997986,6.82524663078045,2008,2022,15,12,211.488468126205
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",40,"6134500","FRA_016_MZB_LO_273","ISERE",45.56119005953,6.46556366980419,1992,2016,25,16,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",40,"6134500","FRA_046_MZB_LO_900","ISERE A FEISSONS-SUR-ISERE ",45.5626073609715,6.46746000718226,2008,2021,14,10,209.600845667221
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",41,"6143950","FRA_016_MZB_LO_278","ROMANCHE",45.1156741809546,6.01318325984009,1997,2016,20,15,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",41,"6820102","FRA_046_MZB_LO_1228","EAU D'OLLE A LE-BOURG-D'OISANS ",45.1198562179251,6.00897709886862,2008,2020,13,6,553.596855003167
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",42,"6144900","FRA_016_MZB_LO_279","ROMANCHE (CANAL)",45.0831141379194,5.7424204613332,1997,2016,20,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",42,"6144900","FRA_046_MZB_LO_921","ROMANCHE A JARRIE 1",45.083242608979,5.74647022658273,2008,2022,15,11,309.694264681327
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",43,"6147650","FRA_016_MZB_LO_280","BOURNE",45.0841059807054,5.52994476868591,1997,2016,20,11,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",43,"6147210","FRA_046_MZB_LO_925","MEAUDRET A VILLARD-DE-LANS 3",45.086178616403,5.52286995366528,2010,2021,12,9,584.854333564862
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",43,"6147650","FRA_046_MZB_LO_926","BOURNE A VILLARD-DE-LANS - LES JARRANDS ",45.0845844552598,5.52365001403013,2010,2021,12,9,483.64091778338
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",44,"6151000","FRA_016_MZB_LO_282","DURANCE",44.5610989062347,6.51219521875015,1997,2015,19,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",44,"6151000","FRA_046_MZB_LO_939","DURANCE A EMBRUN 1",44.5565343725009,6.50206559824208,2008,2022,15,11,923.898588768589
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",45,"6162000","FRA_016_MZB_LO_285","DURANCE",43.6976868307411,5.71987944460693,1997,2016,20,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",45,"6162000","FRA_046_MZB_LO_963","DURANCE A ST-PAUL-LES-DURANCE ",43.6968203115262,5.71921838216971,2008,2021,14,12,107.047374546954
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",46,"6166000","FRA_016_MZB_LO_286","DURANCE",43.8882185309962,4.92313206023099,1997,2016,20,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",46,"6166000","FRA_046_MZB_LO_971","DURANCE A CAUMONT-SUR-DURANCE ",43.8882832661578,4.91618463273864,2008,2021,14,12,542.92427473578
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",47,"6177950","FRA_016_MZB_LO_293","FRESQUEL",43.3075169086812,2.0144419158143,1993,2016,24,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",47,"6177950","FRA_046_MZB_LO_1003","FRESQUEL A ST-MARTIN-LALANDE 1",43.3047741150475,2.01658730988251,2008,2021,14,13,341.666762781313
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",48,"6177980","FRA_016_MZB_LO_294","FRESQUEL",43.2397079811356,2.36378545578397,1993,2016,24,14,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",48,"6177980","FRA_046_MZB_LO_1005","FRESQUEL A VILLEMOUSTAUSSOU ",43.2387258597724,2.3619089409596,2008,2021,14,13,182.524015303479
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",49,"6183500","FRA_016_MZB_LO_298","HERAULT",43.5690993587299,3.47061835175341,1992,2016,25,12,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",49,"6183500","FRA_046_MZB_LO_1038","HERAULT A ASPIRAN ",43.5680455555221,3.47128194595875,2008,2021,14,13,125.301683317732
"France","Mathieu Floury","first call; data Ellen used","FRA_016_MZB_LO",50,"6700070","FRA_016_MZB_LO_305","ROYA",43.8957298265929,7.53041782435141,1997,2016,20,13,0
"France","French biodiversity agency and other agentcies (via Remi Escaffe)","second data call; new data","FRA_046_MZB_LO",50,"6700070","FRA_046_MZB_LO_1204","ROYA A BREIL-SUR-ROYA 2",43.8918770812841,7.53131317632154,2008,2020,13,11,422.109213052001
"Germany","Ralf Schäfer","first call; data Ellen used","GER_018_MZB_LO",1,"NW_320900","GER_018_MZB_LO_98","Rhein",51.37855306,6.723554829,1968,1991,24,21,0
"Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","new data call","GER_070_MZB_LO",1,"NRW_304530","GER_070_MZB_LO_243","Anger",51.3742568088367,6.7340097887909,2006,2019,14,5,840.955917099479
"Germany","Ralf Schäfer","first call; data Ellen used","GER_018_MZB_LO",2,"RP_2718855100","GER_018_MZB_LO_144","Ahr",50.3707713423392,6.78781046280686,1982,2007,26,14,0
"Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","new data call","GER_070_MZB_LO",2,"NRW_132901","GER_070_MZB_LO_72","Ahr",50.3702956541145,6.78908819244158,2007,2019,13,5,101.568322812573
"Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","new data call","GER_070_MZB_LO",2,"NRW_133000","GER_070_MZB_LO_73","Ahbach",50.3690803016689,6.78903218716091,2007,2019,13,5,200.098670368325
"Germany","Peter Haase","first call; data Ellen used","GER_019_MZB_LO",3,"FRDE1","GER_019_MZB_LO_1","Kinzig",50.186885820206,9.1003676428064,2002,2016,15,12,0
"Germany","HLNUG (via Thomas Wanke)","new data call","GER_047_MZB_LO",3,"HE_10613","GER_047_MZB_LO_19","Kinzig",50.1864450360466,9.09557303645867,2006,2019,14,5,334.042372447842
"Germany","HLNUG (via Thomas Wanke)","new data call","GER_047_MZB_LO",3,"HE_10613","GER_047_MZB_LO_19","Kinzig",50.1864450360466,9.09557303645867,2006,2019,14,5,0
"Germany","Peter Haase","first call; data Ellen used","GER_019_MZB_LO",3,"FRDE1","GER_019_MZB_LO_1","Kinzig",50.186885820206,9.1003676428064,2002,2016,15,12,334.042372447842
"Germany","Landesamt für Natur, Umwelt und Klima Nordrhein-Westfalen (LANUK)","new data call","GER_070_MZB_LO",3,"NRW_132901","GER_070_MZB_LO_72","Ahr",50.3702956541145,6.78908819244158,2007,2019,13,5,0
"Germany","Ralf Schäfer","first call; data Ellen used","GER_018_MZB_LO",3,"RP_2718855100","GER_018_MZB_LO_144","Ahr",50.3707713423392,6.78781046280686,1982,2007,26,14,101.568322812573
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",1,"1","IRL_023_MZB_LO_1","Altahoney",54.001086,-9.576039,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",1,"IR1278","IRL_051_MZB_LO_1278","ALTACONEY",53.9936062,-9.5721838,2009,2023,15,7,841.474405182584
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",2,"5","IRL_023_MZB_LO_5","Glenamong",53.956045,-9.598229,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",2,"IR1300","IRL_051_MZB_LO_1300","GLENNAMONG",53.9607301,-9.6044494,2009,2023,15,5,640.508795348706
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",3,"6","IRL_023_MZB_LO_6","Glenamong",53.964133,-9.606073,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",3,"IR1300","IRL_051_MZB_LO_1300","GLENNAMONG",53.9607301,-9.6044494,2009,2023,15,5,380.513688243424
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",4,"7","IRL_023_MZB_LO_7","Glendahurk",53.91706,-9.65592,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",4,"IR1308","IRL_051_MZB_LO_1308","OWENGARVE (MAYO)",53.9189013,-9.6568805,2009,2023,15,6,207.373339799311
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",5,"9","IRL_023_MZB_LO_9","Goulaun",54.00126,-9.575217,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",5,"IR1278","IRL_051_MZB_LO_1278","ALTACONEY",53.9936062,-9.5721838,2009,2023,15,7,846.058581087168
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",6,"10","IRL_023_MZB_LO_10","Goulaun",54.011348,-9.547965,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",6,"IR1303","IRL_051_MZB_LO_1303","GOULAUN",54.0097205,-9.5512783,2009,2023,15,6,273.544318199068
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",7,"13","IRL_023_MZB_LO_13","Maumaratta",53.988006,-9.577586,2003,2019,17,17,0
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",7,"IR1278","IRL_051_MZB_LO_1278","ALTACONEY",53.9936062,-9.5721838,2009,2023,15,7,693.422853894611
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",8,"IR1278","IRL_051_MZB_LO_1278","ALTACONEY",53.9936062,-9.5721838,2009,2023,15,7,0
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",8,"1","IRL_023_MZB_LO_1","Altahoney",54.001086,-9.576039,2003,2019,17,17,841.474405182584
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",8,"9","IRL_023_MZB_LO_9","Goulaun",54.00126,-9.575217,2003,2019,17,17,846.058581087168
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",8,"13","IRL_023_MZB_LO_13","Maumaratta",53.988006,-9.577586,2003,2019,17,17,693.422853894611
"Ireland","Hugh B. Feeley","second data call; new data","IRL_051_MZB_LO",9,"IR1300","IRL_051_MZB_LO_1300","GLENNAMONG",53.9607301,-9.6044494,2009,2023,15,5,0
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",9,"5","IRL_023_MZB_LO_5","Glenamong",53.956045,-9.598229,2003,2019,17,17,640.508795348706
"Ireland","Elvira de Eyto","first call; data Ellen used","IRL_023_MZB_LO",9,"6","IRL_023_MZB_LO_6","Glenamong",53.964133,-9.606073,2003,2019,17,17,380.513688243424
"Spain","Aitor Larrañaga","first call; data Ellen used","ESP_034_MZB_LO",1,"103000608","ESP_034_MZB_LO_168","Barbadun",43.2706126,-3.1393597,2007,2019,13,13,0
"Spain","Alfredo Llorente","second data call; new data","ESP_045_MZB_LO",1,"BGA075","ESP_045_MZB_LO_18","GALDAMES",43.2772907,-3.1345684,1997,2006,10,10,815.631430617969
